Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUS_M_R
324,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
325,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
326,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
327,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
328,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
329,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
330,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
331,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
332,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
333,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
334,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
335,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
336,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
337,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
338,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
339,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
340,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
341,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
342,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
343,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
344,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
345,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
346,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
347,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
348,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
350,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
351,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
352,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
353,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
354,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
355,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
356,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
357,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
358,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
359,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
360,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
361,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
362,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
363,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
364,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
365,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
366,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
367,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
368,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Wetland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
370,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
371,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
373,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
374,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
375,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
378,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
379,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
380,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
381,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
382,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
383,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
384,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
386,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
387,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
389,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
391,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
392,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
393,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
394,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
395,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
396,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
397,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
398,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
399,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
400,NULL,NULL,Water,NULL,Water,Grassland,NULL,Wetland
401,NULL,NULL,Water,NULL,Water,Grassland,NULL,Bareland
402,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
403,NULL,NULL,Water,NULL,Water,Water,NULL,Grassland
404,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
405,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
406,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
407,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
408,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
409,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
410,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
411,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
412,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
413,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
414,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
415,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
416,NULL,NULL,Water,Non_Water,Water,Water,NULL,Wetland
417,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
418,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
419,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
420,NULL,NULL,Water,Water,Water,NULL,NULL,Water
421,NULL,NULL,Water,Water,Water,Grassland,NULL,Wetland
422,NULL,NULL,Water,Water,Water,Water,NULL,Bareland
423,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
424,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
425,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
426,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
427,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
428,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
429,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
430,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
433,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
434,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
435,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
436,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
437,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
438,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
439,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
440,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
441,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
443,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
444,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
445,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
446,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
447,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
449,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
450,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
451,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
453,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
454,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
455,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
456,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
457,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
458,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
459,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
460,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
461,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
462,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
463,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
464,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
465,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
466,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
467,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
468,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
469,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
471,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
472,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
473,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
474,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Wetland
475,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
476,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
477,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
478,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
479,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
480,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
481,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
482,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
483,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
484,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
485,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
486,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
487,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
488,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
489,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
490,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
491,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
492,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
493,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
494,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
495,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
496,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
497,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
498,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
499,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
500,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
501,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
502,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
503,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
504,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
505,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
506,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
507,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
508,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
509,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
510,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
511,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
512,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
513,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
514,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
515,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
516,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
517,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Cropland
518,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
519,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
520,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
521,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
522,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
523,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
524,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
525,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
526,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
527,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
528,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
529,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
530,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
531,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
532,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
533,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
534,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
535,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
536,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
537,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
538,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
539,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
540,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
541,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
542,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
543,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
544,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
545,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
546,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
547,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
548,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
549,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
550,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
551,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
552,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
553,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
555,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
556,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
558,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
559,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
560,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
561,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
562,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
563,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
564,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
566,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
567,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
568,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
569,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
570,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
571,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
572,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
573,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
574,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
575,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
576,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
577,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
578,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
579,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
580,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
581,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
582,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
584,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
585,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
586,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
587,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
588,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
589,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
590,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
591,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
592,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
593,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
594,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
595,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Wetland
596,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
597,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
598,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
599,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
600,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
601,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
602,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
603,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
604,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
605,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
606,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
607,NULL,Cropland,Water,NULL,Water,NULL,NULL,NULL
608,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
609,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
610,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
611,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
612,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
613,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
614,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
615,NULL,Cropland,Water,Water,Water,NULL,NULL,Wetland
616,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
617,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
618,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
619,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
620,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
621,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
622,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
623,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
624,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
625,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
626,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
627,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
628,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
629,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
630,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
631,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
632,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
633,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
634,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
635,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
636,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
637,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
638,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
639,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
640,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
641,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
642,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
643,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
644,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
645,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
646,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
647,NULL,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
648,NULL,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
649,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
650,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
651,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
652,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
653,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
654,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
655,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
656,NULL,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
657,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
658,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
659,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
660,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
661,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
662,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
663,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
664,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
