Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNE_M_R
1044,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1045,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1046,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
1047,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
1048,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
1049,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1050,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1051,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
1052,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1053,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1054,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Grassland,Water,NULL
1055,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
1056,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Wetland,Water,NULL
1057,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water,Wetland,NULL
1058,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water,Water,NULL
1059,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1060,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1061,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1062,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
1063,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1064,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1065,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1066,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1067,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1068,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1069,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1070,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1071,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1072,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
1073,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1074,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1075,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1076,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1077,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,NULL
1078,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1079,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1080,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1081,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
1082,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
1083,Permanent_ice_and_snow,Water,Water,NULL,Water,Grassland,Water,NULL
1084,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Wetland,NULL
1085,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Water,NULL
1086,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Water,NULL
1087,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Wetland,NULL
1088,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,NULL
1089,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1090,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1091,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1092,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1093,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1094,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1095,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1096,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1097,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1098,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1099,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1100,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1101,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1102,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1103,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1104,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1105,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1106,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1107,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1108,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1109,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1110,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1111,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1112,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
1113,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1114,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
1115,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1116,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
1117,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1118,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1119,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1120,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1121,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1122,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1123,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1124,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1125,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1126,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1127,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1128,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1129,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1130,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1131,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1132,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
1133,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1134,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
1135,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1136,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1137,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1138,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1139,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1140,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1141,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1142,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1143,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
1144,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1145,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1146,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1147,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1148,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1149,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1150,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1151,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1152,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1153,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1154,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1155,Forest,NULL,Wetland,NULL,Wetland,Built-up,Wetland,NULL
1156,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1157,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1158,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
1159,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1160,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1161,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,NULL
1162,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
1163,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1164,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1165,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1166,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1167,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1168,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1169,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1170,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1171,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Wetland,NULL
1172,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1173,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
1174,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1175,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1176,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1177,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1178,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1179,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1180,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1181,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
1182,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1183,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1184,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
1185,Forest,NULL,Water,NULL,Water,NULL,Wetland,NULL
1186,Forest,NULL,Water,NULL,Water,NULL,Water,NULL
1187,Forest,NULL,Water,NULL,Water,Wetland,Grassland,NULL
1188,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1189,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
1190,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
1191,Forest,NULL,Water,NULL,Water,Bareland,Water,NULL
1192,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
1193,Forest,NULL,Water,NULL,Water,Water,Water,NULL
1194,Forest,NULL,Water,NULL,Water,Water,Forest,NULL
1195,Forest,NULL,Water,NULL,Water,Forest,Wetland,NULL
1196,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1197,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1198,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1199,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1200,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1201,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1202,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1203,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1204,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1205,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1206,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1207,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1208,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1209,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
1210,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
1211,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1212,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
1213,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
1214,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1215,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1216,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1217,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1218,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,NULL
1219,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1220,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1221,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1222,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1223,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1224,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1225,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1226,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1227,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1228,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1229,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
1230,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1231,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,NULL
1232,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1233,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1234,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1235,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1236,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1237,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1238,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1239,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1240,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1241,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1242,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1243,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1244,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1245,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1246,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1247,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1248,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1249,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1250,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1251,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
1252,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1253,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1254,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1255,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
1256,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1257,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
1258,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
1259,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1260,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1261,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1262,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1263,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
1264,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1265,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
1266,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1267,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1268,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
1269,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
1270,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
1271,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1272,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1273,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1274,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1275,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1276,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1277,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1278,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1279,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
1280,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1281,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1282,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1283,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1284,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
1285,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
1286,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
1287,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
1288,Forest,Wetland,Water,NULL,Water,Grassland,Water,NULL
1289,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
1290,Forest,Wetland,Water,NULL,Water,Wetland,Water,NULL
1291,Forest,Wetland,Water,NULL,Water,Bareland,Water,NULL
1292,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
1293,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
1294,Forest,Wetland,Water,NULL,Water,Forest,Wetland,NULL
1295,Forest,Wetland,Water,NULL,Water,Forest,Water,NULL
1296,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1297,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
1298,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1299,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1300,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1301,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1302,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1303,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1304,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1305,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
1306,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1307,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,NULL
1308,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1309,Forest,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1310,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1311,Forest,Bareland,Wetland,NULL,Wetland,NULL,Water,NULL
1312,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1313,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
1314,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
1315,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
1316,Forest,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1317,Forest,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
1318,Forest,Bareland,Water,NULL,Water,Wetland,Water,NULL
1319,Forest,Bareland,Water,NULL,Water,Water,Wetland,NULL
1320,Forest,Bareland,Water,NULL,Water,Water,Water,NULL
1321,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1322,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1323,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1324,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1325,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1326,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1327,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1328,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1329,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1330,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1331,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1332,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1333,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1334,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1335,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
1336,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1337,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
1338,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
1339,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1340,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
1341,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1342,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
1343,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,NULL
1344,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1345,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1346,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1347,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1348,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1349,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1350,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1351,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1352,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1353,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1354,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1355,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1356,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1357,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
1358,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
1359,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1360,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
1361,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
1362,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1363,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1364,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1365,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1366,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,NULL
1367,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,NULL
1368,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1369,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1370,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1371,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
1372,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1373,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1374,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1375,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
