Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVB_M_R
10424,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10425,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
10426,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10427,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10428,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
10429,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10430,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10431,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10432,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10433,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
10434,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10435,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10436,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
10437,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
10438,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10439,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10440,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10441,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10442,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
10443,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10444,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10445,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
10446,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10447,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10448,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10449,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10450,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10451,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10452,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10453,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
10454,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10455,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
10456,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
10457,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10458,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10459,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
10460,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10461,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
10462,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10463,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
10464,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10465,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
10466,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10467,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10468,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
10469,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10470,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
10471,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
10472,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10473,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10474,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
10475,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10476,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10477,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10478,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
10479,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10480,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
10481,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
10482,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10483,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10484,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10485,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10486,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
10487,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10488,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
10489,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10490,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10491,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
10492,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10493,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10494,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10495,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
10496,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
10497,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10498,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
10499,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
10500,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
10501,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
10502,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
10503,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
10504,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
10505,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10506,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10507,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
10508,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
10509,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10510,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
10511,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
10512,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10513,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10514,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10515,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
10516,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10517,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10518,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10519,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10520,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10521,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10522,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10523,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10524,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
10525,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
10526,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10527,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10528,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10529,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10530,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10531,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10532,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10533,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10534,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10535,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
10536,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10537,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10538,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10539,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
10540,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
10541,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
10542,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
10543,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
10544,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10545,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
10546,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
10547,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
10548,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10549,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
10550,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10551,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10552,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10553,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10554,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
10555,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10556,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10557,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
10558,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10559,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10560,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
10561,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10562,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
10563,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10564,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10565,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
10566,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10567,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10568,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10569,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10570,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10571,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10572,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10573,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10574,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10575,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10576,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10577,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10578,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10579,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10580,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10581,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10582,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
10583,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10584,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10585,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
10586,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10587,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10588,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10589,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10590,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10591,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10592,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10593,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10594,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10595,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10596,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10597,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10598,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10599,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10600,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10601,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10602,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
10603,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
10604,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
10605,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10606,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
10607,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10608,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
10609,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10610,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10611,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10612,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10613,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10614,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10615,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
10616,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10617,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10618,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10619,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
10620,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
10621,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
10622,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
10623,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10624,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10625,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10626,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
10627,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10628,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10629,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
10630,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10631,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
10632,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
10633,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
10634,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
10635,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10636,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
10637,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10638,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10639,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
10640,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10641,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10642,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
10643,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10644,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
10645,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10646,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10647,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
10648,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10649,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10650,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10651,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
10652,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10653,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10654,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
10655,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10656,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10657,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10658,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10659,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
10660,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
10661,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
10662,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10663,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10664,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
10665,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
10666,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
10667,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
10668,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
10669,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
10670,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
10671,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
10672,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
10673,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
10674,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Wetland
10675,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Wetland
10676,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10677,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10678,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
10679,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10680,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
10681,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
10682,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
10683,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Water
10684,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
10685,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
10686,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
10687,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
10688,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Wetland
10689,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
10690,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
10691,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
10692,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
10693,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
10694,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Water
10695,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
10696,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
10697,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10698,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
10699,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
10700,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
10701,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
10702,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10703,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10704,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
10705,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
10706,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10707,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
10708,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
10709,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
10710,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
10711,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
10712,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
10713,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
10714,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
10715,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
10716,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
10717,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
10718,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
10719,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
10720,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
10721,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10722,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10723,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10724,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
10725,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10726,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
10727,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
10728,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
10729,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
10730,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
10731,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
10732,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
10733,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
10734,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Wetland
10735,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
10736,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
10737,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
10738,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
10739,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
10740,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
10741,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
10742,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
10743,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
10744,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
10745,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
10746,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
10747,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
10748,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
10749,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
