Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBE_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
449,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
450,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
451,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
453,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
454,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
455,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
456,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
457,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
458,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
459,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
460,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
461,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
462,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
463,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
464,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
465,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
466,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
467,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
468,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
469,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
470,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
506,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
508,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
509,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
510,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
513,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
516,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
520,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
522,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
582,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
584,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
592,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
594,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
598,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
602,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
603,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
607,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Bareland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
654,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
655,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
