Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNH_M_R
1106,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1107,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1108,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1109,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1110,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1111,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1112,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1113,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1114,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1115,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1116,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1117,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1118,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1119,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1120,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1121,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1122,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1123,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1124,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1125,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1126,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1127,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1128,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1129,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1130,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1131,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1132,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1133,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1134,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1135,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1136,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1137,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1138,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1139,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1140,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1141,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1142,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1143,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1144,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1145,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1146,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1147,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1148,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1149,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1150,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1151,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1152,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1153,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1154,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1155,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1156,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1157,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1158,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
1159,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1160,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1161,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1162,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1163,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1164,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1165,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1166,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1167,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1168,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1169,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1170,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Bareland
1171,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1172,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1173,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1174,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1175,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1176,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1177,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1178,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1179,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1180,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1181,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1182,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1183,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1184,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1185,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1186,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1187,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1188,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1189,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1190,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1191,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1192,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1193,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1194,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1195,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1196,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1197,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1198,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1199,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1200,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1201,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1202,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
1203,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1204,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1205,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1206,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1207,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
1208,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1209,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1210,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1211,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1212,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1213,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1214,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1215,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1216,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1217,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1218,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1219,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1220,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1221,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1222,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1223,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1224,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1225,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1226,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1227,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1228,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1229,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1230,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1231,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1232,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1233,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1234,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
1235,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1236,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1237,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1238,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
1239,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1240,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1241,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1242,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1243,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1244,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1245,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1246,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1247,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1248,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1249,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1250,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1251,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1252,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1253,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
1254,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1255,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1256,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1257,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1258,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1259,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1260,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1261,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1262,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1263,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1264,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1265,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1266,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1267,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1268,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1269,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1270,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1271,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1272,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1273,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1274,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1275,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1276,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1277,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1278,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1279,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1280,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1281,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1282,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1283,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1284,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1285,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1286,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1287,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1288,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1289,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1290,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1291,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1292,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1293,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1294,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1295,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1296,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1297,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1298,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1299,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1300,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1301,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
1302,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1303,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1304,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1305,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1306,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1307,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
1308,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1309,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1310,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1311,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
1312,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1313,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1314,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1315,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1316,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1317,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1318,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1319,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1320,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1321,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1322,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1323,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1324,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1325,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1326,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1327,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1328,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1329,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1330,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1331,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1332,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1333,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1334,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1335,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1336,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1337,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
1338,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1339,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1340,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1341,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1342,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1343,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1344,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1345,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1346,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1347,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1348,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1349,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1350,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1351,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1352,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1353,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1354,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1355,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1356,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1357,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1358,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1359,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1360,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1361,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1362,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1363,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1364,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1365,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1366,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1367,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1368,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1369,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1370,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1371,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1372,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1373,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1374,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
1375,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
1376,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1377,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1378,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1379,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Water
1380,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1381,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1382,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1383,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
1384,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1385,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1386,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Water
1387,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1388,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1389,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1390,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1391,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1392,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1393,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1394,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1395,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1396,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1397,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1398,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1399,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
1400,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1401,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1402,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1403,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1404,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1405,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1406,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1407,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1408,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1409,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1410,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1411,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1412,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1413,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1414,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1415,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1416,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1417,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1418,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1419,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1420,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1421,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1422,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1423,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1424,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1425,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1426,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1427,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1428,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1429,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1430,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1431,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1432,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1433,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1434,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1435,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1436,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1437,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1438,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1439,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1440,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1441,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1442,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1443,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1444,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1445,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1446,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
1447,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1448,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
