Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R
323,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
325,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
334,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
335,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
338,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
343,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
349,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
350,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
353,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
357,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
359,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
360,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
365,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
366,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
371,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
378,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
380,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
381,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
382,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
383,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
384,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
385,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
386,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
387,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
388,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
389,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
390,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
391,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Water,Grassland
392,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
393,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
394,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
395,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
396,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
397,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
398,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
399,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
400,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
401,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
402,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
404,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
405,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
407,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
408,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
409,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
410,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
411,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
412,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
413,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
414,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
415,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
417,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
418,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
419,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
421,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
422,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
423,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Built-up
424,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
425,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
426,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
427,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
428,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
429,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
430,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
431,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
432,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
433,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
435,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
436,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
437,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
438,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
439,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
440,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
441,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
442,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
443,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
444,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
445,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
446,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
448,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
449,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
450,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
451,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
452,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
453,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
454,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
455,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
456,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
457,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
458,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
459,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
460,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
461,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
462,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
463,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
465,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
466,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
467,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
468,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
469,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
470,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
471,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
472,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
473,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
474,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
475,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
476,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
477,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
478,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
479,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
480,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
481,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
482,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
483,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
484,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
485,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
486,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
487,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
488,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
489,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
490,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
491,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
492,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
493,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
494,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
495,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
496,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
497,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
498,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
499,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
500,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
501,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
502,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
503,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
504,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
505,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
506,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
507,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
508,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
509,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
510,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Built-up
511,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
512,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
513,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
514,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
515,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
516,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
517,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
518,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
519,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
520,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
521,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
522,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
523,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
524,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
525,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
526,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
527,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
528,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
529,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
530,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
531,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
532,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
533,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
534,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
535,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
536,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
537,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
538,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
539,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
540,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
541,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
542,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
543,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Built-up
544,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
545,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
546,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
547,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
548,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
549,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
550,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
551,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
552,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
553,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
554,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
555,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
556,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
557,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
558,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
559,NULL,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
560,NULL,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
561,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
562,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
563,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
564,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
565,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
566,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
567,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
568,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
569,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
570,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
571,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
572,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
573,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
574,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
575,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
576,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
577,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
578,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
579,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
580,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Bareland
581,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
582,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
583,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
584,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
585,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
586,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
587,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
588,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
589,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
590,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
591,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
592,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
593,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
594,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
595,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
596,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
597,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
598,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
599,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
600,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
601,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
602,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
603,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
604,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
605,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
606,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
607,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
608,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
609,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
610,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
611,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
612,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
614,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
615,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
616,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
617,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
618,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
619,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
620,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
621,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
622,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
623,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
624,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
625,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
626,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
627,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
628,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
630,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
631,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
633,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
634,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
635,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
636,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
637,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
638,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
639,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
642,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
643,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
645,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
646,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
647,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
648,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
650,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
651,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
652,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
653,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
654,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
655,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
656,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
657,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
658,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
659,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
660,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
661,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
662,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
663,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
664,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
665,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
666,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
667,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
