Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Cropland
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
337,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
338,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
339,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
340,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
341,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Cropland
343,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
346,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Water
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
354,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
355,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
360,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
361,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
362,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
363,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
364,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
366,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
367,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
368,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
370,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Bareland
371,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
372,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
374,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
375,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
376,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
377,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
378,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
379,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Wetland
380,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Water
381,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
382,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
383,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
384,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
385,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
386,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
387,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
388,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
389,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
390,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
391,NULL,NULL,NULL,Water,Non_Wetland,Forest,Bareland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Water
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
