Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRB_M_R
1296,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1297,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1298,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1299,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1300,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1301,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
1302,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1303,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1304,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1305,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1306,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1307,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1308,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1309,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1310,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1311,Bareland,Bareland,Wetland,Water,Wetland,Water
1312,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1313,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1314,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1315,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1316,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1317,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1318,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1319,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1320,Bareland,Bareland,Water,NULL,Water,Grassland
1321,Bareland,Bareland,Water,NULL,Water,Cropland
1322,Bareland,Bareland,Water,NULL,Water,Bareland
1323,Bareland,Bareland,Water,NULL,Water,Built-up
1324,Bareland,Bareland,Water,NULL,Water,Water
1325,Bareland,Bareland,Water,NULL,Water,Forest
1326,Bareland,Bareland,Water,Non_Water,Water,Grassland
1327,Bareland,Bareland,Water,Water,Water,Grassland
1328,Bareland,Bareland,Water,Water,Water,Bareland
1329,Bareland,Bareland,Water,Water,Water,Water
1330,Bareland,Bareland,Water,Water,Water,Forest
1331,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1332,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1333,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1334,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1335,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up
1336,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1337,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1338,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1339,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1340,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1341,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1342,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1343,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1344,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1345,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1346,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1347,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1348,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1349,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1350,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1351,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1352,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1353,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1354,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1355,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1356,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1357,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1358,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1359,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1360,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1361,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1362,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1363,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1364,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1365,Bareland,Built-up,Water,NULL,Water,Grassland
1366,Bareland,Built-up,Water,NULL,Water,Bareland
1367,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1368,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1369,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1370,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1371,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1372,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1373,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland
1374,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest
1375,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1376,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1377,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1378,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1379,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1380,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1381,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1382,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1383,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1384,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1385,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1386,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1387,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1388,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1389,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1390,Bareland,Water,Grassland,Water,Non_Wetland,NULL
1391,Bareland,Water,Grassland,Water,Non_Wetland,Water
1392,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1393,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1394,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1395,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1396,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1397,Bareland,Water,Wetland,NULL,Wetland,Grassland
1398,Bareland,Water,Wetland,NULL,Wetland,Bareland
1399,Bareland,Water,Wetland,NULL,Wetland,Water
1400,Bareland,Water,Wetland,NULL,Wetland,Forest
1401,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1402,Bareland,Water,Wetland,Non_Water,Wetland,Water
1403,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1404,Bareland,Water,Wetland,Water,Wetland,Bareland
1405,Bareland,Water,Wetland,Water,Wetland,Forest
1406,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1407,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1408,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1409,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1410,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1411,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1412,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1413,Bareland,Water,Water,NULL,Water,NULL
1414,Bareland,Water,Water,NULL,Water,Grassland
1415,Bareland,Water,Water,NULL,Water,Bareland
1416,Bareland,Water,Water,NULL,Water,Water
1417,Bareland,Water,Water,NULL,Water,Forest
1418,Bareland,Water,Water,Non_Water,Water,Grassland
1419,Bareland,Water,Water,Non_Water,Water,Bareland
1420,Bareland,Water,Water,Non_Water,Water,Water
1421,Bareland,Water,Water,Water,Water,Grassland
1422,Bareland,Water,Water,Water,Water,Bareland
1423,Bareland,Water,Water,Water,Water,Water
1424,Bareland,Water,Water,Water,Water,Forest
1425,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1426,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1427,Bareland,Water,Forest,NULL,Non_Wetland,Water
1428,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1429,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1430,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1431,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1432,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1433,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1434,Bareland,Water,Forest,Water,Non_Wetland,Water
1435,Bareland,Water,Forest,Water,Non_Wetland,Forest
1436,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1437,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1438,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1439,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1440,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1441,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1442,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1443,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1444,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1445,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1446,Bareland,Forest,Wetland,NULL,Wetland,Forest
1447,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1448,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1449,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1450,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1451,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1452,Water,NULL,NULL,NULL,Non_Wetland,NULL
1453,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1454,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1455,Water,NULL,NULL,NULL,Non_Wetland,Built-up
1456,Water,NULL,NULL,NULL,Non_Wetland,Water
1457,Water,NULL,NULL,NULL,Non_Wetland,Forest
1458,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1459,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
1460,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1461,Water,NULL,NULL,Water,Non_Wetland,Grassland
1462,Water,NULL,NULL,Water,Non_Wetland,Bareland
1463,Water,NULL,NULL,Water,Non_Wetland,Built-up
1464,Water,NULL,NULL,Water,Non_Wetland,Forest
1465,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1466,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1467,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1468,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1469,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1470,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1471,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1472,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1473,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1474,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1475,Water,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1476,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1477,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1478,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1479,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1480,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1481,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1482,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1483,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1484,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1485,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1486,Water,NULL,Grassland,NULL,Non_Wetland,Water
1487,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1488,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1489,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1490,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1491,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1492,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1493,Water,NULL,Grassland,Water,Non_Wetland,Water
1494,Water,NULL,Grassland,Water,Non_Wetland,Forest
1495,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1496,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1497,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1498,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1499,Water,NULL,Cropland,NULL,Non_Wetland,Water
1500,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1501,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1502,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1503,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1504,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1505,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1506,Water,NULL,Cropland,Water,Non_Wetland,Forest
1507,Water,NULL,Wetland,NULL,Wetland,Grassland
1508,Water,NULL,Wetland,NULL,Wetland,Wetland
1509,Water,NULL,Wetland,NULL,Wetland,Bareland
1510,Water,NULL,Wetland,NULL,Wetland,Water
1511,Water,NULL,Wetland,NULL,Wetland,Forest
1512,Water,NULL,Wetland,Non_Water,Wetland,NULL
1513,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1514,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1515,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1516,Water,NULL,Wetland,Non_Water,Wetland,Built-up
1517,Water,NULL,Wetland,Non_Water,Wetland,Water
1518,Water,NULL,Wetland,Non_Water,Wetland,Forest
1519,Water,NULL,Wetland,Water,Wetland,Grassland
1520,Water,NULL,Wetland,Water,Wetland,Wetland
1521,Water,NULL,Wetland,Water,Wetland,Bareland
1522,Water,NULL,Wetland,Water,Wetland,Water
1523,Water,NULL,Wetland,Water,Wetland,Forest
1524,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1525,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1526,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1527,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1528,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1529,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1530,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1531,Water,NULL,Built-up,NULL,Non_Wetland,Water
1532,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1533,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1534,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
1535,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1536,Water,NULL,Built-up,Water,Non_Wetland,Built-up
1537,Water,NULL,Built-up,Water,Non_Wetland,Water
1538,Water,NULL,Built-up,Water,Non_Wetland,Forest
1539,Water,NULL,Water,NULL,Water,Grassland
1540,Water,NULL,Water,NULL,Water,Bareland
1541,Water,NULL,Water,NULL,Water,Water
1542,Water,NULL,Water,NULL,Water,Forest
1543,Water,NULL,Water,Non_Water,Water,Grassland
1544,Water,NULL,Water,Non_Water,Water,Wetland
1545,Water,NULL,Water,Non_Water,Water,Bareland
1546,Water,NULL,Water,Non_Water,Water,Water
1547,Water,NULL,Water,Non_Water,Water,Forest
1548,Water,NULL,Water,Water,Water,Grassland
1549,Water,NULL,Water,Water,Water,Wetland
1550,Water,NULL,Water,Water,Water,Bareland
1551,Water,NULL,Water,Water,Water,Built-up
1552,Water,NULL,Water,Water,Water,Water
1553,Water,NULL,Water,Water,Water,Forest
1554,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1555,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1556,Water,NULL,Forest,NULL,Non_Wetland,NULL
1557,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1558,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1559,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1560,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1561,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1562,Water,NULL,Forest,NULL,Non_Wetland,Water
1563,Water,NULL,Forest,NULL,Non_Wetland,Forest
1564,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1565,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1566,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1567,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1568,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1569,Water,NULL,Forest,Water,Non_Wetland,Grassland
1570,Water,NULL,Forest,Water,Non_Wetland,Wetland
1571,Water,NULL,Forest,Water,Non_Wetland,Bareland
1572,Water,NULL,Forest,Water,Non_Wetland,Water
1573,Water,NULL,Forest,Water,Non_Wetland,Forest
1574,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1575,Water,Cropland,NULL,NULL,Non_Wetland,Water
1576,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1577,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1578,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1579,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1580,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1581,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1582,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1583,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1584,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1585,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1586,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1587,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1588,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1589,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1590,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1591,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
1592,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1593,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1594,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1595,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1596,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1597,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1598,Water,Cropland,Wetland,NULL,Wetland,Grassland
1599,Water,Cropland,Wetland,Water,Wetland,Grassland
1600,Water,Cropland,Wetland,Water,Wetland,Bareland
1601,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1602,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1603,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1604,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
1605,Water,Cropland,Water,NULL,Water,Grassland
1606,Water,Cropland,Water,NULL,Water,Forest
1607,Water,Cropland,Water,Non_Water,Water,Bareland
1608,Water,Cropland,Water,Non_Water,Water,Forest
1609,Water,Cropland,Water,Water,Water,Bareland
1610,Water,Cropland,Water,Water,Water,Water
1611,Water,Cropland,Water,Water,Water,Forest
1612,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1613,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1614,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1615,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1616,Water,Cropland,Forest,NULL,Non_Wetland,Built-up
1617,Water,Cropland,Forest,NULL,Non_Wetland,Water
1618,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1619,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1620,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1621,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1622,Water,Cropland,Forest,Water,Non_Wetland,Water
1623,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1624,Water,Wetland,NULL,NULL,Non_Wetland,Bareland
1625,Water,Wetland,NULL,NULL,Non_Wetland,Built-up
1626,Water,Wetland,NULL,NULL,Non_Wetland,Water
1627,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1628,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1629,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland
1630,Water,Wetland,NULL,Non_Water,Non_Wetland,Water
1631,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1632,Water,Wetland,NULL,Water,Non_Wetland,Bareland
1633,Water,Wetland,NULL,Water,Non_Wetland,Water
1634,Water,Wetland,NULL,Water,Non_Wetland,Forest
1635,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1636,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1637,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1638,Water,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1639,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1640,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1641,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1642,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1643,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1644,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1645,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1646,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1647,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1648,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1649,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1650,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1651,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1652,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1653,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
1654,Water,Wetland,Grassland,NULL,Non_Wetland,Built-up
1655,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1656,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1657,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1658,Water,Wetland,Grassland,Non_Water,Non_Wetland,Built-up
1659,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water
1660,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1661,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1662,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1663,Water,Wetland,Grassland,Water,Non_Wetland,Bareland
1664,Water,Wetland,Grassland,Water,Non_Wetland,Water
1665,Water,Wetland,Grassland,Water,Non_Wetland,Forest
1666,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1667,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
1668,Water,Wetland,Cropland,NULL,Non_Wetland,Water
1669,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1670,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1671,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water
1672,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1673,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1674,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
1675,Water,Wetland,Cropland,Water,Non_Wetland,Water
1676,Water,Wetland,Cropland,Water,Non_Wetland,Forest
1677,Water,Wetland,Wetland,NULL,Wetland,NULL
1678,Water,Wetland,Wetland,NULL,Wetland,Grassland
1679,Water,Wetland,Wetland,NULL,Wetland,Wetland
1680,Water,Wetland,Wetland,NULL,Wetland,Bareland
1681,Water,Wetland,Wetland,NULL,Wetland,Water
1682,Water,Wetland,Wetland,NULL,Wetland,Forest
1683,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1684,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1685,Water,Wetland,Wetland,Non_Water,Wetland,Bareland
1686,Water,Wetland,Wetland,Non_Water,Wetland,Water
1687,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1688,Water,Wetland,Wetland,Water,Wetland,Grassland
1689,Water,Wetland,Wetland,Water,Wetland,Wetland
1690,Water,Wetland,Wetland,Water,Wetland,Bareland
1691,Water,Wetland,Wetland,Water,Wetland,Water
1692,Water,Wetland,Wetland,Water,Wetland,Forest
1693,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1694,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1695,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1696,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
1697,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
1698,Water,Wetland,Built-up,NULL,Non_Wetland,Built-up
1699,Water,Wetland,Built-up,NULL,Non_Wetland,Forest
1700,Water,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1701,Water,Wetland,Water,NULL,Water,Grassland
1702,Water,Wetland,Water,NULL,Water,Wetland
1703,Water,Wetland,Water,NULL,Water,Bareland
1704,Water,Wetland,Water,NULL,Water,Water
1705,Water,Wetland,Water,NULL,Water,Forest
1706,Water,Wetland,Water,Non_Water,Water,Grassland
1707,Water,Wetland,Water,Non_Water,Water,Wetland
1708,Water,Wetland,Water,Non_Water,Water,Bareland
1709,Water,Wetland,Water,Non_Water,Water,Water
1710,Water,Wetland,Water,Non_Water,Water,Forest
1711,Water,Wetland,Water,Water,Water,Grassland
1712,Water,Wetland,Water,Water,Water,Wetland
1713,Water,Wetland,Water,Water,Water,Bareland
1714,Water,Wetland,Water,Water,Water,Water
1715,Water,Wetland,Water,Water,Water,Forest
1716,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1717,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1718,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
1719,Water,Wetland,Forest,NULL,Non_Wetland,Built-up
1720,Water,Wetland,Forest,NULL,Non_Wetland,Water
1721,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1722,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1723,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1724,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1725,Water,Wetland,Forest,Non_Water,Non_Wetland,Built-up
1726,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1727,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1728,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1729,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1730,Water,Wetland,Forest,Water,Non_Wetland,Bareland
1731,Water,Wetland,Forest,Water,Non_Wetland,Water
1732,Water,Wetland,Forest,Water,Non_Wetland,Forest
1733,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1734,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1735,Water,Bareland,NULL,NULL,Non_Wetland,Water
