Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTM_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Built-up
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
503,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
504,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
505,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
506,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
507,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
508,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
509,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
510,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
511,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
512,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
513,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
514,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
516,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
517,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
519,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
520,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,NULL
521,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Grassland
523,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
524,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Cropland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
526,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
529,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
530,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
532,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
533,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
534,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
544,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
545,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
547,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
557,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
560,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
563,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
564,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
566,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
567,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
568,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
569,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
582,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
583,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
591,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
592,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
593,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
594,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
596,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
597,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
599,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
600,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
601,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
604,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
606,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
608,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
609,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
611,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
613,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
614,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
615,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
616,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
618,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
621,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
622,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
626,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
629,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
630,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
631,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Forest
632,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,NULL
633,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
644,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
650,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
651,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
652,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
