Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTN_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Water
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
581,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
582,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
583,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
584,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
585,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
586,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
587,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
588,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
589,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
590,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
591,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
592,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
593,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
594,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
595,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
596,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
597,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
598,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
599,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
600,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
601,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
602,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,NULL
603,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
605,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
607,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
608,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
609,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
610,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
612,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
613,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
614,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,NULL
616,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Bareland
617,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Forest
618,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
619,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
620,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
623,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
624,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Cropland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
627,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
632,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Cropland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
635,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
636,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
637,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
640,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
641,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
642,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
643,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
644,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
645,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
646,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
648,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
649,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
650,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
651,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
652,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
