Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZV_M_R
1146,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1147,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1148,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1149,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
1150,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
1151,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1152,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1153,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1154,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1155,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1156,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1157,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1158,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1159,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1160,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1161,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1162,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1163,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1164,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1165,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1166,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1167,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1168,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1169,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
1170,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1171,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1172,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1173,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1174,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1175,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1176,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1177,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1178,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1179,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1180,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
1181,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1182,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1183,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1184,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1185,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1186,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1187,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1188,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
1189,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1190,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1191,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1192,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
1193,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1194,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1195,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1196,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1197,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
1198,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1199,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1200,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1201,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1202,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1203,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
1204,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1205,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
1206,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1207,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1208,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1209,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
1210,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
1211,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1212,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1213,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Forest
1214,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1215,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
1216,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1217,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
1218,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
1219,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1220,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
1221,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
1222,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
1223,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
1224,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Water
1225,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1226,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1227,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
1228,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1229,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1231,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1232,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1233,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1234,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1235,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1236,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1237,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1238,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1239,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1240,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1241,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1242,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1243,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1244,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1245,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1246,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1247,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1248,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1249,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1250,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1251,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1252,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1253,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1254,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1255,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1256,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1257,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1258,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1259,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1260,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1261,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1262,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1263,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1264,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1265,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1266,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1267,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
1268,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1269,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1270,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1271,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1272,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
1273,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
1274,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1275,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
1276,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1277,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1278,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1279,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1280,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1281,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1282,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1283,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1284,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1285,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1286,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1287,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1288,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1289,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1290,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1291,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1292,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
1293,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1294,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1295,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1296,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
1297,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1298,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
1299,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
1300,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1301,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1302,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1303,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
1304,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1305,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1306,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1307,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
1308,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
1309,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1310,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
1311,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1312,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
1313,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1314,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1315,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
1316,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1317,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
1318,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
1319,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
1320,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1321,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1322,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1323,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1324,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
1325,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
1326,Forest,Forest,Shrubland,Water,Non_Wetland,Built-up,Water,Forest
1327,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
1328,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Water
1329,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
1330,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1331,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1332,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1333,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1334,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
1335,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
1336,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
1337,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1338,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
1339,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1340,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1341,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1342,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1343,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1344,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1345,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1346,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1347,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1348,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1349,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1350,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1351,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1352,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1353,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1354,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1355,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1356,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1357,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1358,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1359,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1360,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1361,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1362,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1363,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
1364,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1365,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1366,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1367,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1368,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1369,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1370,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1371,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1372,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1373,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1374,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1375,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1376,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
1377,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
1378,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
1379,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
1380,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1381,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1382,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
1383,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1384,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1385,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1386,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1387,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
1388,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1389,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1390,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1391,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1392,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,NULL,Forest
1393,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
1394,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1395,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
1396,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1397,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Water
1398,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Forest
1399,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1400,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
1401,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1402,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
1403,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
1404,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
1405,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
1406,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
1407,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1408,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1409,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1410,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1411,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1412,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1413,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1414,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
1415,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1416,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1417,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1418,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1419,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1420,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1421,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1422,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
1423,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1424,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
1425,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1426,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
1427,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
1428,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
1429,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
1430,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
1431,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1432,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
1433,Forest,Forest,Cropland,Water,Non_Wetland,Water,NULL,Forest
1434,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Forest
1435,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
1436,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
1437,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1438,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1439,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1440,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1441,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1442,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1443,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
1444,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1445,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1446,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1447,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1448,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1449,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1450,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1451,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1452,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1453,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1454,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1455,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Water
1456,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
1457,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1458,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1459,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
1460,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1461,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
1462,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
1463,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1464,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1465,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1466,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1467,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1468,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1469,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1470,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1471,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1472,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1473,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1474,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1475,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
1476,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
1477,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1478,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1479,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1480,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1481,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1482,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
1483,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1484,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1485,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1486,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1487,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
