Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHD_M_R
1383,Water,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1384,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1385,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1386,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1387,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1388,Water,Wetland,Water,Water,Water,NULL,NULL,NULL
1389,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1390,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1391,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1392,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1393,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1394,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1395,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1396,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1397,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1398,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1399,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1400,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1401,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1402,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1403,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1404,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1405,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1406,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1407,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1408,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1409,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1410,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1411,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1412,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1413,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1414,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1415,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1416,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1417,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1418,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1419,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1420,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1421,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1422,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1423,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1424,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1425,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1426,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1427,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1428,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1429,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1430,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1431,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1432,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1433,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1434,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1435,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1436,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1437,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1438,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1439,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1440,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1441,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1442,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1443,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1444,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1445,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1446,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1447,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1448,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1449,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1450,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1451,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1452,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1453,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1454,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1455,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1456,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1457,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1458,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1459,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1460,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1461,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1462,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1463,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1464,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1465,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1466,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1467,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1468,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1469,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1470,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1471,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
1472,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1473,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1474,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1475,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1476,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1477,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1478,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1479,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1480,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1481,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1482,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1483,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1484,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1485,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1486,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1487,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1488,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1489,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1490,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1491,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1492,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1493,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1494,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1495,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1496,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1497,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1498,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1499,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1500,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1501,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1502,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1503,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1504,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1505,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1506,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1507,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1508,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1509,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1510,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1511,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1512,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1513,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1514,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1515,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1516,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1517,Water,Water,Water,NULL,Water,NULL,NULL,Water
1518,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1519,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1520,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1521,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1522,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1523,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1524,Water,Water,Water,Water,Water,NULL,NULL,NULL
1525,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1526,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1527,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1528,Water,Water,Water,Water,Water,NULL,NULL,Water
1529,Water,Water,Water,Water,Water,NULL,NULL,Forest
1530,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1531,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1532,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1533,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1534,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1535,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1536,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1537,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1538,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1539,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1540,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1541,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1542,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1543,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1544,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1545,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1546,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1547,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1548,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1549,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1550,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1551,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1552,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1553,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1554,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1555,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1556,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1557,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1558,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1559,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1560,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1561,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1562,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1563,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1564,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1565,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1566,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1567,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1568,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1569,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1570,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1571,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1572,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1573,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1574,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1575,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1576,Water,Forest,Water,NULL,Water,NULL,NULL,NULL
1577,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1578,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1579,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1580,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1581,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1582,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1583,Water,Forest,Water,Water,Water,NULL,NULL,Water
1584,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1585,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1586,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1587,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1588,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1589,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1590,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1591,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1592,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1593,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1594,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1595,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1596,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1597,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1598,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1599,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1600,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1601,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1602,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1603,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1604,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1605,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1606,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1607,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1608,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1609,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1610,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1611,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1612,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1613,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1614,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1615,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1616,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1617,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1618,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1619,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1620,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1621,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1622,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1623,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1624,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1625,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1626,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1627,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1628,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1629,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1630,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1631,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1632,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1633,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1634,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1635,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1636,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1637,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1638,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1639,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1640,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1641,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1642,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1643,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1644,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1645,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1646,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1647,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1648,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1649,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Wetland
1650,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
1651,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,NULL
1652,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
1653,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
1654,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1655,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
1656,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1657,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1658,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1659,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1660,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1661,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1662,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1663,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1664,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1665,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1666,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1667,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1668,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1669,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1670,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1671,Permanent_ice_and_snow,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1672,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1673,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1674,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1675,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1676,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1677,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1678,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1679,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1680,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1681,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1682,Permanent_ice_and_snow,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1683,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1684,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1685,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1686,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1687,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1688,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1689,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1690,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1691,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1692,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1693,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1694,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1695,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1696,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1697,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Water
1698,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1699,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
1700,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
1701,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Forest
1702,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1703,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1704,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1705,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1706,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1707,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1708,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1709,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1710,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1711,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1712,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1713,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1715,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
