Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXD_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Water
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Water
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,NULL
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Cropland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
609,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
610,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
611,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
612,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
613,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
614,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
616,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
617,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
619,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
620,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
623,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
624,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
628,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
631,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
632,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
635,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
639,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
640,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
641,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
642,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
644,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
646,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
647,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
