Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHF_M_R
330,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
331,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
332,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
334,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
335,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
337,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Water
338,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
339,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
340,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
341,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
343,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
344,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
345,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
346,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
347,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
349,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
350,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
658,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
