Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVP_M_R
1374,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1376,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1377,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1378,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1379,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1380,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1381,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1382,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1383,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1384,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1385,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1386,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1387,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1388,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1389,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1390,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1391,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1392,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1393,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1394,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1395,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1396,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1397,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1398,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1399,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1400,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1401,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1402,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1403,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1404,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1405,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1406,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1407,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1408,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1409,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1410,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1411,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1412,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1413,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1414,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1415,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1416,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1417,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1418,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1419,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1420,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1421,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1422,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1423,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1424,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1425,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1426,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1427,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1428,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1429,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1430,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1431,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1432,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1433,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1434,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1435,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1436,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1437,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1438,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1439,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1440,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1441,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1442,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1443,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1444,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1445,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1446,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1447,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1448,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1449,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1450,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1451,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1452,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1453,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1454,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1455,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1456,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1457,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1458,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1459,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1460,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1461,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1462,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1463,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1464,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1465,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1466,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1467,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1468,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1469,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1470,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1471,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1472,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1473,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1474,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1475,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1476,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1477,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1478,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1479,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1480,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1481,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1482,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1483,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1484,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1485,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1486,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1487,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1488,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1489,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1490,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1491,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1492,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1493,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1494,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1495,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1496,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1497,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1498,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1499,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1500,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1501,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1502,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1503,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1504,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1505,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1506,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1507,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1508,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1509,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1510,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1511,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1512,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1513,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1514,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1515,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1516,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1517,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1518,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1519,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1520,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1521,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1522,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1523,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1524,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1525,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1526,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1527,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1528,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1529,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1530,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1531,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1532,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1533,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1534,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1535,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1536,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1537,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1538,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1539,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1540,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1541,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1542,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1543,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1544,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1545,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1546,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1547,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1548,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1549,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1550,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1551,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1552,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1553,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1554,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1555,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1556,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1557,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1558,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1559,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1560,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1561,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1562,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1563,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1564,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1565,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1566,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1567,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1568,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1569,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1570,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1571,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1572,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1573,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1574,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1575,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1576,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1577,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1578,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1579,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1580,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1581,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1582,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1583,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1584,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1585,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1586,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1587,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1588,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1589,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1590,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1591,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1592,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1593,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1594,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1595,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1596,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1597,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1598,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1599,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1600,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1601,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1602,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1603,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1604,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1605,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1606,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1607,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1608,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1609,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1610,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
1611,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1612,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1613,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1614,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1615,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1616,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1617,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1618,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1619,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1620,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1621,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1622,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1623,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1624,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1625,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1626,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1627,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1628,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1629,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1630,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1631,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1632,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1633,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1634,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1635,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1636,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1637,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1638,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1639,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1640,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1641,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1642,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1643,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1645,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1646,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1647,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1648,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1649,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1650,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1651,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1652,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1653,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1654,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1655,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1656,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1657,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1658,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1659,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1660,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1661,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1662,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1663,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1664,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1665,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1666,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1667,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1668,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1669,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1670,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1671,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1672,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1673,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1674,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1675,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1676,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1677,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1678,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1679,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1680,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1681,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1682,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1683,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1684,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1685,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1686,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1687,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1688,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1689,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1690,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1691,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1692,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1693,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1694,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1695,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1696,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1697,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1698,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1699,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1700,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1701,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1702,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1703,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1704,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1705,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1706,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1707,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1708,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1709,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1710,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1711,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1712,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1713,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1714,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1715,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1716,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1717,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1718,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1719,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1720,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1721,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1722,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
