Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXR_M_R
1061,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1062,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1063,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1064,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1065,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1066,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1067,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1068,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1069,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1070,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1071,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1072,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1073,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1074,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1075,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1076,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1077,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1078,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1079,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1080,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1081,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1082,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1084,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1085,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1086,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1087,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1088,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1089,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1090,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1091,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1092,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1093,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1094,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1095,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1096,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1097,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1098,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1099,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1100,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1101,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1102,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1103,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1104,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1105,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1106,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1107,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1108,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1109,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1110,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1111,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1112,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1113,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1114,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1115,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1116,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1117,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1118,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1119,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1120,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1121,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1122,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1123,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1124,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1125,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1126,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1127,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1128,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1129,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1130,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1131,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1132,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1133,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1134,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1135,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1136,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1137,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1138,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1139,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1140,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1141,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1142,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1143,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1144,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1145,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1146,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1147,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1148,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1149,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1150,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1151,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1152,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1153,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1155,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1156,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1157,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1158,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1159,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1160,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1161,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1162,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1163,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1164,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1165,Forest,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1166,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1167,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1168,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
1169,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1170,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1171,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1172,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
1173,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1174,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1175,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1176,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1177,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1178,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1179,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1180,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1181,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1182,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1183,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1184,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1185,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1186,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1187,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1188,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1189,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1190,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1191,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1193,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1194,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1195,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1196,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1197,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1198,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1199,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1200,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1201,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1202,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1203,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1204,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1207,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1208,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1209,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1210,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1211,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1212,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1213,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1214,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1215,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Water
1216,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
1217,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1218,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1219,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1221,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1222,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1223,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1224,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1225,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1226,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1227,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1228,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1229,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
1230,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1231,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1232,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1233,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1234,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1235,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1236,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1237,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1238,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1239,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1240,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1241,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1242,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1243,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1244,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
1245,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1246,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1247,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1248,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1249,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1250,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1251,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1252,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1253,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1254,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1255,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1256,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1257,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1258,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1259,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1260,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1261,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1262,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1263,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1264,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1265,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1266,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1267,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
1268,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
1269,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1270,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1271,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1272,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1273,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1274,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1275,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1276,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1277,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1278,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1279,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1280,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1281,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1282,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1283,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1284,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1285,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1286,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1287,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1288,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1289,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1290,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1291,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1292,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1293,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1294,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1295,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1296,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1297,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1298,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1299,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1300,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1301,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1302,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1303,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1304,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1305,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1306,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1307,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1308,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1309,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1310,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1311,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1312,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1313,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1314,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1315,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1316,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1317,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1318,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1319,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1320,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1321,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1322,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1323,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1324,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1325,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1326,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1327,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1328,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1329,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1330,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1331,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1332,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1333,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1334,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1335,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
1336,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1337,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1338,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1339,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1340,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1341,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1342,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1343,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1344,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1345,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1346,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1347,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1348,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
1349,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1350,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1351,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1352,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1353,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1354,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1355,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1356,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1357,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1358,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1359,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1360,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1361,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1362,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1363,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1364,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1365,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1366,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1367,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1368,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1369,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1370,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1371,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1372,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1373,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1374,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1375,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1376,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
1377,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1378,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1379,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1380,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1381,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
1382,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
1383,Forest,Water,Water,NULL,Water,Bareland,Water,Water
1384,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
1385,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
1386,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
1387,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1388,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1389,Forest,Water,Water,NULL,Water,Water,Water,Bareland
1390,Forest,Water,Water,NULL,Water,Water,Water,Water
1391,Forest,Water,Water,NULL,Water,Water,Water,Forest
1392,Forest,Water,Water,NULL,Water,Water,Forest,Bareland
1393,Forest,Water,Water,NULL,Water,Water,Forest,Water
1394,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1395,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1396,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1397,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1398,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1399,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
1400,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
1401,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1402,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1403,Forest,Water,Water,Water,Water,NULL,NULL,NULL
1404,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1405,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1406,Forest,Water,Water,Water,Water,NULL,NULL,Water
1407,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1408,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1409,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
1410,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1411,Forest,Water,Water,Water,Water,Water,Water,Bareland
1412,Forest,Water,Water,Water,Water,Water,Water,Water
1413,Forest,Water,Water,Water,Water,Water,Water,Forest
1414,Forest,Water,Water,Water,Water,Water,Forest,Forest
