Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYB_M_R
1071,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1072,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1073,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1074,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1075,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1076,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1077,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1078,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1079,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1080,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1081,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1082,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1083,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1084,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1085,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1086,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1087,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1088,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1089,Water,Forest,Water,Water,Water,NULL,NULL,Water
1090,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1091,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1093,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1094,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1095,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1096,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1097,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1098,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1099,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1100,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1101,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1103,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1104,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1105,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1106,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1107,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1108,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1109,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1110,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1111,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1112,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1113,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1114,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1115,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1116,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1117,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1118,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1119,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1120,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1121,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1122,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1123,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1124,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1125,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1126,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1127,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1128,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1129,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1130,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1131,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1132,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1133,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1134,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1135,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1136,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1137,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1138,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1139,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1140,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1141,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1142,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1143,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1144,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1145,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1146,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1147,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1148,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1149,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1150,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1151,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1152,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1153,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1154,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1155,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1156,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1157,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1158,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1159,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1160,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1161,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1162,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1163,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1164,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1166,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1168,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1169,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1170,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1171,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1172,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1173,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1174,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1175,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1176,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1177,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1178,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1179,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1180,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1181,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1182,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1183,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1184,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1185,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1186,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1187,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1188,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1189,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1190,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1191,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1192,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1193,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1194,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1196,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1197,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1198,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1199,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1200,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1201,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1202,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1203,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1204,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1205,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1206,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1207,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
1208,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1209,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1211,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1212,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1213,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1214,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1215,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1216,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1217,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1218,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1219,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1221,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1222,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1223,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1224,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1225,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1226,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1227,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1228,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1229,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1230,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1231,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1232,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1233,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1234,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1235,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1236,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1237,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1238,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1239,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1240,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1241,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1242,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1243,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1244,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1245,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1246,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1247,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1248,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1249,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1250,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1251,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1252,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1253,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1254,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1255,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1256,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1257,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1258,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1259,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1260,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1261,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1262,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1263,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1264,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1265,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1266,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1267,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1268,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1269,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1270,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1271,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1272,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1273,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1274,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1275,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1276,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1277,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1278,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1279,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1280,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1281,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1282,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1283,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1284,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1285,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1286,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1287,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1288,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1289,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1290,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1291,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1293,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1294,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1295,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1296,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1297,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1298,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1299,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1300,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1301,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1302,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1303,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1304,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1305,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1306,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1307,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1308,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1309,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1310,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1311,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1312,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1313,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1314,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1315,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1317,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1318,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1319,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1320,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1321,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1322,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1323,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1324,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1325,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1326,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1327,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1328,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1329,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1330,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1331,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1332,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1333,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1334,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1335,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1336,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1337,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1338,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1339,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1340,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1341,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1342,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1343,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1344,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1345,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1346,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1347,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1348,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1349,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1350,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1351,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1352,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1353,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1354,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1355,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1356,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1357,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1358,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1359,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1360,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1361,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1362,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1363,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1364,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1365,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1366,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1367,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1369,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1370,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1371,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1372,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1373,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1374,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1375,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1376,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1377,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1378,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1379,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1380,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1381,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1382,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1383,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1384,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1385,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1386,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1387,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1388,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1389,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1390,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1391,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1392,Forest,Water,Water,Water,Water,NULL,NULL,Water
1393,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1394,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1395,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1396,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1397,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1398,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1399,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1400,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1401,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1402,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1403,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1404,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1405,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1406,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1407,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1408,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1409,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1410,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1411,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1412,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1413,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1414,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1415,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1416,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1417,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1418,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
