Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKG_M_R
338,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
339,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
340,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
341,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
342,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
343,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
344,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
345,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
346,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
347,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
348,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
349,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
350,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
351,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
352,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
353,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
356,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
357,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
358,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
359,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
360,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
361,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
363,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
365,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
366,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
367,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
368,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
369,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
370,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
371,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
372,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
373,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
374,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
375,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
376,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
377,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
379,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
380,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
381,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
382,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
383,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
384,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
385,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
386,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
387,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
388,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
389,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
390,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
391,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
393,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
394,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
395,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
396,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
397,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
398,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
399,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
400,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
401,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
402,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
403,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
404,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
405,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
406,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
407,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
408,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
410,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
411,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
412,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
413,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
414,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
415,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
416,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
417,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
418,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
419,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
420,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
421,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
422,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
423,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
424,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
425,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
426,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
427,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
428,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
429,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
430,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
431,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
432,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Built-up
433,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
434,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
435,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
436,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
437,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
438,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
439,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
440,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
441,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
442,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
443,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
444,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
445,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
446,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
447,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
448,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
449,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
450,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
451,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
452,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
453,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
454,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
455,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
457,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
458,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
459,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
460,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
461,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
462,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
463,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
464,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
465,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
466,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
467,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
468,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
469,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
470,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
471,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
472,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
473,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
474,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
475,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
476,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
477,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
478,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
479,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
480,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
481,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
482,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
483,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
484,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
485,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
486,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
487,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
488,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
489,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
490,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
491,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
492,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
493,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
494,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
495,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
496,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
497,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
498,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
499,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
500,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
501,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
502,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
503,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
504,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
505,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
506,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
507,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
508,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
509,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
510,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
511,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
512,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
513,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
514,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
515,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
516,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
517,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
518,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
519,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
520,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
521,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
522,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
523,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
524,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
525,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
526,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
527,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
528,NULL,Water,Water,NULL,Water,NULL,NULL,Water
529,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
530,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
531,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
532,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
533,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
534,NULL,Water,Water,Water,Water,NULL,NULL,Water
535,NULL,Water,Water,Water,Water,NULL,NULL,Forest
536,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
537,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
538,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
539,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
540,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
541,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
543,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
544,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
545,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
546,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
547,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
548,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
549,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
550,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
551,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
552,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
553,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
554,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
555,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
556,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
557,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
559,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
560,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
561,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
562,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
563,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
564,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
565,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
566,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
567,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
568,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
569,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
571,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
572,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
573,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
574,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
575,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
576,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
577,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
578,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
579,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
580,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
581,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
582,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
583,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
584,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
585,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
586,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
587,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
588,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
589,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
590,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
591,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
592,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
593,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
594,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
595,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
596,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
597,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
598,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
599,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
600,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
601,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
602,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
603,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
604,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
605,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
606,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
607,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
608,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
609,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
610,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
611,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
612,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
613,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
614,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
615,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
616,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
617,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
618,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
619,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
620,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
621,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
623,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
624,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
625,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
626,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
627,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
628,NULL,Forest,Water,Water,Water,NULL,NULL,Water
629,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
630,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
631,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
632,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
633,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
634,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
635,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
636,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
637,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
638,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
640,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
641,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
642,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
643,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
644,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
645,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
646,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
647,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
648,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
649,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
650,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
651,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
652,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
653,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
654,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
655,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
656,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
657,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
658,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
659,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
660,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
661,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
662,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
663,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
664,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
666,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
667,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
668,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
669,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
670,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
671,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
672,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
673,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
674,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
675,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
676,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
677,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
678,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
679,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
680,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
681,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
682,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
684,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
