Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHS_M_R
1629,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1630,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1631,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1632,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1633,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1634,Cropland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1635,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
1636,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1637,Cropland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
1638,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1639,Cropland,Cropland,Water,Water,Water,Water,Water,Grassland
1640,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1641,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1642,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1643,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Forest
1644,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1645,Cropland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1646,Cropland,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1647,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1648,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1649,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1650,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1651,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1652,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1653,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1654,Cropland,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1655,Cropland,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
1656,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1657,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1658,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1659,Cropland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1660,Cropland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1661,Cropland,Water,Water,Non_Water,Water,Water,Water,Grassland
1662,Cropland,Water,Water,Water,Water,Wetland,Wetland,Grassland
1663,Cropland,Water,Water,Water,Water,Water,Water,Grassland
1664,Cropland,Water,Water,Water,Water,Water,Water,Wetland
1665,Cropland,Water,Water,Water,Water,Water,Water,Water
1666,Cropland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1667,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1668,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1669,Cropland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1670,Cropland,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
1671,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1672,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1673,Cropland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1674,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1675,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1676,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1677,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1678,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1679,Cropland,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1680,Cropland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1681,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1682,Cropland,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1683,Cropland,Forest,Water,Water,Water,Water,Water,Grassland
1684,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1685,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1686,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1687,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1688,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1689,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1690,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1691,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1692,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1693,Cropland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1694,Cropland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1695,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1696,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1697,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1698,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1699,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1700,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1701,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1702,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1703,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1704,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1705,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1706,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1707,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1708,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1709,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1710,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1711,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1712,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1713,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1714,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1715,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1716,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1717,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1718,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1719,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1720,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1721,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1722,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1723,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1724,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1725,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1726,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1727,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1728,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1729,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1730,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1731,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1732,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1733,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1734,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1735,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1736,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1737,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1738,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1739,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1740,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1741,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1742,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1743,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1744,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
1745,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1746,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1747,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
1748,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1749,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1750,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1751,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1752,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1753,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1754,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1755,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
1756,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1757,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
1758,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1759,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1760,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1761,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1762,Wetland,NULL,Water,Water,Water,Water,Water,Water
1763,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1764,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1765,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1766,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1767,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1768,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1769,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1770,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1771,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1772,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1773,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1774,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1775,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1776,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1777,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1778,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1779,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1780,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1781,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1782,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1783,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1784,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1785,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1786,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1787,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1788,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1789,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1790,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1791,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1792,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1793,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1794,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1795,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1796,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1797,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1798,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1799,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1800,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1801,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1802,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1803,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1804,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1805,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1806,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1807,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1808,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1809,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1810,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1811,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1812,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1813,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1814,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1815,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1816,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1817,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1818,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1819,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1820,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1821,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1822,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1823,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1824,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1825,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1826,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1827,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1828,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1829,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1830,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1831,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
