Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKD_M_R
1344,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1345,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1346,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1347,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1348,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1349,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1350,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1351,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1352,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1353,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1354,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1355,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1356,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1357,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1358,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1359,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1360,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1361,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1362,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1363,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1364,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1365,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1366,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1367,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1368,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1369,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1370,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1371,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1372,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1374,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1375,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1376,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1377,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1378,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1379,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1380,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1381,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1382,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1383,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1384,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1385,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1386,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1387,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1388,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1389,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1390,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1391,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Built-up
1392,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1393,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1394,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1395,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1397,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1398,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1399,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1400,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1401,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1402,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1403,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1404,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1405,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1406,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1407,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1408,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1409,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1410,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1411,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1412,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1413,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1414,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1415,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1416,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1417,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1418,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1419,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1420,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1421,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1422,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1423,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1424,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1425,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1426,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1427,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1428,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1429,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1430,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1431,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1432,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1433,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1434,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1435,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1436,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1437,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1438,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1439,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1440,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1441,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1442,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1443,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1444,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1445,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1446,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1447,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1448,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1449,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1450,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1451,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1452,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1453,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1454,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1455,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1456,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1457,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1458,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1459,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1460,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1461,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1462,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1463,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1464,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1465,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1466,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1467,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1468,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1469,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1470,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1471,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1472,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1473,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1474,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1475,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1476,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1477,Water,Water,Water,NULL,Water,NULL,NULL,Water
1478,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1479,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1480,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1481,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1482,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1483,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1484,Water,Water,Water,Water,Water,NULL,NULL,Built-up
1485,Water,Water,Water,Water,Water,NULL,NULL,Water
1486,Water,Water,Water,Water,Water,NULL,NULL,Forest
1487,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1488,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1489,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1490,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1491,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1492,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1494,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1495,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1496,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1497,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1498,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1499,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1500,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1501,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1502,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1503,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1504,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1505,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1506,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1507,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1508,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1509,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1510,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1511,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1512,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1513,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1514,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1515,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1516,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1517,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1518,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1519,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1520,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1521,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1522,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1523,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1524,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1525,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1526,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1527,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1528,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1529,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1530,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1531,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1532,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1533,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1534,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1535,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1536,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1537,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1538,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1539,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1540,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1541,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1542,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1543,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1544,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1545,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1546,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1547,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1548,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1549,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1550,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1551,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1552,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1553,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1554,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1555,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1556,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1557,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1558,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1559,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1560,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1561,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1562,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1563,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1564,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1565,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1566,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1567,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1568,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1569,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1570,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1571,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1572,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1573,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1574,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1575,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1576,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1577,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1578,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1580,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1581,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1582,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1583,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1584,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1585,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1586,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1587,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1588,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1589,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1590,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1591,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1592,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1593,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1594,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1595,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1596,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1597,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1598,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1599,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1600,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1601,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1602,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1603,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1604,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1605,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1606,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1607,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1608,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1609,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1610,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1611,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1612,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1613,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1614,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1615,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1616,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1617,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1618,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1619,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1620,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1621,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1622,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1623,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1624,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1625,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1626,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1627,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
1628,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1629,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1630,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1631,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1632,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1633,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1634,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1635,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1636,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1637,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1638,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1639,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1640,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1641,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1642,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1643,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1644,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1645,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1646,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1647,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1648,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1649,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1650,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1651,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1652,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1653,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1654,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1655,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1656,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1657,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1658,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1659,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1660,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1661,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1662,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1663,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1664,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1665,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1666,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1667,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1668,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1669,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1670,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1671,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1672,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1673,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1674,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1675,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1676,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1677,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1678,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1679,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1680,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1681,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1682,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1683,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
