Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R
4850,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4851,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4852,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4853,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
4854,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4855,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4856,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4857,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4858,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
4859,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4860,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4861,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4862,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
4863,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4864,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4865,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4866,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4867,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4868,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
4869,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4870,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4871,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4872,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
4873,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4874,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
4875,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4876,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
4877,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4878,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4879,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4880,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
4881,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4882,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
4883,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4884,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4885,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4886,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4887,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4888,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4889,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4890,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4891,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4892,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4893,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4894,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4895,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
4896,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
4897,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Water
4898,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4899,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
4900,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4901,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4902,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
4903,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
4904,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4905,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
4906,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
4907,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4908,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4909,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
4910,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
4911,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
4912,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
4913,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4914,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4915,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4916,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
4917,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4918,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4919,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4920,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4921,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
4922,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4923,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
4924,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
4925,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
4926,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Water
4927,Forest,Water,Grassland,Water,Non_Wetland,Forest,Forest,Water
4928,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4929,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4930,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4931,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4932,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4933,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4934,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
4935,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4936,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4937,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4938,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4939,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4940,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
4941,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
4942,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
4943,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4944,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
4945,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
4946,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4947,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4948,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4949,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4950,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
4951,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4952,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4953,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4954,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4955,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4956,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4957,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4958,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4959,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4960,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4961,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
4962,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4963,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4964,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4965,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4966,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4967,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4968,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4969,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4970,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4971,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4972,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4973,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4974,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4975,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
4976,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
4977,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4978,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4979,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4980,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4981,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4982,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4983,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4984,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4985,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4986,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
4987,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4988,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4989,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4990,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4991,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4992,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4993,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4994,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4995,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4996,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4997,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4998,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4999,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5000,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5001,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5002,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5003,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5004,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
5005,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5006,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
5007,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5008,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5009,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5010,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5011,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5012,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5013,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5014,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5015,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
5016,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
5017,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5018,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5019,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5020,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5021,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5022,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5023,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5024,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5025,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
5026,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
5027,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5028,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5029,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
5030,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5031,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
5032,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
5033,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5034,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
5035,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5036,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
5037,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
5038,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5039,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5040,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
5041,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
5042,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
5043,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
5044,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5045,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
5046,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
5047,Forest,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
5048,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
5049,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
5050,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5051,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5052,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5053,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
5054,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
5055,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
5056,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5057,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
5058,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5059,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
5060,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
5061,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Water
5062,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
5063,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
5064,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
5065,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
5066,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5067,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
5068,Forest,Water,Wetland,Water,Wetland,Water,Built-up,Water
5069,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
5070,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
5071,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
5072,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
5073,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
5074,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
5075,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
5076,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
5077,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
5078,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
5079,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
5080,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
5081,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
5082,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
5083,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5084,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
5085,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5086,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5087,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5088,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5089,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
5090,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5091,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
5092,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5093,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
5094,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5095,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5096,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5097,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
5098,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5099,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
5100,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5101,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5102,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5103,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5104,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5105,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5106,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5107,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5108,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5109,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5110,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
5111,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5112,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5113,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Water
5114,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
5115,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5116,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
5117,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
5118,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5119,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5120,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
5121,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5122,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
5123,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5124,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
5125,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
5126,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5127,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5128,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
5129,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
5130,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5131,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5132,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5133,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
5134,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5135,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5136,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5137,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5138,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5139,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
5140,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
5141,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
5142,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5143,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
5144,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
5145,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
5146,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
5147,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
5148,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
5149,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
5150,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
5151,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
5152,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
5153,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
5154,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5155,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
5156,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
5157,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5158,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
5159,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5160,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
5161,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
5162,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5163,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Water
5164,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
5165,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
5166,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
5167,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5168,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
5169,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
5170,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5171,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5172,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
5173,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
5174,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
5175,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
5176,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
5177,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
5178,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Grassland
5179,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
5180,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
5181,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
5182,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
5183,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5184,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5185,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
5186,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5187,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
5188,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
5189,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
5190,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5191,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5192,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
5193,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
5194,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5195,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5196,Forest,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
5197,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5198,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
5199,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
5200,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
5201,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
5202,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
5203,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
5204,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
5205,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
5206,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
