Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
511,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
512,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
513,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
514,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
515,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
516,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
517,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
518,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
519,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
521,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
523,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
524,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
525,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
529,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
530,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
532,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
535,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
536,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
537,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
538,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
539,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
540,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
541,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
542,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
543,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
544,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
545,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
546,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
547,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
548,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
549,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
550,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
552,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
553,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
554,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
555,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
557,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
558,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
559,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
560,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
561,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
563,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
567,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
568,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
572,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
578,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
579,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
581,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
582,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
585,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
586,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
591,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
595,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
600,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
602,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
604,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
605,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
606,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
610,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
613,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
615,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
616,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
618,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
621,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
622,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
624,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
630,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
631,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
634,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
635,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
637,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
638,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
639,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
640,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
641,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
642,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
643,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
644,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
645,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
646,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
647,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
648,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
649,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
