Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLT_M_R
323,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
324,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
325,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
326,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
327,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
328,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
329,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
330,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
331,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
332,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
333,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
334,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
335,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
336,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
337,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
338,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
339,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
340,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
341,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
342,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
343,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
344,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
345,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
346,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
347,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
348,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
349,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
350,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
351,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
352,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
353,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
354,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
355,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
356,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
357,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
358,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
359,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
360,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
361,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
362,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
363,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
364,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
365,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
366,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
367,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
368,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
369,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
370,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
371,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
372,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
373,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
374,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
375,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
376,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
377,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Built-up
378,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
379,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
380,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
381,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
382,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
383,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
384,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
385,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
386,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
387,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
388,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
389,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
390,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
391,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
392,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
393,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
394,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
395,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
396,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
397,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
398,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
399,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
400,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
401,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
402,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
403,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
404,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
405,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
406,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
407,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
408,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
409,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
410,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
412,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
413,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
414,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
415,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
416,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
417,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
418,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
419,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
420,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
421,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
422,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
423,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
424,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
425,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
426,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
427,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
428,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
429,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
430,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
431,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
432,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
433,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
434,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
435,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
436,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
437,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
438,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
439,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Water
440,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
441,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
442,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
443,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
444,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Forest
445,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
446,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
447,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
448,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
449,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
450,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
451,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
452,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
453,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
454,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
455,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
456,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
457,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
458,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
459,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
460,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
461,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
462,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Bareland
463,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
464,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
466,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
467,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
468,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
469,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
470,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
471,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
472,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
473,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
474,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
475,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
476,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
477,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
478,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
479,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
480,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
481,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
482,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
483,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
484,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
485,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
486,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
487,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
488,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Bareland
489,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
490,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
491,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
492,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
493,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
494,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
495,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
496,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
497,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
498,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
499,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
500,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
501,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
502,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
503,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
504,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
505,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
506,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
507,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
508,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Water
509,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
510,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
511,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
512,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
513,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
514,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
515,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
516,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
517,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
518,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
519,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
520,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
521,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
523,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
524,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
525,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
526,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
527,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
528,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
529,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
530,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
531,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
532,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
533,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
534,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
535,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
536,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
537,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
538,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
539,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
541,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
542,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
543,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
544,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
545,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
546,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
547,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
548,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
549,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
550,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
551,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
552,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
553,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
554,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
555,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
556,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
557,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
558,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
559,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
560,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
561,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
562,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
563,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
564,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
565,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
566,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
567,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
568,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
569,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
570,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
571,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
572,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
573,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
574,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
575,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
576,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
577,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
578,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
579,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
580,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
581,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
582,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
583,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
584,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
585,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
586,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
587,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
588,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
589,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
590,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
591,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
592,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
593,NULL,NULL,Water,NULL,Water,Wetland,Bareland,Forest
594,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
595,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
596,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
597,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Water
598,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
599,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
600,NULL,NULL,Water,NULL,Water,Water,Bareland,Bareland
601,NULL,NULL,Water,NULL,Water,Water,Bareland,Water
602,NULL,NULL,Water,NULL,Water,Water,Bareland,Forest
603,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
604,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
605,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
606,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
607,NULL,NULL,Water,Water,Water,Grassland,Bareland,Grassland
608,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
609,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
610,NULL,NULL,Water,Water,Water,Bareland,Grassland,Wetland
611,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
612,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
613,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
614,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
615,NULL,NULL,Water,Water,Water,Water,Water,Wetland
616,NULL,NULL,Water,Water,Water,Water,Water,Water
617,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
623,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
624,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
625,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
626,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
627,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
628,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
629,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
630,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
631,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
633,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
634,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
635,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
636,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
638,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
639,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
642,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
643,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
644,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
645,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
646,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
647,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
648,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
649,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
650,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
651,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
652,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
653,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
654,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Bareland
655,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
656,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
657,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
658,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
659,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
660,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
661,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
662,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
663,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
664,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
665,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
666,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
667,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
668,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
