Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
559,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
560,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
562,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
563,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
564,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
565,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
566,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
569,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
570,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
572,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
575,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,NULL
576,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
577,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
578,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
579,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
580,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
581,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
582,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
583,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,NULL
584,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
589,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
590,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
592,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
596,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
597,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
598,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
599,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
602,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
603,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
604,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
606,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
607,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
610,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
612,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
616,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
617,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
618,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
621,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
624,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
625,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
626,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
630,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
635,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
637,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
638,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
639,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
644,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
