Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXQ_M_R
326,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
327,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
332,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
336,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
337,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
338,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
341,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
342,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
344,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
345,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
346,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
347,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
348,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
349,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
351,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
352,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
353,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
354,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
355,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
356,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
357,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
358,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
359,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
360,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
361,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
362,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
363,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
364,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
366,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
367,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
368,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
369,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
370,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
372,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
373,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
374,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
375,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
377,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
378,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
379,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
380,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
381,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
382,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
383,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
386,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
387,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
390,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
395,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
396,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
397,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
402,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
405,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
408,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
409,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
410,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
412,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
413,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
416,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
419,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
422,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
425,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
427,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
430,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
431,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
435,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
436,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
437,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
438,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
442,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
444,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
447,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
451,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
454,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
455,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
459,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
460,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
466,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
471,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
474,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
475,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
477,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
480,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
482,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
485,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
488,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
491,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
492,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
493,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
494,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
495,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
496,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
497,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
498,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
499,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
500,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
501,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
502,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
503,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
504,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
505,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
506,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
507,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
508,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
509,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
510,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
511,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
512,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
514,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
515,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
516,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
517,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
518,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
519,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
520,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
521,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
522,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
523,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
524,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
525,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
526,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
528,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
529,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
530,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
531,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
532,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
533,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
534,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
535,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
536,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
537,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
538,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
539,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
540,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
541,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
542,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
543,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
544,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
545,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
546,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
547,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
548,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
549,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
550,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
551,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
552,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
553,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
554,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
555,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
556,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
557,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
558,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
559,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
560,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
561,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
562,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
563,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
564,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
565,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
566,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
567,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
568,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
569,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
570,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
571,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
572,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
573,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
574,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
575,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
576,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
577,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
578,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
579,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
580,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Water
581,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
582,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
583,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
584,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
585,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
586,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
587,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
588,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
589,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
590,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
591,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
592,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
593,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
594,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
595,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,NULL
596,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
597,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
598,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
599,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
600,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
601,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,NULL
602,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
603,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
604,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
605,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
606,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
607,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
608,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
609,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
610,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
611,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
612,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
613,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
614,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
615,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
616,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
617,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,NULL
618,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
619,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
620,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
621,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
622,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
623,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
624,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
625,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
626,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
627,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
628,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
629,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
630,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
631,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
632,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
633,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
634,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
635,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
636,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
637,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
638,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
639,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
640,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
641,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
642,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
643,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
644,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
645,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
646,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
647,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
648,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
649,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
650,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
651,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
652,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
654,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
655,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
656,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
657,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
658,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
659,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
660,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
661,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
662,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
663,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
664,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
665,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
666,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
667,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
