Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PPQ_M_R
1318,Water,Bareland,Wetland,NULL,Wetland,Water
1319,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1320,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1321,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1322,Water,Bareland,Wetland,Non_Water,Wetland,Water
1323,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1324,Water,Bareland,Wetland,Water,Wetland,Grassland
1325,Water,Bareland,Wetland,Water,Wetland,Wetland
1326,Water,Bareland,Wetland,Water,Wetland,Bareland
1327,Water,Bareland,Wetland,Water,Wetland,Water
1328,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1329,Water,Bareland,Water,Non_Water,Water,Bareland
1330,Water,Bareland,Water,Water,Water,Grassland
1331,Water,Bareland,Water,Water,Water,Wetland
1332,Water,Bareland,Water,Water,Water,Bareland
1333,Water,Bareland,Water,Water,Water,Water
1334,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1335,Water,Bareland,Forest,Water,Non_Wetland,Wetland
1336,Water,Bareland,Forest,Water,Non_Wetland,Water
1337,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
1338,Water,Built-up,NULL,Water,Non_Wetland,Bareland
1339,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1340,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1341,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1342,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1343,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1344,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1345,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1346,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1347,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1348,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland
1349,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1350,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1351,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland
1352,Water,Built-up,Grassland,Water,Non_Wetland,Water
1353,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
1354,Water,Built-up,Wetland,NULL,Wetland,Grassland
1355,Water,Built-up,Wetland,NULL,Wetland,Wetland
1356,Water,Built-up,Wetland,NULL,Wetland,Built-up
1357,Water,Built-up,Wetland,NULL,Wetland,Water
1358,Water,Built-up,Wetland,NULL,Wetland,Forest
1359,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
1360,Water,Built-up,Wetland,Non_Water,Wetland,Wetland
1361,Water,Built-up,Wetland,Non_Water,Wetland,Built-up
1362,Water,Built-up,Wetland,Non_Water,Wetland,Water
1363,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1364,Water,Built-up,Wetland,Water,Wetland,Grassland
1365,Water,Built-up,Wetland,Water,Wetland,Wetland
1366,Water,Built-up,Wetland,Water,Wetland,Bareland
1367,Water,Built-up,Wetland,Water,Wetland,Built-up
1368,Water,Built-up,Wetland,Water,Wetland,Water
1369,Water,Built-up,Wetland,Water,Wetland,Forest
1370,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1371,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1372,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland
1373,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1374,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1375,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water
1376,Water,Built-up,Built-up,Water,Non_Wetland,Wetland
1377,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
1378,Water,Built-up,Built-up,Water,Non_Wetland,Water
1379,Water,Built-up,Water,NULL,Water,Grassland
1380,Water,Built-up,Water,NULL,Water,Wetland
1381,Water,Built-up,Water,Non_Water,Water,Wetland
1382,Water,Built-up,Water,Non_Water,Water,Water
1383,Water,Built-up,Water,Non_Water,Water,Forest
1384,Water,Built-up,Water,Water,Water,Grassland
1385,Water,Built-up,Water,Water,Water,Wetland
1386,Water,Built-up,Water,Water,Water,Built-up
1387,Water,Built-up,Water,Water,Water,Water
1388,Water,Built-up,Water,Water,Water,Forest
1389,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1390,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
1391,Water,Built-up,Forest,NULL,Non_Wetland,Water
1392,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1393,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1394,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1395,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1396,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1397,Water,Built-up,Forest,Water,Non_Wetland,Wetland
1398,Water,Built-up,Forest,Water,Non_Wetland,Water
1399,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1400,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1401,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1402,Water,Water,Shrubland,NULL,Non_Wetland,Water
1403,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1404,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1405,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1406,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up
1407,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1408,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1409,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1410,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1411,Water,Water,Shrubland,Water,Non_Wetland,Water
1412,Water,Water,Shrubland,Water,Non_Wetland,Forest
1413,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1414,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1415,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1416,Water,Water,Grassland,NULL,Non_Wetland,Water
1417,Water,Water,Grassland,NULL,Non_Wetland,Forest
1418,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1419,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1420,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1421,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1422,Water,Water,Grassland,Water,Non_Wetland,Grassland
1423,Water,Water,Grassland,Water,Non_Wetland,Wetland
1424,Water,Water,Grassland,Water,Non_Wetland,Water
1425,Water,Water,Grassland,Water,Non_Wetland,Forest
1426,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1427,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1428,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1429,Water,Water,Cropland,NULL,Non_Wetland,Water
1430,Water,Water,Cropland,NULL,Non_Wetland,Forest
1431,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1432,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1433,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1434,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1435,Water,Water,Cropland,Water,Non_Wetland,Grassland
1436,Water,Water,Cropland,Water,Non_Wetland,Wetland
1437,Water,Water,Cropland,Water,Non_Wetland,Water
1438,Water,Water,Wetland,NULL,Wetland,Grassland
1439,Water,Water,Wetland,NULL,Wetland,Wetland
1440,Water,Water,Wetland,NULL,Wetland,Built-up
1441,Water,Water,Wetland,NULL,Wetland,Water
1442,Water,Water,Wetland,NULL,Wetland,Forest
1443,Water,Water,Wetland,Non_Water,Wetland,Grassland
1444,Water,Water,Wetland,Non_Water,Wetland,Cropland
1445,Water,Water,Wetland,Non_Water,Wetland,Wetland
1446,Water,Water,Wetland,Non_Water,Wetland,Water
1447,Water,Water,Wetland,Non_Water,Wetland,Forest
1448,Water,Water,Wetland,Water,Wetland,Grassland
1449,Water,Water,Wetland,Water,Wetland,Cropland
1450,Water,Water,Wetland,Water,Wetland,Wetland
1451,Water,Water,Wetland,Water,Wetland,Bareland
1452,Water,Water,Wetland,Water,Wetland,Water
1453,Water,Water,Wetland,Water,Wetland,Forest
1454,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1455,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1456,Water,Water,Bareland,NULL,Non_Wetland,Water
1457,Water,Water,Bareland,NULL,Non_Wetland,Forest
1458,Water,Water,Bareland,Water,Non_Wetland,Wetland
1459,Water,Water,Bareland,Water,Non_Wetland,Water
1460,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1461,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1462,Water,Water,Built-up,NULL,Non_Wetland,Water
1463,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1464,Water,Water,Built-up,Water,Non_Wetland,Wetland
1465,Water,Water,Built-up,Water,Non_Wetland,Water
1466,Water,Water,Built-up,Water,Non_Wetland,Forest
1467,Water,Water,Water,NULL,Water,Grassland
1468,Water,Water,Water,NULL,Water,Wetland
1469,Water,Water,Water,NULL,Water,Water
1470,Water,Water,Water,NULL,Water,Forest
1471,Water,Water,Water,Non_Water,Water,Grassland
1472,Water,Water,Water,Non_Water,Water,Wetland
1473,Water,Water,Water,Non_Water,Water,Built-up
1474,Water,Water,Water,Non_Water,Water,Water
1475,Water,Water,Water,Non_Water,Water,Forest
1476,Water,Water,Water,Water,Water,Grassland
1477,Water,Water,Water,Water,Water,Cropland
1478,Water,Water,Water,Water,Water,Wetland
1479,Water,Water,Water,Water,Water,Bareland
1480,Water,Water,Water,Water,Water,Water
1481,Water,Water,Water,Water,Water,Forest
1482,Water,Water,Forest,NULL,Non_Wetland,Grassland
1483,Water,Water,Forest,NULL,Non_Wetland,Wetland
1484,Water,Water,Forest,NULL,Non_Wetland,Bareland
1485,Water,Water,Forest,NULL,Non_Wetland,Water
1486,Water,Water,Forest,NULL,Non_Wetland,Forest
1487,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1488,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1489,Water,Water,Forest,Non_Water,Non_Wetland,Water
1490,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1491,Water,Water,Forest,Water,Non_Wetland,Grassland
1492,Water,Water,Forest,Water,Non_Wetland,Wetland
1493,Water,Water,Forest,Water,Non_Wetland,Bareland
1494,Water,Water,Forest,Water,Non_Wetland,Water
1495,Water,Water,Forest,Water,Non_Wetland,Forest
1496,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1497,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1498,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1499,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1500,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1501,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1502,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
1503,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1504,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1505,Water,Forest,Grassland,Non_Water,Non_Wetland,Water
1506,Water,Forest,Grassland,Water,Non_Wetland,Grassland
1507,Water,Forest,Grassland,Water,Non_Wetland,Wetland
1508,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1509,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1510,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1511,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1512,Water,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1513,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1514,Water,Forest,Cropland,Water,Non_Wetland,Grassland
1515,Water,Forest,Cropland,Water,Non_Wetland,Wetland
1516,Water,Forest,Wetland,NULL,Wetland,NULL
1517,Water,Forest,Wetland,NULL,Wetland,Grassland
1518,Water,Forest,Wetland,NULL,Wetland,Wetland
1519,Water,Forest,Wetland,NULL,Wetland,Built-up
1520,Water,Forest,Wetland,NULL,Wetland,Water
1521,Water,Forest,Wetland,NULL,Wetland,Forest
1522,Water,Forest,Wetland,Non_Water,Wetland,NULL
1523,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1524,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1525,Water,Forest,Wetland,Non_Water,Wetland,Built-up
1526,Water,Forest,Wetland,Non_Water,Wetland,Water
1527,Water,Forest,Wetland,Non_Water,Wetland,Forest
1528,Water,Forest,Wetland,Water,Wetland,NULL
1529,Water,Forest,Wetland,Water,Wetland,Grassland
1530,Water,Forest,Wetland,Water,Wetland,Wetland
1531,Water,Forest,Wetland,Water,Wetland,Water
1532,Water,Forest,Wetland,Water,Wetland,Forest
1533,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1534,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1535,Water,Forest,Water,NULL,Water,Grassland
1536,Water,Forest,Water,NULL,Water,Wetland
1537,Water,Forest,Water,NULL,Water,Water
1538,Water,Forest,Water,NULL,Water,Forest
1539,Water,Forest,Water,Non_Water,Water,Grassland
1540,Water,Forest,Water,Non_Water,Water,Wetland
1541,Water,Forest,Water,Non_Water,Water,Water
1542,Water,Forest,Water,Non_Water,Water,Forest
1543,Water,Forest,Water,Water,Water,Grassland
1544,Water,Forest,Water,Water,Water,Wetland
1545,Water,Forest,Water,Water,Water,Water
1546,Water,Forest,Water,Water,Water,Forest
1547,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1548,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1549,Water,Forest,Forest,NULL,Non_Wetland,Water
1550,Water,Forest,Forest,NULL,Non_Wetland,Forest
1551,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1552,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1553,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1554,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1555,Water,Forest,Forest,Water,Non_Wetland,Grassland
1556,Water,Forest,Forest,Water,Non_Wetland,Wetland
1557,Water,Forest,Forest,Water,Non_Wetland,Water
1558,Water,Forest,Forest,Water,Non_Wetland,Forest
1559,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1560,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1561,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1562,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL
1563,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland
1564,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland
1565,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Forest
1566,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Grassland
1567,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Wetland
1568,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Grassland
1569,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland
1570,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1571,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland
1572,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1573,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland
1574,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1575,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Grassland
1576,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Wetland
1577,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Forest
1578,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
1579,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland
1580,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
1581,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Wetland
1582,Permanent_ice_and_snow,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1583,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland
1584,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Forest
1585,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Wetland
1586,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Wetland
1587,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1588,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
1589,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Grassland
1590,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
1591,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Forest
1592,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1593,Permanent_ice_and_snow,Water,Water,NULL,Water,Forest
1594,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland
1595,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1596,Permanent_ice_and_snow,Water,Water,Water,Water,Forest
1597,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
1598,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1599,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Wetland
1600,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Forest
1601,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
1602,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1603,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1604,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL
1605,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland
1606,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland
1607,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest
1608,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Grassland
1609,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Wetland
1610,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Grassland
1611,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Wetland
1612,Permanent_ice_and_snow,Forest,Water,Water,Water,Wetland
1613,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1614,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland
1615,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1616,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Grassland
1617,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Wetland
1618,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest
1619,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1620,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1621,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1622,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1623,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1624,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1625,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1626,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1627,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1628,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1629,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1630,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1631,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1632,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1633,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1634,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1635,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1636,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1637,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1638,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1639,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1640,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1641,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1642,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1643,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1644,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1645,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1646,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1647,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1648,Forest,NULL,Wetland,NULL,Wetland,NULL
1649,Forest,NULL,Wetland,NULL,Wetland,Grassland
1650,Forest,NULL,Wetland,NULL,Wetland,Cropland
1651,Forest,NULL,Wetland,NULL,Wetland,Wetland
1652,Forest,NULL,Wetland,NULL,Wetland,Built-up
1653,Forest,NULL,Wetland,NULL,Wetland,Water
1654,Forest,NULL,Wetland,NULL,Wetland,Forest
1655,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1656,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1657,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1658,Forest,NULL,Wetland,Non_Water,Wetland,Water
1659,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1660,Forest,NULL,Wetland,Water,Wetland,NULL
1661,Forest,NULL,Wetland,Water,Wetland,Grassland
1662,Forest,NULL,Wetland,Water,Wetland,Wetland
1663,Forest,NULL,Wetland,Water,Wetland,Water
1664,Forest,NULL,Wetland,Water,Wetland,Forest
1665,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1666,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1667,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1668,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1669,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1670,Forest,NULL,Water,NULL,Water,Grassland
1671,Forest,NULL,Water,NULL,Water,Wetland
1672,Forest,NULL,Water,NULL,Water,Forest
1673,Forest,NULL,Water,Non_Water,Water,Grassland
1674,Forest,NULL,Water,Non_Water,Water,Wetland
1675,Forest,NULL,Water,Non_Water,Water,Forest
1676,Forest,NULL,Water,Water,Water,Grassland
1677,Forest,NULL,Water,Water,Water,Wetland
1678,Forest,NULL,Water,Water,Water,Water
1679,Forest,NULL,Water,Water,Water,Forest
1680,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1681,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1682,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1683,Forest,NULL,Forest,NULL,Non_Wetland,Water
1684,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1685,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1686,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1687,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1688,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1689,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1690,Forest,NULL,Forest,Water,Non_Wetland,Forest
1691,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1692,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1693,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1694,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1695,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1696,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1697,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1698,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1699,Forest,Cropland,Wetland,NULL,Wetland,Forest
1700,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1701,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1702,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1703,Forest,Cropland,Wetland,Water,Wetland,Grassland
1704,Forest,Cropland,Wetland,Water,Wetland,Wetland
1705,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1706,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1707,Forest,Cropland,Water,Water,Water,Wetland
1708,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1709,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1710,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1711,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1712,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1713,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1714,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
1715,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1716,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1717,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1718,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1719,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1720,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1721,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1722,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1723,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1724,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1725,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1726,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1727,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1728,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1729,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
1730,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
1731,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1732,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1733,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1734,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1735,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1736,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1737,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
1738,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
1739,Forest,Wetland,Wetland,NULL,Wetland,NULL
1740,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1741,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1742,Forest,Wetland,Wetland,NULL,Wetland,Water
1743,Forest,Wetland,Wetland,NULL,Wetland,Forest
1744,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1745,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1746,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1747,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1748,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1749,Forest,Wetland,Wetland,Water,Wetland,Grassland
1750,Forest,Wetland,Wetland,Water,Wetland,Wetland
1751,Forest,Wetland,Wetland,Water,Wetland,Water
1752,Forest,Wetland,Wetland,Water,Wetland,Forest
