Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
439,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
440,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
441,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
442,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
443,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
444,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
445,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
446,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
448,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
449,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
450,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
451,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
453,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
454,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
455,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
456,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
457,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
458,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
459,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
460,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
461,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
462,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
464,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
467,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
468,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
469,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
470,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
472,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
474,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
475,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
476,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
477,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
478,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
481,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
484,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
486,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
487,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
489,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
490,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
494,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
496,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
497,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
499,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
500,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
501,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
503,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
504,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
507,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
508,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
510,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
511,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
512,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
514,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
516,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
518,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
519,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
520,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
521,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
523,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
524,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
526,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
528,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
529,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
530,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
531,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
532,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
533,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
534,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
535,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
536,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
537,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
538,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
539,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
540,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
560,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
564,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
565,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
566,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
570,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
571,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
577,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
599,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
617,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
624,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
625,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
632,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
652,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
