Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFD_M_R
1376,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1377,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1378,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1379,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1380,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1381,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1382,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1383,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1384,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1385,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1386,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1387,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1388,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1389,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1390,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1391,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1392,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1393,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1394,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1395,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1396,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1397,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1398,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1399,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1400,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1401,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1402,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1403,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1404,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1405,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1406,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1407,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1408,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1409,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1410,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1411,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1412,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1413,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1414,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1415,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1416,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1417,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1418,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1419,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1420,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1421,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1422,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1423,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1424,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1425,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1426,Forest,Water,Water,Water,Water,NULL,NULL,Water
1427,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1428,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1429,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1430,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1431,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1432,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1433,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1434,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1435,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1436,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1437,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1438,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1439,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1440,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1441,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1442,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1443,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1444,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1445,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1446,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1447,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1448,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1449,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1450,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1451,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1452,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1453,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1454,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1455,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1456,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1457,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1458,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1459,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1460,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1461,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1462,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1463,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1464,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1465,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1466,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1467,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1468,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1469,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1470,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1471,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1472,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1473,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1474,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1475,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1476,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1477,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1478,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1479,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1480,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1481,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1482,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1483,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1484,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1485,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1486,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1487,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1488,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1489,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1490,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1491,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1492,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1494,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1495,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1496,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1497,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1498,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1499,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1500,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1501,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1502,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1503,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1504,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1505,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1506,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1507,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1508,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1509,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1510,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1511,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1512,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1513,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1514,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1515,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1516,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1517,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
1518,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1519,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1520,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1521,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1522,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1523,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
