Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHM_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
563,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
564,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
565,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
566,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
567,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
568,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
569,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
570,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
572,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
573,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
575,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
576,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
577,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
578,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
579,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
580,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
581,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
582,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
583,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
587,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
588,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
589,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
591,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
593,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
596,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
597,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
598,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
599,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
602,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
603,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
604,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
605,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
607,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
608,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
609,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
610,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
612,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
613,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
614,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
616,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
617,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
620,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
621,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
622,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
623,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
624,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
627,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
629,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
630,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
632,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
633,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
634,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
635,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
636,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
638,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
639,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
640,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
641,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
642,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
644,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
646,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
647,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
649,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
650,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
