Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R
324,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
325,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
333,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
335,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
336,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
337,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
338,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
339,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
340,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
341,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
342,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
343,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
345,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
346,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
347,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
348,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
349,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
351,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
352,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
353,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
354,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
355,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
356,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
357,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
358,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
359,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
360,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
361,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
362,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
363,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
364,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
366,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
367,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
368,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
369,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
370,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
371,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
372,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
376,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
377,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
378,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
379,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
381,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
383,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
384,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
389,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
390,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
394,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
395,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
396,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
400,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
404,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
405,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
406,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
408,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
411,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Water
412,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
413,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
418,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
422,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
423,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
427,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
429,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
435,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
440,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
441,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
442,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
446,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
447,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
449,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
453,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
457,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
462,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
464,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
468,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
469,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
479,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
490,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
491,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
492,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
493,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
494,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
495,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
496,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
497,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
498,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
499,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
500,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
501,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
502,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
503,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
504,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
505,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
506,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
507,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
508,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
509,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
510,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
511,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
512,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
514,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
515,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
516,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
517,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
518,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
519,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
520,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
521,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
522,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
523,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
524,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
525,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
526,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
527,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
528,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
529,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
530,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
531,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
532,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
533,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
534,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
535,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
536,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
537,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
538,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
539,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
540,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
541,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
542,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
543,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
544,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
545,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
546,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
547,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
548,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
549,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
550,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
551,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Grassland
552,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
553,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
554,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
555,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
556,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Water
557,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
558,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
559,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
560,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
561,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
562,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
563,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
564,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
565,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
566,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
567,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
568,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
569,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
570,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
571,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
572,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
573,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
574,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
575,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
576,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
577,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
578,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
579,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
580,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
581,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
582,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
583,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
584,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
585,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
586,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Built-up,Cropland
587,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
588,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Built-up
589,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
590,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
591,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
592,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
593,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Water
594,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
595,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
596,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
597,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
598,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
600,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
601,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
602,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
603,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
604,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
605,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
606,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
607,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
608,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
609,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
610,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
611,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
612,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
613,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
614,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
615,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
616,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
617,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
618,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
619,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
620,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
621,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
622,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
623,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
624,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
625,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
626,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
627,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
628,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
629,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
630,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
631,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
632,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
633,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
634,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
636,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
637,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
638,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
639,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
640,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
643,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
644,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
645,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
647,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
648,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
650,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
651,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
652,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
653,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
654,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
655,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
656,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
657,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
658,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
