Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,NULL
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Cropland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Bareland
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
354,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
356,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
357,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
360,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
361,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
363,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
364,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
366,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
367,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
368,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
369,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
370,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
371,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
372,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
373,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Bareland
374,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
375,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
376,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
378,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
379,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
380,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
381,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
382,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
383,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
384,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
385,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
386,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,NULL
387,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
388,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Cropland
389,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
390,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Water
391,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
392,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
393,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
394,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
395,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
396,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
397,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
398,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Bareland
399,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
400,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,NULL
401,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
402,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
403,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
404,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Cropland
405,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
406,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
407,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
408,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
409,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Water
410,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
411,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
412,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
413,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
414,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
415,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
416,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
417,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
418,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
419,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
420,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
421,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
422,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
423,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Cropland
424,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
425,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
426,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Cropland
427,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
428,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
429,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
430,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
431,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
432,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
433,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
434,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
435,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
436,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Cropland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Cropland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
