Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKK_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
426,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
427,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
428,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
429,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
431,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
432,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
433,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
434,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
435,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
436,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
437,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
438,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
439,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
440,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
441,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
442,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
443,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
444,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
445,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
446,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
447,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
448,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
449,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
450,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
451,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
453,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
454,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
455,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
456,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
457,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
458,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
459,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
461,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
462,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
463,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
464,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
465,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
467,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
468,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
469,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
470,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
472,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
473,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
475,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
476,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
478,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
479,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
484,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
485,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
486,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
489,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
491,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
494,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
495,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
497,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
498,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
499,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
501,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
502,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
503,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
505,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
506,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
507,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
508,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
510,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
511,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
512,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
514,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
516,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
517,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
518,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
521,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
524,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
528,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
529,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
530,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
531,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
532,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
533,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
534,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
535,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
536,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
537,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
538,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
539,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
540,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
542,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
543,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
548,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
549,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
550,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
551,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
552,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
553,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
555,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
558,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
561,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
563,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
565,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
570,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
571,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
576,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
577,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
593,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
598,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
602,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
604,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
608,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
609,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
610,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
616,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
627,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
633,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
