Value,AFRICA_2024_DynamicWorld_2024_37PBP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBP_M_R,AFRICA_2024_GSW_Yearly_2021_37PBP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBP_M_R,AFRICA_2024_WorldCover_2021_37PBP_M_R
1266,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1267,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1268,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1269,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1270,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1271,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1272,Wetland,Cropland,Wetland,NULL,Wetland,Water
1273,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1274,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1275,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1276,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1277,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
1278,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1279,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1280,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1281,Wetland,Cropland,Wetland,Water,Wetland,Water
1282,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1283,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1284,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1285,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1286,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1287,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1288,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1289,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1290,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1291,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1292,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL
1293,Wetland,Cropland,Built-up,NULL,Non_Wetland,Forest
1294,Wetland,Cropland,Water,Non_Water,Water,Wetland
1295,Wetland,Cropland,Water,Non_Water,Water,Water
1296,Wetland,Cropland,Water,Water,Water,Cropland
1297,Wetland,Cropland,Water,Water,Water,Wetland
1298,Wetland,Cropland,Water,Water,Water,Water
1299,Wetland,Cropland,Water,Water,Water,Forest
1300,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1301,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1302,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1303,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1304,Wetland,Cropland,Forest,NULL,Non_Wetland,Water
1305,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1306,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1307,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1308,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1309,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1310,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1311,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1312,Wetland,Cropland,Forest,Water,Non_Wetland,Water
1313,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1314,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1315,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1316,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1317,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1318,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1319,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1320,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1321,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1322,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1323,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1324,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1325,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1326,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1327,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1328,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1329,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1330,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1331,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
1332,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1333,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1334,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1335,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1336,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1337,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1338,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1339,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
1340,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1341,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1342,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1343,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1344,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1345,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1346,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1347,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1348,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1349,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1350,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1351,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1352,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1353,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1354,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1355,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1356,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1357,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1358,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1359,Wetland,Wetland,Wetland,NULL,Wetland,Water
1360,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1361,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1362,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1363,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1364,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1365,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1366,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1367,Wetland,Wetland,Wetland,Water,Wetland,NULL
1368,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1369,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1370,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1371,Wetland,Wetland,Wetland,Water,Wetland,Water
1372,Wetland,Wetland,Wetland,Water,Wetland,Forest
1373,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1374,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1375,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1376,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1377,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1378,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1379,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1380,Wetland,Wetland,Water,NULL,Water,Wetland
1381,Wetland,Wetland,Water,NULL,Water,Water
1382,Wetland,Wetland,Water,Non_Water,Water,Wetland
1383,Wetland,Wetland,Water,Non_Water,Water,Water
1384,Wetland,Wetland,Water,Water,Water,Cropland
1385,Wetland,Wetland,Water,Water,Water,Wetland
1386,Wetland,Wetland,Water,Water,Water,Water
1387,Wetland,Wetland,Water,Water,Water,Forest
1388,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1389,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1390,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1391,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1392,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1393,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1394,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1395,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1396,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1397,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1398,Wetland,Bareland,Wetland,Water,Wetland,Water
1399,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1400,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1401,Wetland,Built-up,Wetland,NULL,Wetland,Cropland
1402,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1403,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1404,Wetland,Built-up,Wetland,Water,Wetland,Wetland
1405,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1406,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
1407,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1408,Wetland,Water,NULL,Non_Water,Non_Wetland,Cropland
1409,Wetland,Water,NULL,Water,Non_Wetland,Cropland
1410,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1411,Wetland,Water,NULL,Water,Non_Wetland,Water
1412,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1413,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1414,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1415,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1416,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1417,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1418,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1419,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1420,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1421,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1422,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1423,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1424,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1425,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1426,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
1427,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1428,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1429,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1430,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1431,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1432,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1433,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1434,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1435,Wetland,Water,Grassland,Water,Non_Wetland,Water
1436,Wetland,Water,Grassland,Water,Non_Wetland,Forest
1437,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1438,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1439,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1440,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1441,Wetland,Water,Cropland,NULL,Non_Wetland,Water
1442,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1443,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
1444,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1445,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1446,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water
1447,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1448,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1449,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1450,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
1451,Wetland,Water,Cropland,Water,Non_Wetland,Water
1452,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1453,Wetland,Water,Wetland,NULL,Wetland,Cropland
1454,Wetland,Water,Wetland,NULL,Wetland,Wetland
1455,Wetland,Water,Wetland,NULL,Wetland,Water
1456,Wetland,Water,Wetland,NULL,Wetland,Forest
1457,Wetland,Water,Wetland,Non_Water,Wetland,NULL
1458,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1459,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1460,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1461,Wetland,Water,Wetland,Non_Water,Wetland,Water
1462,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1463,Wetland,Water,Wetland,Water,Wetland,Grassland
1464,Wetland,Water,Wetland,Water,Wetland,Cropland
1465,Wetland,Water,Wetland,Water,Wetland,Wetland
1466,Wetland,Water,Wetland,Water,Wetland,Water
1467,Wetland,Water,Wetland,Water,Wetland,Forest
1468,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
1469,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1470,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1471,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1472,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1473,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1474,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1475,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1476,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1477,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1478,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1479,Wetland,Water,Bareland,Water,Non_Wetland,Water
1480,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1481,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1482,Wetland,Water,Water,NULL,Water,Cropland
1483,Wetland,Water,Water,NULL,Water,Wetland
1484,Wetland,Water,Water,NULL,Water,Water
1485,Wetland,Water,Water,NULL,Water,Forest
1486,Wetland,Water,Water,Non_Water,Water,Wetland
1487,Wetland,Water,Water,Non_Water,Water,Water
1488,Wetland,Water,Water,Non_Water,Water,Forest
1489,Wetland,Water,Water,Water,Water,Grassland
1490,Wetland,Water,Water,Water,Water,Cropland
1491,Wetland,Water,Water,Water,Water,Wetland
1492,Wetland,Water,Water,Water,Water,Water
1493,Wetland,Water,Water,Water,Water,Forest
1494,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1495,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1496,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1497,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1498,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
1499,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1500,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1501,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1502,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1503,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1504,Wetland,Water,Forest,Water,Non_Wetland,Water
1505,Wetland,Water,Forest,Water,Non_Wetland,Forest
1506,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1507,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1508,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1509,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1510,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1511,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1512,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1513,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1514,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1515,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1516,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1517,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1518,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1519,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
1520,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
1521,Wetland,Forest,Cropland,Water,Non_Wetland,Forest
1522,Wetland,Forest,Wetland,NULL,Wetland,Cropland
1523,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1524,Wetland,Forest,Wetland,NULL,Wetland,Forest
1525,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
1526,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1527,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1528,Wetland,Forest,Wetland,Water,Wetland,Wetland
1529,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1530,Wetland,Forest,Water,Water,Water,Water
1531,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1532,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1533,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1534,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1535,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1536,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1537,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1538,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1539,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1540,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1541,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1542,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1543,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1544,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1545,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1546,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1547,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1548,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1549,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1550,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1551,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1552,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1553,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1554,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1555,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1556,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1557,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1558,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1559,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1560,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1561,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1562,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1563,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1564,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1565,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1566,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1567,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1568,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1569,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1570,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1571,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1572,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1573,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1574,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1575,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1576,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1577,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1578,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1579,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1580,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1581,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1582,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1583,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1584,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1585,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1586,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1587,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1588,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1589,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1590,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1591,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1592,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1593,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1594,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1595,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1596,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1597,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1598,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1599,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1600,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1601,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1602,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1603,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1604,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1605,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1606,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1607,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1608,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1609,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1610,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1611,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1612,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1613,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1614,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1615,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1616,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1617,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1618,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1619,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1620,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1621,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1622,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1623,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1624,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1625,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1626,Bareland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1627,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1628,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1629,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1630,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1631,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1632,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1633,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1634,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1635,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1636,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1637,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1638,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1639,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1640,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1641,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1642,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1643,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1644,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1645,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1646,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1647,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1648,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1649,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1650,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1651,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1652,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1653,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1654,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1655,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1656,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1657,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1658,Water,NULL,NULL,NULL,Non_Wetland,NULL
1659,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1660,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1661,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1662,Water,NULL,NULL,NULL,Non_Wetland,Water
1663,Water,NULL,NULL,NULL,Non_Wetland,Forest
1664,Water,NULL,NULL,Water,Non_Wetland,Grassland
1665,Water,NULL,NULL,Water,Non_Wetland,Wetland
1666,Water,NULL,NULL,Water,Non_Wetland,Forest
1667,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1668,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1669,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1670,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1671,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1672,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1673,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1674,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1675,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1676,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1677,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1678,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1679,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1680,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1681,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1682,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1683,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1684,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
