Value,AFRICA_2024_DynamicWorld_2024_36PXV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,AFRICA_2024_WorldCover_2021_36PXV_M_R
2653,Water,Wetland,Wetland,Water,Wetland,Forest
2654,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
2655,Water,Wetland,Bareland,Water,Non_Wetland,Forest
2656,Water,Wetland,Water,NULL,Water,Wetland
2657,Water,Wetland,Water,NULL,Water,Forest
2658,Water,Wetland,Water,Water,Water,Grassland
2659,Water,Wetland,Water,Water,Water,Cropland
2660,Water,Wetland,Water,Water,Water,Wetland
2661,Water,Wetland,Water,Water,Water,Water
2662,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
2663,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
2664,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
2665,Water,Wetland,Forest,NULL,Non_Wetland,Forest
2666,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2667,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2668,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
2669,Water,Wetland,Forest,Water,Non_Wetland,Grassland
2670,Water,Wetland,Forest,Water,Non_Wetland,Cropland
2671,Water,Wetland,Forest,Water,Non_Wetland,Wetland
2672,Water,Wetland,Forest,Water,Non_Wetland,Bareland
2673,Water,Wetland,Forest,Water,Non_Wetland,Water
2674,Water,Wetland,Forest,Water,Non_Wetland,Forest
2675,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
2676,Water,Bareland,NULL,Water,Non_Wetland,Grassland
2677,Water,Bareland,NULL,Water,Non_Wetland,Bareland
2678,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2679,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
2680,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2681,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
2682,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2683,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
2684,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
2685,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2686,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
2687,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
2688,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
2689,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
2690,Water,Bareland,Shrubland,Water,Non_Wetland,Water
2691,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
2692,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
2693,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
2694,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
2695,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
2696,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2697,Water,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
2698,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2699,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
2700,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
2701,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
2702,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
2703,Water,Bareland,Grassland,Water,Non_Wetland,Water
2704,Water,Bareland,Grassland,Water,Non_Wetland,Forest
2705,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
2706,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
2707,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
2708,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
2709,Water,Bareland,Cropland,NULL,Non_Wetland,Water
2710,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
2711,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
2712,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
2713,Water,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
2714,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
2715,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
2716,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
2717,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
2718,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
2719,Water,Bareland,Cropland,Water,Non_Wetland,Built-up
2720,Water,Bareland,Cropland,Water,Non_Wetland,Water
2721,Water,Bareland,Wetland,NULL,Wetland,Grassland
2722,Water,Bareland,Wetland,NULL,Wetland,Bareland
2723,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
2724,Water,Bareland,Wetland,Non_Water,Wetland,Water
2725,Water,Bareland,Wetland,Water,Wetland,Grassland
2726,Water,Bareland,Wetland,Water,Wetland,Cropland
2727,Water,Bareland,Wetland,Water,Wetland,Wetland
2728,Water,Bareland,Wetland,Water,Wetland,Bareland
2729,Water,Bareland,Wetland,Water,Wetland,Water
2730,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
2731,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
2732,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
2733,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2734,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
2735,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
2736,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
2737,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
2738,Water,Bareland,Bareland,Water,Non_Wetland,Water
2739,Water,Bareland,Water,NULL,Water,Wetland
2740,Water,Bareland,Water,NULL,Water,Bareland
2741,Water,Bareland,Water,Non_Water,Water,Grassland
2742,Water,Bareland,Water,Non_Water,Water,Bareland
2743,Water,Bareland,Water,Water,Water,Grassland
2744,Water,Bareland,Water,Water,Water,Wetland
2745,Water,Bareland,Water,Water,Water,Bareland
2746,Water,Bareland,Water,Water,Water,Water
2747,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
2748,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
2749,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
2750,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
2751,Water,Bareland,Forest,Water,Non_Wetland,Grassland
2752,Water,Bareland,Forest,Water,Non_Wetland,Cropland
2753,Water,Bareland,Forest,Water,Non_Wetland,Wetland
2754,Water,Bareland,Forest,Water,Non_Wetland,Bareland
2755,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
2756,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
2757,Water,Built-up,NULL,NULL,Non_Wetland,Forest
2758,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2759,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
2760,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
2761,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
2762,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
2763,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
2764,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
2765,Water,Built-up,Grassland,NULL,Non_Wetland,Water
2766,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
2767,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
2768,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2769,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
2770,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
2771,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
2772,Water,Built-up,Cropland,NULL,Non_Wetland,Water
2773,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2774,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2775,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2776,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
2777,Water,Built-up,Cropland,Water,Non_Wetland,Cropland
2778,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
2779,Water,Built-up,Cropland,Water,Non_Wetland,Water
2780,Water,Built-up,Cropland,Water,Non_Wetland,Forest
2781,Water,Built-up,Wetland,NULL,Wetland,Bareland
2782,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
2783,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
2784,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
2785,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
2786,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
2787,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
2788,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
2789,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
2790,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
2791,Water,Built-up,Water,NULL,Water,Grassland
2792,Water,Built-up,Forest,NULL,Non_Wetland,Forest
2793,Water,Water,NULL,NULL,Non_Wetland,Grassland
2794,Water,Water,NULL,NULL,Non_Wetland,Cropland
2795,Water,Water,NULL,NULL,Non_Wetland,Wetland
2796,Water,Water,NULL,NULL,Non_Wetland,Bareland
2797,Water,Water,NULL,NULL,Non_Wetland,Water
2798,Water,Water,NULL,NULL,Non_Wetland,Forest
2799,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
2800,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
2801,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
2802,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
2803,Water,Water,NULL,Non_Water,Non_Wetland,Water
2804,Water,Water,NULL,Non_Water,Non_Wetland,Forest
2805,Water,Water,NULL,Water,Non_Wetland,NULL
2806,Water,Water,NULL,Water,Non_Wetland,Grassland
2807,Water,Water,NULL,Water,Non_Wetland,Cropland
2808,Water,Water,NULL,Water,Non_Wetland,Wetland
2809,Water,Water,NULL,Water,Non_Wetland,Bareland
2810,Water,Water,NULL,Water,Non_Wetland,Water
2811,Water,Water,NULL,Water,Non_Wetland,Forest
2812,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2813,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2814,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2815,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2816,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2817,Water,Water,Shrubland,NULL,Non_Wetland,Water
2818,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2819,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
2820,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2821,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2822,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2823,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2824,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2825,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2826,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2827,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2828,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2829,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2830,Water,Water,Shrubland,Water,Non_Wetland,Water
2831,Water,Water,Shrubland,Water,Non_Wetland,Forest
2832,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2833,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2834,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2835,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2836,Water,Water,Grassland,NULL,Non_Wetland,Water
2837,Water,Water,Grassland,NULL,Non_Wetland,Forest
2838,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2839,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
2840,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
2841,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2842,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2843,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2844,Water,Water,Grassland,Water,Non_Wetland,Grassland
2845,Water,Water,Grassland,Water,Non_Wetland,Cropland
2846,Water,Water,Grassland,Water,Non_Wetland,Wetland
2847,Water,Water,Grassland,Water,Non_Wetland,Bareland
2848,Water,Water,Grassland,Water,Non_Wetland,Water
2849,Water,Water,Grassland,Water,Non_Wetland,Forest
2850,Water,Water,Cropland,NULL,Non_Wetland,NULL
2851,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2852,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2853,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2854,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2855,Water,Water,Cropland,NULL,Non_Wetland,Water
2856,Water,Water,Cropland,NULL,Non_Wetland,Forest
2857,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
2858,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2859,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2860,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2861,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2862,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2863,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2864,Water,Water,Cropland,Water,Non_Wetland,NULL
2865,Water,Water,Cropland,Water,Non_Wetland,Grassland
2866,Water,Water,Cropland,Water,Non_Wetland,Cropland
2867,Water,Water,Cropland,Water,Non_Wetland,Wetland
2868,Water,Water,Cropland,Water,Non_Wetland,Bareland
2869,Water,Water,Cropland,Water,Non_Wetland,Water
2870,Water,Water,Cropland,Water,Non_Wetland,Forest
2871,Water,Water,Wetland,NULL,Wetland,Grassland
2872,Water,Water,Wetland,NULL,Wetland,Cropland
2873,Water,Water,Wetland,NULL,Wetland,Wetland
2874,Water,Water,Wetland,NULL,Wetland,Bareland
2875,Water,Water,Wetland,NULL,Wetland,Water
2876,Water,Water,Wetland,NULL,Wetland,Forest
2877,Water,Water,Wetland,Non_Water,Wetland,NULL
2878,Water,Water,Wetland,Non_Water,Wetland,Grassland
2879,Water,Water,Wetland,Non_Water,Wetland,Cropland
2880,Water,Water,Wetland,Non_Water,Wetland,Wetland
2881,Water,Water,Wetland,Non_Water,Wetland,Bareland
2882,Water,Water,Wetland,Non_Water,Wetland,Water
2883,Water,Water,Wetland,Non_Water,Wetland,Forest
2884,Water,Water,Wetland,Water,Wetland,NULL
2885,Water,Water,Wetland,Water,Wetland,Grassland
2886,Water,Water,Wetland,Water,Wetland,Cropland
2887,Water,Water,Wetland,Water,Wetland,Wetland
2888,Water,Water,Wetland,Water,Wetland,Bareland
2889,Water,Water,Wetland,Water,Wetland,Water
2890,Water,Water,Wetland,Water,Wetland,Forest
2891,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2892,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2893,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2894,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2895,Water,Water,Bareland,NULL,Non_Wetland,Water
2896,Water,Water,Bareland,NULL,Non_Wetland,Forest
2897,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2898,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2899,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
2900,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2901,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2902,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2903,Water,Water,Bareland,Water,Non_Wetland,Grassland
2904,Water,Water,Bareland,Water,Non_Wetland,Cropland
2905,Water,Water,Bareland,Water,Non_Wetland,Wetland
2906,Water,Water,Bareland,Water,Non_Wetland,Bareland
2907,Water,Water,Bareland,Water,Non_Wetland,Water
2908,Water,Water,Bareland,Water,Non_Wetland,Forest
2909,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2910,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2911,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2912,Water,Water,Built-up,NULL,Non_Wetland,Water
2913,Water,Water,Built-up,NULL,Non_Wetland,Forest
2914,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2915,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2916,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2917,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2918,Water,Water,Built-up,Water,Non_Wetland,Bareland
2919,Water,Water,Built-up,Water,Non_Wetland,Water
2920,Water,Water,Built-up,Water,Non_Wetland,Forest
2921,Water,Water,Water,NULL,Water,Grassland
2922,Water,Water,Water,NULL,Water,Cropland
2923,Water,Water,Water,NULL,Water,Wetland
2924,Water,Water,Water,NULL,Water,Bareland
2925,Water,Water,Water,NULL,Water,Water
2926,Water,Water,Water,NULL,Water,Forest
2927,Water,Water,Water,Non_Water,Water,Grassland
2928,Water,Water,Water,Non_Water,Water,Cropland
2929,Water,Water,Water,Non_Water,Water,Wetland
2930,Water,Water,Water,Non_Water,Water,Bareland
2931,Water,Water,Water,Non_Water,Water,Water
2932,Water,Water,Water,Non_Water,Water,Forest
2933,Water,Water,Water,Water,Water,Grassland
2934,Water,Water,Water,Water,Water,Cropland
2935,Water,Water,Water,Water,Water,Wetland
2936,Water,Water,Water,Water,Water,Bareland
2937,Water,Water,Water,Water,Water,Water
2938,Water,Water,Water,Water,Water,Forest
2939,Water,Water,Forest,NULL,Non_Wetland,Grassland
2940,Water,Water,Forest,NULL,Non_Wetland,Cropland
2941,Water,Water,Forest,NULL,Non_Wetland,Wetland
2942,Water,Water,Forest,NULL,Non_Wetland,Bareland
2943,Water,Water,Forest,NULL,Non_Wetland,Water
2944,Water,Water,Forest,NULL,Non_Wetland,Forest
2945,Water,Water,Forest,Non_Water,Non_Wetland,NULL
2946,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2947,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2948,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2949,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2950,Water,Water,Forest,Non_Water,Non_Wetland,Water
2951,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2952,Water,Water,Forest,Water,Non_Wetland,NULL
2953,Water,Water,Forest,Water,Non_Wetland,Grassland
2954,Water,Water,Forest,Water,Non_Wetland,Cropland
2955,Water,Water,Forest,Water,Non_Wetland,Wetland
2956,Water,Water,Forest,Water,Non_Wetland,Bareland
2957,Water,Water,Forest,Water,Non_Wetland,Water
2958,Water,Water,Forest,Water,Non_Wetland,Forest
2959,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2960,Water,Forest,NULL,NULL,Non_Wetland,Forest
2961,Water,Forest,NULL,Water,Non_Wetland,Grassland
2962,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2963,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
2964,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2965,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2966,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2967,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2968,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
2969,Water,Forest,Shrubland,Water,Non_Wetland,Cropland
2970,Water,Forest,Shrubland,Water,Non_Wetland,Forest
2971,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2972,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2973,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
2974,Water,Forest,Grassland,Water,Non_Wetland,Grassland
2975,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2976,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
2977,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2978,Water,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2979,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
2980,Water,Forest,Cropland,Water,Non_Wetland,Grassland
2981,Water,Forest,Cropland,Water,Non_Wetland,Cropland
2982,Water,Forest,Wetland,NULL,Wetland,Grassland
2983,Water,Forest,Wetland,NULL,Wetland,Wetland
2984,Water,Forest,Wetland,NULL,Wetland,Forest
2985,Water,Forest,Wetland,Non_Water,Wetland,Cropland
2986,Water,Forest,Wetland,Non_Water,Wetland,Forest
2987,Water,Forest,Wetland,Water,Wetland,Grassland
2988,Water,Forest,Wetland,Water,Wetland,Forest
2989,Water,Forest,Water,Water,Water,Forest
2990,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2991,Water,Forest,Forest,NULL,Non_Wetland,Forest
2992,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2993,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2994,Water,Forest,Forest,Water,Non_Wetland,Grassland
2995,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2996,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2997,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2998,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2999,Forest,NULL,NULL,NULL,Non_Wetland,Forest
3000,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
3001,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
3002,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
3003,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
3004,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
3005,Forest,NULL,NULL,Water,Non_Wetland,NULL
3006,Forest,NULL,NULL,Water,Non_Wetland,Grassland
3007,Forest,NULL,NULL,Water,Non_Wetland,Cropland
3008,Forest,NULL,NULL,Water,Non_Wetland,Wetland
3009,Forest,NULL,NULL,Water,Non_Wetland,Forest
3010,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
3011,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
3012,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
3013,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
3014,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
3015,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
3016,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
3017,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
3018,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
3019,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
3020,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
3021,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
3022,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
3023,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
3024,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
3025,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
3026,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
3027,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
3028,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
3029,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
3030,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
3031,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
3032,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
3033,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
3034,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
3035,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
3036,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
3037,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
3038,Forest,NULL,Grassland,Water,Non_Wetland,Forest
3039,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
3040,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
3041,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
3042,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
3043,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
3044,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
3045,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
3046,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
3047,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
3048,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
3049,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
3050,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
3051,Forest,NULL,Cropland,Water,Non_Wetland,NULL
3052,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
3053,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
3054,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
3055,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
3056,Forest,NULL,Cropland,Water,Non_Wetland,Water
3057,Forest,NULL,Cropland,Water,Non_Wetland,Forest
3058,Forest,NULL,Wetland,NULL,Wetland,NULL
3059,Forest,NULL,Wetland,NULL,Wetland,Grassland
3060,Forest,NULL,Wetland,NULL,Wetland,Cropland
3061,Forest,NULL,Wetland,NULL,Wetland,Wetland
3062,Forest,NULL,Wetland,NULL,Wetland,Forest
3063,Forest,NULL,Wetland,Non_Water,Wetland,NULL
3064,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
3065,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
3066,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
3067,Forest,NULL,Wetland,Non_Water,Wetland,Forest
3068,Forest,NULL,Wetland,Water,Wetland,Grassland
3069,Forest,NULL,Wetland,Water,Wetland,Cropland
3070,Forest,NULL,Wetland,Water,Wetland,Wetland
3071,Forest,NULL,Wetland,Water,Wetland,Water
3072,Forest,NULL,Wetland,Water,Wetland,Forest
3073,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
3074,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
3075,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
3076,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
3077,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
3078,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
3079,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
3080,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
3081,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
3082,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
3083,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
3084,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
3085,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
3086,Forest,NULL,Water,NULL,Water,Grassland
3087,Forest,NULL,Water,NULL,Water,Cropland
3088,Forest,NULL,Water,NULL,Water,Forest
3089,Forest,NULL,Water,Non_Water,Water,NULL
3090,Forest,NULL,Water,Non_Water,Water,Grassland
3091,Forest,NULL,Water,Non_Water,Water,Cropland
3092,Forest,NULL,Water,Non_Water,Water,Forest
3093,Forest,NULL,Water,Water,Water,Cropland
3094,Forest,NULL,Water,Water,Water,Wetland
3095,Forest,NULL,Water,Water,Water,Water
3096,Forest,NULL,Water,Water,Water,Forest
3097,Forest,NULL,Forest,NULL,Non_Wetland,NULL
3098,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
3099,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
3100,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
