Value,AFRICA_2024_DynamicWorld_2024_36PYR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYR_M_R,AFRICA_2024_GSW_Yearly_2021_36PYR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYR_M_R,AFRICA_2024_WorldCover_2021_36PYR_M_R
1278,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1279,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1280,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1281,Bareland,NULL,Water,NULL,Water,Bareland
1282,Bareland,NULL,Water,Water,Water,Bareland
1283,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1284,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1285,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1286,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1287,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1288,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1289,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1290,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1291,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1292,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1293,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1294,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1295,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1296,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1297,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1298,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1299,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1300,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1301,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1302,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1303,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1304,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1305,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1306,Bareland,Cropland,Wetland,Water,Wetland,Water
1307,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1308,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1309,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1310,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1311,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1312,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1313,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1314,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1315,Bareland,Cropland,Water,NULL,Water,Bareland
1316,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1317,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1318,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1319,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1320,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
1321,Bareland,Wetland,Forest,NULL,Non_Wetland,Cropland
1322,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1323,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1324,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1325,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1326,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1327,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1328,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1329,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1330,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1331,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1332,Bareland,Bareland,Wetland,Water,Wetland,Water
1333,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1334,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1335,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1336,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1337,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1338,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1339,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1340,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1341,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1342,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1343,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1344,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1345,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1346,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1347,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1348,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1349,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1350,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1351,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1352,Bareland,Water,Bareland,Water,Non_Wetland,Water
1353,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1354,Bareland,Water,Forest,Water,Non_Wetland,Cropland
1355,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1356,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1357,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1358,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1359,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1360,Water,NULL,NULL,NULL,Non_Wetland,Water
1361,Water,NULL,NULL,NULL,Non_Wetland,Forest
1362,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1363,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1364,Water,NULL,NULL,Water,Non_Wetland,Grassland
1365,Water,NULL,NULL,Water,Non_Wetland,Cropland
1366,Water,NULL,NULL,Water,Non_Wetland,Bareland
1367,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1368,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1369,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1370,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1371,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1372,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1373,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1374,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1375,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1376,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1377,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1378,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1379,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1380,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1381,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1382,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1383,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1384,Water,NULL,Shrubland,Water,Non_Wetland,Water
1385,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1386,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1387,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1388,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1389,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1390,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1391,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1392,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1393,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1394,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1395,Water,NULL,Cropland,NULL,Non_Wetland,Water
1396,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1397,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1398,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1399,Water,NULL,Cropland,Water,Non_Wetland,Water
1400,Water,NULL,Wetland,NULL,Wetland,Grassland
1401,Water,NULL,Wetland,NULL,Wetland,Cropland
1402,Water,NULL,Wetland,NULL,Wetland,Wetland
1403,Water,NULL,Wetland,NULL,Wetland,Bareland
1404,Water,NULL,Wetland,NULL,Wetland,Water
1405,Water,NULL,Wetland,NULL,Wetland,Forest
1406,Water,NULL,Wetland,Water,Wetland,Cropland
1407,Water,NULL,Wetland,Water,Wetland,Water
1408,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1409,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1410,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1411,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1412,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1413,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1414,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1415,Water,NULL,Bareland,NULL,Non_Wetland,Water
1416,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1417,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1418,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1419,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1420,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1421,Water,NULL,Bareland,Water,Non_Wetland,Water
1422,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1423,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1424,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1425,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1426,Water,NULL,Built-up,NULL,Non_Wetland,Water
1427,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1428,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1429,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1430,Water,NULL,Built-up,Water,Non_Wetland,Water
1431,Water,NULL,Built-up,Water,Non_Wetland,Forest
1432,Water,NULL,Water,NULL,Water,Grassland
1433,Water,NULL,Water,NULL,Water,Cropland
1434,Water,NULL,Water,NULL,Water,Bareland
1435,Water,NULL,Water,NULL,Water,Water
1436,Water,NULL,Water,NULL,Water,Forest
1437,Water,NULL,Water,Water,Water,Grassland
1438,Water,NULL,Water,Water,Water,Cropland
1439,Water,NULL,Water,Water,Water,Wetland
1440,Water,NULL,Water,Water,Water,Bareland
1441,Water,NULL,Water,Water,Water,Water
1442,Water,NULL,Forest,NULL,Non_Wetland,NULL
1443,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1444,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1445,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1446,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1447,Water,NULL,Forest,NULL,Non_Wetland,Water
1448,Water,NULL,Forest,NULL,Non_Wetland,Forest
1449,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1450,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1451,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1452,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1453,Water,NULL,Forest,Water,Non_Wetland,Grassland
1454,Water,NULL,Forest,Water,Non_Wetland,Cropland
1455,Water,NULL,Forest,Water,Non_Wetland,Water
1456,Water,NULL,Forest,Water,Non_Wetland,Forest
1457,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1458,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1459,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1460,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1461,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1462,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1463,Water,Cropland,NULL,Water,Non_Wetland,Bareland
1464,Water,Cropland,NULL,Water,Non_Wetland,Water
1465,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1466,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1467,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1468,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1469,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1470,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1471,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1472,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1473,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1474,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1475,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1476,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1477,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1478,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1479,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1480,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1481,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1482,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1483,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1484,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1485,Water,Cropland,Wetland,NULL,Wetland,Grassland
1486,Water,Cropland,Wetland,NULL,Wetland,Cropland
1487,Water,Cropland,Wetland,NULL,Wetland,Wetland
1488,Water,Cropland,Wetland,NULL,Wetland,Water
1489,Water,Cropland,Wetland,NULL,Wetland,Forest
1490,Water,Cropland,Wetland,Water,Wetland,Cropland
1491,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1492,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1493,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1494,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1495,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1496,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1497,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1498,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1499,Water,Cropland,Bareland,Water,Non_Wetland,Water
1500,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1501,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1502,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1503,Water,Cropland,Water,NULL,Water,Cropland
1504,Water,Cropland,Water,NULL,Water,Bareland
1505,Water,Cropland,Water,NULL,Water,Water
1506,Water,Cropland,Water,Non_Water,Water,Cropland
1507,Water,Cropland,Water,Water,Water,Cropland
1508,Water,Cropland,Water,Water,Water,Bareland
1509,Water,Cropland,Water,Water,Water,Water
1510,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1511,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1512,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1513,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1514,Water,Cropland,Forest,NULL,Non_Wetland,Water
1515,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1516,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1517,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1518,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1519,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1520,Water,Cropland,Forest,Water,Non_Wetland,Water
1521,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1522,Water,Wetland,NULL,NULL,Non_Wetland,Cropland
1523,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1524,Water,Wetland,NULL,NULL,Non_Wetland,Water
1525,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1526,Water,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1527,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1528,Water,Wetland,NULL,Water,Non_Wetland,Cropland
1529,Water,Wetland,NULL,Water,Non_Wetland,Water
1530,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1531,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1532,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1533,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1534,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1535,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1536,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1537,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1538,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1539,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1540,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1541,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1542,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1543,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1544,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1545,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1546,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1547,Water,Wetland,Cropland,Water,Non_Wetland,Water
1548,Water,Wetland,Wetland,NULL,Wetland,Grassland
1549,Water,Wetland,Wetland,NULL,Wetland,Cropland
1550,Water,Wetland,Wetland,NULL,Wetland,Wetland
1551,Water,Wetland,Wetland,NULL,Wetland,Bareland
1552,Water,Wetland,Wetland,NULL,Wetland,Water
1553,Water,Wetland,Wetland,NULL,Wetland,Forest
1554,Water,Wetland,Wetland,Non_Water,Wetland,Water
1555,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1556,Water,Wetland,Wetland,Water,Wetland,Grassland
1557,Water,Wetland,Wetland,Water,Wetland,Cropland
1558,Water,Wetland,Wetland,Water,Wetland,Wetland
1559,Water,Wetland,Wetland,Water,Wetland,Water
1560,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1561,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1562,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1563,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1564,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1565,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1566,Water,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1567,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
1568,Water,Wetland,Bareland,Water,Non_Wetland,Water
1569,Water,Wetland,Built-up,NULL,Non_Wetland,Cropland
1570,Water,Wetland,Water,NULL,Water,Grassland
1571,Water,Wetland,Water,NULL,Water,Cropland
1572,Water,Wetland,Water,NULL,Water,Wetland
1573,Water,Wetland,Water,NULL,Water,Bareland
1574,Water,Wetland,Water,NULL,Water,Water
1575,Water,Wetland,Water,Non_Water,Water,Grassland
1576,Water,Wetland,Water,Non_Water,Water,Cropland
1577,Water,Wetland,Water,Non_Water,Water,Water
1578,Water,Wetland,Water,Non_Water,Water,Forest
1579,Water,Wetland,Water,Water,Water,Grassland
1580,Water,Wetland,Water,Water,Water,Cropland
1581,Water,Wetland,Water,Water,Water,Wetland
1582,Water,Wetland,Water,Water,Water,Water
1583,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1584,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1585,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1586,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1587,Water,Wetland,Forest,NULL,Non_Wetland,Water
1588,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1589,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1590,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1591,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1592,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1593,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1594,Water,Wetland,Forest,Water,Non_Wetland,Cropland
1595,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1596,Water,Wetland,Forest,Water,Non_Wetland,Water
1597,Water,Wetland,Forest,Water,Non_Wetland,Forest
1598,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1599,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1600,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1601,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1602,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1603,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1604,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1605,Water,Bareland,Wetland,Water,Wetland,Cropland
1606,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1607,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1608,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1609,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1610,Water,Bareland,Bareland,Water,Non_Wetland,Water
1611,Water,Water,NULL,NULL,Non_Wetland,Grassland
1612,Water,Water,NULL,NULL,Non_Wetland,Cropland
1613,Water,Water,NULL,NULL,Non_Wetland,Wetland
1614,Water,Water,NULL,NULL,Non_Wetland,Bareland
1615,Water,Water,NULL,NULL,Non_Wetland,Water
1616,Water,Water,NULL,NULL,Non_Wetland,Forest
1617,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1618,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1619,Water,Water,NULL,Non_Water,Non_Wetland,Water
1620,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1621,Water,Water,NULL,Water,Non_Wetland,Grassland
1622,Water,Water,NULL,Water,Non_Wetland,Cropland
1623,Water,Water,NULL,Water,Non_Wetland,Wetland
1624,Water,Water,NULL,Water,Non_Wetland,Bareland
1625,Water,Water,NULL,Water,Non_Wetland,Water
1626,Water,Water,NULL,Water,Non_Wetland,Forest
1627,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1628,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1629,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1630,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1631,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1632,Water,Water,Shrubland,NULL,Non_Wetland,Water
1633,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1634,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1635,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1636,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1637,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1638,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1639,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1640,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1641,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1642,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1643,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1644,Water,Water,Shrubland,Water,Non_Wetland,Water
1645,Water,Water,Shrubland,Water,Non_Wetland,Forest
1646,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1647,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1648,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1649,Water,Water,Grassland,NULL,Non_Wetland,Water
1650,Water,Water,Grassland,NULL,Non_Wetland,Forest
1651,Water,Water,Grassland,Water,Non_Wetland,Cropland
1652,Water,Water,Grassland,Water,Non_Wetland,Water
1653,Water,Water,Grassland,Water,Non_Wetland,Forest
1654,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1655,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1656,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1657,Water,Water,Cropland,NULL,Non_Wetland,Water
1658,Water,Water,Cropland,NULL,Non_Wetland,Forest
1659,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1660,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1661,Water,Water,Cropland,Water,Non_Wetland,Cropland
1662,Water,Water,Cropland,Water,Non_Wetland,Bareland
1663,Water,Water,Cropland,Water,Non_Wetland,Water
1664,Water,Water,Cropland,Water,Non_Wetland,Forest
1665,Water,Water,Wetland,NULL,Wetland,NULL
1666,Water,Water,Wetland,NULL,Wetland,Grassland
1667,Water,Water,Wetland,NULL,Wetland,Cropland
1668,Water,Water,Wetland,NULL,Wetland,Wetland
1669,Water,Water,Wetland,NULL,Wetland,Bareland
1670,Water,Water,Wetland,NULL,Wetland,Water
1671,Water,Water,Wetland,NULL,Wetland,Forest
1672,Water,Water,Wetland,Non_Water,Wetland,Cropland
1673,Water,Water,Wetland,Non_Water,Wetland,Wetland
1674,Water,Water,Wetland,Non_Water,Wetland,Bareland
1675,Water,Water,Wetland,Non_Water,Wetland,Water
1676,Water,Water,Wetland,Non_Water,Wetland,Forest
1677,Water,Water,Wetland,Water,Wetland,Grassland
1678,Water,Water,Wetland,Water,Wetland,Cropland
1679,Water,Water,Wetland,Water,Wetland,Wetland
1680,Water,Water,Wetland,Water,Wetland,Bareland
1681,Water,Water,Wetland,Water,Wetland,Water
1682,Water,Water,Wetland,Water,Wetland,Forest
1683,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1684,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1685,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1686,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1687,Water,Water,Bareland,NULL,Non_Wetland,NULL
1688,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1689,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1690,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1691,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1692,Water,Water,Bareland,NULL,Non_Wetland,Water
1693,Water,Water,Bareland,NULL,Non_Wetland,Forest
1694,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1695,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1696,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1697,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1698,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1699,Water,Water,Bareland,Water,Non_Wetland,Grassland
1700,Water,Water,Bareland,Water,Non_Wetland,Cropland
1701,Water,Water,Bareland,Water,Non_Wetland,Wetland
1702,Water,Water,Bareland,Water,Non_Wetland,Bareland
1703,Water,Water,Bareland,Water,Non_Wetland,Water
1704,Water,Water,Bareland,Water,Non_Wetland,Forest
1705,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1706,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1707,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1708,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1709,Water,Water,Built-up,NULL,Non_Wetland,Water
1710,Water,Water,Built-up,NULL,Non_Wetland,Forest
1711,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1712,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1713,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1714,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1715,Water,Water,Built-up,Water,Non_Wetland,Cropland
1716,Water,Water,Built-up,Water,Non_Wetland,Bareland
1717,Water,Water,Built-up,Water,Non_Wetland,Water
1718,Water,Water,Built-up,Water,Non_Wetland,Forest
