Value,AFRICA_2024_DynamicWorld_2024_37NDG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDG_M_R,AFRICA_2024_GSW_Yearly_2021_37NDG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDG_M_R,AFRICA_2024_WorldCover_2021_37NDG_M_R
1261,Water,Water,Grassland,Water,Non_Wetland,Water
1262,Water,Water,Cropland,NULL,Non_Wetland,NULL
1263,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1264,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1265,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1266,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1267,Water,Water,Cropland,NULL,Non_Wetland,Forest
1268,Water,Water,Cropland,Water,Non_Wetland,Grassland
1269,Water,Water,Cropland,Water,Non_Wetland,Bareland
1270,Water,Water,Wetland,NULL,Wetland,Grassland
1271,Water,Water,Wetland,NULL,Wetland,Cropland
1272,Water,Water,Wetland,NULL,Wetland,Wetland
1273,Water,Water,Wetland,NULL,Wetland,Bareland
1274,Water,Water,Wetland,NULL,Wetland,Forest
1275,Water,Water,Wetland,Non_Water,Wetland,Grassland
1276,Water,Water,Wetland,Non_Water,Wetland,Wetland
1277,Water,Water,Wetland,Non_Water,Wetland,Bareland
1278,Water,Water,Wetland,Non_Water,Wetland,Water
1279,Water,Water,Wetland,Water,Wetland,Grassland
1280,Water,Water,Wetland,Water,Wetland,Cropland
1281,Water,Water,Wetland,Water,Wetland,Wetland
1282,Water,Water,Wetland,Water,Wetland,Bareland
1283,Water,Water,Wetland,Water,Wetland,Water
1284,Water,Water,Wetland,Water,Wetland,Forest
1285,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1286,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1287,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1288,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1289,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1290,Water,Water,Bareland,NULL,Non_Wetland,Water
1291,Water,Water,Bareland,NULL,Non_Wetland,Forest
1292,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1293,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1294,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1295,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1296,Water,Water,Bareland,Water,Non_Wetland,Grassland
1297,Water,Water,Bareland,Water,Non_Wetland,Cropland
1298,Water,Water,Bareland,Water,Non_Wetland,Bareland
1299,Water,Water,Bareland,Water,Non_Wetland,Water
1300,Water,Water,Bareland,Water,Non_Wetland,Forest
1301,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1302,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1303,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1304,Water,Water,Built-up,NULL,Non_Wetland,Water
1305,Water,Water,Built-up,NULL,Non_Wetland,Forest
1306,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1307,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1308,Water,Water,Built-up,Water,Non_Wetland,Bareland
1309,Water,Water,Built-up,Water,Non_Wetland,Water
1310,Water,Water,Water,NULL,Water,Cropland
1311,Water,Water,Water,NULL,Water,Wetland
1312,Water,Water,Water,NULL,Water,Water
1313,Water,Water,Water,NULL,Water,Forest
1314,Water,Water,Water,Non_Water,Water,Cropland
1315,Water,Water,Water,Non_Water,Water,Water
1316,Water,Water,Water,Water,Water,Grassland
1317,Water,Water,Water,Water,Water,Cropland
1318,Water,Water,Water,Water,Water,Wetland
1319,Water,Water,Water,Water,Water,Water
1320,Water,Water,Water,Water,Water,Forest
1321,Water,Water,Forest,NULL,Non_Wetland,NULL
1322,Water,Water,Forest,NULL,Non_Wetland,Grassland
1323,Water,Water,Forest,NULL,Non_Wetland,Cropland
1324,Water,Water,Forest,NULL,Non_Wetland,Wetland
1325,Water,Water,Forest,NULL,Non_Wetland,Bareland
1326,Water,Water,Forest,NULL,Non_Wetland,Water
1327,Water,Water,Forest,NULL,Non_Wetland,Forest
1328,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1329,Water,Water,Forest,Water,Non_Wetland,Cropland
1330,Water,Water,Forest,Water,Non_Wetland,Wetland
1331,Water,Water,Forest,Water,Non_Wetland,Bareland
1332,Water,Water,Forest,Water,Non_Wetland,Water
1333,Water,Water,Forest,Water,Non_Wetland,Forest
1334,Water,Forest,NULL,NULL,Non_Wetland,Forest
1335,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1336,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1337,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1338,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1339,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1340,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1341,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1342,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1343,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1344,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1345,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1346,Water,Forest,Forest,NULL,Non_Wetland,Forest
1347,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
1348,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1349,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1350,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1351,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1352,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1353,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1354,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1355,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1356,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1357,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1358,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1359,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1360,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1361,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1362,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1363,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1364,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1365,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1366,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1367,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1368,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1369,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1370,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1371,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1372,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1373,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1374,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1375,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1376,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1377,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1378,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1379,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1380,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1381,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1382,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1383,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1384,Forest,NULL,Wetland,NULL,Wetland,Cropland
1385,Forest,NULL,Wetland,NULL,Wetland,Forest
1386,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1387,Forest,NULL,Wetland,Water,Wetland,Forest
1388,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1389,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1390,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1391,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1392,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1393,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1394,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1395,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1396,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1397,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1398,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1399,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1400,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1401,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1402,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1403,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1404,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1405,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1406,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1407,Forest,NULL,Built-up,Water,Non_Wetland,Water
1408,Forest,NULL,Water,Water,Water,Grassland
1409,Forest,NULL,Water,Water,Water,Water
1410,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1411,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1412,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1413,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1414,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1415,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1416,Forest,NULL,Forest,NULL,Non_Wetland,Water
1417,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1418,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1419,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1420,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1421,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1422,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1423,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1424,Forest,NULL,Forest,Water,Non_Wetland,Forest
1425,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1426,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1427,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1428,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1429,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1430,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1431,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1432,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1433,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1434,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
1435,Forest,Cropland,NULL,Water,Non_Wetland,Forest
1436,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1437,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1438,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1439,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1440,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1441,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1442,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1443,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1444,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1445,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1446,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1447,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1448,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1449,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1450,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1451,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1452,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1453,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1454,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1455,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1456,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1457,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1458,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1459,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1460,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1461,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1462,Forest,Cropland,Cropland,Water,Non_Wetland,Water
1463,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
1464,Forest,Cropland,Wetland,NULL,Wetland,NULL
1465,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1466,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1467,Forest,Cropland,Wetland,NULL,Wetland,Bareland
1468,Forest,Cropland,Wetland,NULL,Wetland,Forest
1469,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1470,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1471,Forest,Cropland,Wetland,Water,Wetland,NULL
1472,Forest,Cropland,Wetland,Water,Wetland,Cropland
1473,Forest,Cropland,Wetland,Water,Wetland,Forest
1474,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1475,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1476,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1477,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1478,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1479,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1480,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1481,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1482,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1483,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1484,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1485,Forest,Cropland,Bareland,Water,Non_Wetland,Water
1486,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
1487,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1488,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1489,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1490,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1491,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1492,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1493,Forest,Cropland,Water,NULL,Water,Grassland
1494,Forest,Cropland,Water,NULL,Water,Cropland
1495,Forest,Cropland,Water,NULL,Water,Water
1496,Forest,Cropland,Water,Water,Water,Water
1497,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1498,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1499,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1500,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1501,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1502,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1503,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1504,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1505,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1506,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1507,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1508,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1509,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1510,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1511,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1512,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1513,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1514,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1515,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1516,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1517,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1518,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1519,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1520,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1521,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1522,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
1523,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1524,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1525,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1526,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1527,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1528,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1529,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1530,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1531,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1532,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1533,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1534,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1535,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1536,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1537,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1538,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1539,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1540,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1541,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1542,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1543,Forest,Built-up,Wetland,NULL,Wetland,Forest
1544,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1545,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1546,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1547,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1548,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1549,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
1550,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1551,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1552,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1553,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1554,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1555,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1556,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1557,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1558,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1559,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1560,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1561,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1562,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1563,Forest,Water,NULL,NULL,Non_Wetland,Forest
1564,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1565,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1566,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1567,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1568,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1569,Forest,Water,Wetland,NULL,Wetland,Forest
1570,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1571,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1572,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1573,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1574,Forest,Water,Bareland,NULL,Non_Wetland,Water
1575,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1576,Forest,Water,Bareland,Water,Non_Wetland,Forest
1577,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1578,Forest,Water,Forest,NULL,Non_Wetland,NULL
1579,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1580,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1581,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1582,Forest,Water,Forest,NULL,Non_Wetland,Water
1583,Forest,Water,Forest,NULL,Non_Wetland,Forest
1584,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1585,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1586,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1587,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1588,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1589,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1590,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1591,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1592,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1593,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1594,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1595,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1596,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1597,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1598,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1599,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1600,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1601,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1602,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1603,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1604,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1605,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1606,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1607,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1608,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1609,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1610,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1611,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1612,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1613,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1614,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1615,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1616,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1617,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1618,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1619,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1620,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1621,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1622,Forest,Forest,Wetland,NULL,Wetland,NULL
1623,Forest,Forest,Wetland,NULL,Wetland,Cropland
1624,Forest,Forest,Wetland,NULL,Wetland,Wetland
1625,Forest,Forest,Wetland,NULL,Wetland,Forest
1626,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1627,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1628,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1629,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1630,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1631,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1632,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1633,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1634,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1635,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1636,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1637,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1638,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1639,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1640,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1641,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1642,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1643,Forest,Forest,Water,NULL,Water,Grassland
1644,Forest,Forest,Water,NULL,Water,Wetland
1645,Forest,Forest,Water,NULL,Water,Forest
1646,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1647,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1648,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1649,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1650,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1651,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1652,Forest,Forest,Forest,NULL,Non_Wetland,Water
1653,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1654,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1655,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1656,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1657,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1658,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1659,Forest,Forest,Forest,Water,Non_Wetland,Forest
