Value,AFRICA_2024_DynamicWorld_2024_36PXU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXU_M_R,AFRICA_2024_GSW_Yearly_2021_36PXU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXU_M_R,AFRICA_2024_WorldCover_2021_36PXU_M_R
1268,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1269,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1270,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1271,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1272,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1273,Wetland,Wetland,Wetland,Water,Wetland,Water
1274,Wetland,Wetland,Wetland,Water,Wetland,Forest
1275,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1276,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1277,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1278,Wetland,Wetland,Water,NULL,Water,Water
1279,Wetland,Wetland,Water,Water,Water,Grassland
1280,Wetland,Wetland,Water,Water,Water,Cropland
1281,Wetland,Wetland,Water,Water,Water,Wetland
1282,Wetland,Wetland,Water,Water,Water,Water
1283,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1284,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1285,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1286,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1287,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1288,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1289,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1290,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1291,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1292,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1293,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1294,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1295,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1296,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1297,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1298,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1299,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1300,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1301,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1302,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1303,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1304,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1305,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1306,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1307,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1308,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1309,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1310,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1311,Wetland,Water,Grassland,Water,Non_Wetland,Water
1312,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1313,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1314,Wetland,Water,Cropland,NULL,Non_Wetland,Water
1315,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1316,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1317,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1318,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1319,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1320,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1321,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
1322,Wetland,Water,Cropland,Water,Non_Wetland,Water
1323,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1324,Wetland,Water,Wetland,NULL,Wetland,Forest
1325,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1326,Wetland,Water,Wetland,Water,Wetland,Grassland
1327,Wetland,Water,Wetland,Water,Wetland,Cropland
1328,Wetland,Water,Wetland,Water,Wetland,Wetland
1329,Wetland,Water,Wetland,Water,Wetland,Water
1330,Wetland,Water,Wetland,Water,Wetland,Forest
1331,Wetland,Water,Built-up,Water,Non_Wetland,Grassland
1332,Wetland,Water,Water,Water,Water,Grassland
1333,Wetland,Water,Water,Water,Water,Cropland
1334,Wetland,Water,Water,Water,Water,Wetland
1335,Wetland,Water,Water,Water,Water,Water
1336,Wetland,Water,Water,Water,Water,Forest
1337,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1338,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1339,Wetland,Water,Forest,Water,Non_Wetland,Water
1340,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1341,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1342,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1343,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1344,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1345,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1346,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1347,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1348,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1349,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1350,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1351,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1352,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1353,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1354,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
1355,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
1356,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
1357,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1358,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1359,Wetland,Forest,Wetland,NULL,Wetland,Forest
1360,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1361,Wetland,Forest,Wetland,Water,Wetland,Water
1362,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1363,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1364,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1365,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1366,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1367,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1368,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1369,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1370,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1371,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1372,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1373,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1374,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1375,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1376,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1377,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1378,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1379,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1380,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1381,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1382,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1383,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1384,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1385,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1386,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1387,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1388,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1389,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1390,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1391,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1392,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1393,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1394,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1395,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1396,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1397,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1398,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1399,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1400,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1401,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1402,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1403,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1404,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1405,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1406,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1407,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1408,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1409,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1410,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1411,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1412,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1413,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1414,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1415,Bareland,NULL,Wetland,Water,Wetland,Grassland
1416,Bareland,NULL,Wetland,Water,Wetland,Wetland
1417,Bareland,NULL,Wetland,Water,Wetland,Bareland
1418,Bareland,NULL,Wetland,Water,Wetland,Water
1419,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1420,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1421,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1422,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1423,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1424,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1425,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1426,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1427,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1428,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1429,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1430,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1431,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1432,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1433,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1434,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1435,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1436,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1437,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1438,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1439,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1440,Bareland,NULL,Water,Water,Water,Wetland
1441,Bareland,NULL,Water,Water,Water,Water
1442,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1443,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1444,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1445,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1446,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1447,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1448,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1449,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1450,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1451,Bareland,NULL,Forest,Water,Non_Wetland,Water
1452,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1453,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1454,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1455,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1456,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1457,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1458,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1459,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1460,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1461,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1462,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1463,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1464,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1465,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1466,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1467,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1468,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1469,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1470,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1471,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1472,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1473,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1474,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1475,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1476,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1477,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1478,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1479,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1480,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1481,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1482,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1483,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1484,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1485,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1486,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1487,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1488,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
1489,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1490,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1491,Bareland,Cropland,Cropland,Water,Non_Wetland,Forest
1492,Bareland,Cropland,Wetland,Water,Wetland,Grassland
1493,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1494,Bareland,Cropland,Wetland,Water,Wetland,Wetland
1495,Bareland,Cropland,Wetland,Water,Wetland,Water
1496,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1497,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1498,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1499,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1500,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1501,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1502,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1503,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1504,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1505,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1506,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1507,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1508,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1509,Bareland,Cropland,Built-up,Water,Non_Wetland,Grassland
1510,Bareland,Cropland,Water,Water,Water,Wetland
1511,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1512,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1513,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1514,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1515,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
1516,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland
1517,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1518,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1519,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
1520,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1521,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
1522,Bareland,Wetland,Cropland,Water,Non_Wetland,Grassland
1523,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland
1524,Bareland,Wetland,Cropland,Water,Non_Wetland,Water
1525,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1526,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1527,Bareland,Wetland,Forest,Water,Non_Wetland,Grassland
1528,Bareland,Bareland,NULL,Water,Non_Wetland,Cropland
1529,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1530,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1531,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1532,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1533,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1534,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1535,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1536,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1537,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1538,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1539,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1540,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1541,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1542,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1543,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1544,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1545,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1546,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1547,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1548,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1549,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1550,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1551,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1552,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1553,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1554,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1555,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1556,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1557,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1558,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1559,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1560,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
1561,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1562,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1563,Bareland,Bareland,Wetland,NULL,Wetland,Water
1564,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
1565,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1566,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1567,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1568,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1569,Bareland,Bareland,Wetland,Water,Wetland,Water
1570,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1571,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1572,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1573,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1574,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1575,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1576,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1577,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1578,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1579,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1580,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1581,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1582,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1583,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1584,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1585,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
1586,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
1587,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1588,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1589,Bareland,Bareland,Water,Non_Water,Water,Grassland
1590,Bareland,Bareland,Water,Non_Water,Water,Wetland
1591,Bareland,Bareland,Water,Water,Water,Cropland
1592,Bareland,Bareland,Water,Water,Water,Wetland
1593,Bareland,Bareland,Water,Water,Water,Bareland
1594,Bareland,Bareland,Water,Water,Water,Water
1595,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1596,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1597,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1598,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1599,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1600,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1601,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1602,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1603,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1604,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1605,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1606,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1607,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1608,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1609,Bareland,Built-up,Cropland,Water,Non_Wetland,Grassland
1610,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1611,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1612,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1613,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1614,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1615,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1616,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1617,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1618,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1619,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1620,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1621,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1622,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1623,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1624,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1625,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1626,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1627,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1628,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1629,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1630,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1631,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1632,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1633,Bareland,Water,Grassland,Water,Non_Wetland,Water
1634,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1635,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1636,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
1637,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1638,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1639,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1640,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1641,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1642,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1643,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1644,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
1645,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1646,Bareland,Water,Cropland,Water,Non_Wetland,Water
1647,Bareland,Water,Wetland,NULL,Wetland,Grassland
1648,Bareland,Water,Wetland,Water,Wetland,Cropland
1649,Bareland,Water,Wetland,Water,Wetland,Wetland
1650,Bareland,Water,Wetland,Water,Wetland,Bareland
1651,Bareland,Water,Wetland,Water,Wetland,Water
1652,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1653,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1654,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1655,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1656,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1657,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1658,Bareland,Water,Bareland,Water,Non_Wetland,Water
1659,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1660,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1661,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1662,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1663,Bareland,Water,Water,Water,Water,Bareland
1664,Bareland,Water,Water,Water,Water,Water
1665,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1666,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1667,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1668,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1669,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1670,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1671,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1672,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1673,Water,NULL,NULL,Water,Non_Wetland,Wetland
1674,Water,NULL,NULL,Water,Non_Wetland,Forest
1675,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1676,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1677,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1678,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1679,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1680,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1681,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1682,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1683,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
