Value,AFRICA_2024_DynamicWorld_2024_37PDP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDP_M_R,AFRICA_2024_GSW_Yearly_2021_37PDP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDP_M_R,AFRICA_2024_WorldCover_2021_37PDP_M_R
1284,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1285,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1286,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1287,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1288,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1289,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1290,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1291,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1292,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1293,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1294,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1295,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1296,Forest,Cropland,Water,NULL,Water,NULL
1297,Forest,Cropland,Water,NULL,Water,Grassland
1298,Forest,Cropland,Water,NULL,Water,Forest
1299,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1300,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1301,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1302,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1303,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1304,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1305,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1306,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1307,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1308,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1309,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1310,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1311,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
1312,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1313,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1314,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1315,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1316,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1317,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1318,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1319,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1320,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1321,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1322,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1323,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1324,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1325,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1326,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1327,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1328,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1329,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1330,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1331,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1332,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1333,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1334,Forest,Built-up,Wetland,NULL,Wetland,Forest
1335,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1336,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1337,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1338,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1339,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1340,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1341,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1342,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1343,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1344,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1345,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1346,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1347,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1348,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1349,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1350,Forest,Built-up,Water,NULL,Water,Forest
1351,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1352,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1353,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1354,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1355,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1356,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1357,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
1358,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1359,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1360,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1361,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1362,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1363,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1364,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1365,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1366,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1367,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1368,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1369,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1370,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1371,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1372,Forest,Water,Bareland,Water,Non_Wetland,Forest
1373,Forest,Water,Forest,NULL,Non_Wetland,NULL
1374,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1375,Forest,Water,Forest,NULL,Non_Wetland,Forest
1376,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1377,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1378,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1379,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1380,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1381,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1382,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1383,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1384,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1385,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1386,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1387,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1388,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1389,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1390,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1391,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1392,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1393,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1394,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1395,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1396,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1397,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1398,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1399,Forest,Forest,Wetland,NULL,Wetland,Forest
1400,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1401,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1402,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1403,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1404,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1405,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1406,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1407,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1408,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1409,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1410,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1411,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1412,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1413,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1414,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1415,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1416,Forest,Forest,Water,NULL,Water,NULL
1417,Forest,Forest,Water,NULL,Water,Grassland
1418,Forest,Forest,Water,NULL,Water,Forest
1419,Forest,Forest,Water,Water,Water,Forest
1420,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1421,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1422,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1423,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1424,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1425,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1426,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1427,Forest,Forest,Forest,Water,Non_Wetland,NULL
1428,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1429,Forest,Forest,Forest,Water,Non_Wetland,Forest
