Value,AFRICA_2024_DynamicWorld_2024_37PCN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCN_M_R,AFRICA_2024_GSW_Yearly_2021_37PCN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCN_M_R,AFRICA_2024_WorldCover_2021_37PCN_M_R
1272,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1273,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1274,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1275,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1276,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1277,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1278,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1279,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1280,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1281,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1282,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1283,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1284,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1285,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1286,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1287,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1288,Wetland,NULL,Wetland,NULL,Wetland,Forest
1289,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1290,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1291,Wetland,NULL,Wetland,Water,Wetland,Cropland
1292,Wetland,NULL,Wetland,Water,Wetland,Wetland
1293,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1294,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1295,Wetland,NULL,Water,NULL,Water,Wetland
1296,Wetland,NULL,Water,Water,Water,Wetland
1297,Wetland,NULL,Water,Water,Water,Water
1298,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1299,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1300,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1301,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1302,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1303,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1304,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1305,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1306,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1307,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1308,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1309,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1310,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1311,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1312,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1313,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1314,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1315,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1316,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1317,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1318,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1319,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1320,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1321,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1322,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1323,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1324,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1325,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1326,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1327,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1328,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1329,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1330,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1331,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1332,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1333,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1334,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1335,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1336,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1337,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1338,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1339,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1340,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1341,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1342,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1343,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1344,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1345,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1346,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1347,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1348,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1349,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1350,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1351,Wetland,Cropland,Wetland,NULL,Wetland,Bareland
1352,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1353,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1354,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1355,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1356,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1357,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1358,Wetland,Cropland,Wetland,Water,Wetland,NULL
1359,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1360,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1361,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1362,Wetland,Cropland,Wetland,Water,Wetland,Forest
1363,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1364,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1365,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1366,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1367,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1368,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1369,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1370,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1371,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1372,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1373,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1374,Wetland,Cropland,Bareland,Water,Non_Wetland,Forest
1375,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1376,Wetland,Cropland,Water,NULL,Water,Forest
1377,Wetland,Cropland,Water,Non_Water,Water,Wetland
1378,Wetland,Cropland,Water,Non_Water,Water,Forest
1379,Wetland,Cropland,Water,Water,Water,Cropland
1380,Wetland,Cropland,Water,Water,Water,Wetland
1381,Wetland,Cropland,Water,Water,Water,Bareland
1382,Wetland,Cropland,Water,Water,Water,Water
1383,Wetland,Cropland,Water,Water,Water,Forest
1384,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1385,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1386,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1387,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1388,Wetland,Cropland,Forest,NULL,Non_Wetland,Water
1389,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1390,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1391,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1392,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1393,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1394,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1395,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
1396,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1397,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1398,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
1399,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1400,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1401,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1402,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1403,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1404,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1405,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1406,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1407,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1408,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1409,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1410,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1411,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1412,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1413,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1414,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1415,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1416,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1417,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1418,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1419,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1420,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1421,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1422,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1423,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1424,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1425,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1426,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1427,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1428,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1429,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1430,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1431,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1432,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1433,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1434,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1435,Wetland,Wetland,Wetland,NULL,Wetland,Water
1436,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1437,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1438,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1439,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1440,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1441,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1442,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1443,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1444,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1445,Wetland,Wetland,Wetland,Water,Wetland,Water
1446,Wetland,Wetland,Wetland,Water,Wetland,Forest
1447,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1448,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1449,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1450,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1451,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1452,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1453,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1454,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1455,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1456,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1457,Wetland,Wetland,Water,NULL,Water,Wetland
1458,Wetland,Wetland,Water,NULL,Water,Water
1459,Wetland,Wetland,Water,NULL,Water,Forest
1460,Wetland,Wetland,Water,Non_Water,Water,Wetland
1461,Wetland,Wetland,Water,Non_Water,Water,Forest
1462,Wetland,Wetland,Water,Water,Water,Grassland
1463,Wetland,Wetland,Water,Water,Water,Cropland
1464,Wetland,Wetland,Water,Water,Water,Wetland
1465,Wetland,Wetland,Water,Water,Water,Water
1466,Wetland,Wetland,Water,Water,Water,Forest
1467,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1468,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1469,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1470,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1471,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1472,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1473,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1474,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1475,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1476,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1477,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1478,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
1479,Wetland,Built-up,Wetland,NULL,Wetland,Cropland
1480,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1481,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1482,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL
1483,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
1484,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1485,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1486,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
1487,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1488,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
1489,Wetland,Water,NULL,Water,Non_Wetland,Cropland
1490,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1491,Wetland,Water,NULL,Water,Non_Wetland,Forest
1492,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1493,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1494,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1495,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1496,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1497,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1498,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1499,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1500,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1501,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1502,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1503,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1504,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1505,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1506,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1507,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1508,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1509,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1510,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1511,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1512,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1513,Wetland,Water,Grassland,Water,Non_Wetland,Forest
1514,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1515,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1516,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1517,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1518,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1519,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1520,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1521,Wetland,Water,Cropland,Water,Non_Wetland,Water
1522,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1523,Wetland,Water,Wetland,NULL,Wetland,NULL
1524,Wetland,Water,Wetland,NULL,Wetland,Grassland
1525,Wetland,Water,Wetland,NULL,Wetland,Cropland
1526,Wetland,Water,Wetland,NULL,Wetland,Wetland
1527,Wetland,Water,Wetland,NULL,Wetland,Bareland
1528,Wetland,Water,Wetland,NULL,Wetland,Water
1529,Wetland,Water,Wetland,NULL,Wetland,Forest
1530,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1531,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1532,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1533,Wetland,Water,Wetland,Non_Water,Wetland,Water
1534,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1535,Wetland,Water,Wetland,Water,Wetland,Grassland
1536,Wetland,Water,Wetland,Water,Wetland,Cropland
1537,Wetland,Water,Wetland,Water,Wetland,Wetland
1538,Wetland,Water,Wetland,Water,Wetland,Bareland
1539,Wetland,Water,Wetland,Water,Wetland,Water
1540,Wetland,Water,Wetland,Water,Wetland,Forest
1541,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1542,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1543,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1544,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1545,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1546,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1547,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1548,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1549,Wetland,Water,Bareland,Water,Non_Wetland,Water
1550,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1551,Wetland,Water,Water,NULL,Water,Cropland
1552,Wetland,Water,Water,NULL,Water,Wetland
1553,Wetland,Water,Water,NULL,Water,Bareland
1554,Wetland,Water,Water,NULL,Water,Water
1555,Wetland,Water,Water,NULL,Water,Forest
1556,Wetland,Water,Water,Non_Water,Water,Cropland
1557,Wetland,Water,Water,Non_Water,Water,Wetland
1558,Wetland,Water,Water,Non_Water,Water,Bareland
1559,Wetland,Water,Water,Non_Water,Water,Water
1560,Wetland,Water,Water,Non_Water,Water,Forest
1561,Wetland,Water,Water,Water,Water,Cropland
1562,Wetland,Water,Water,Water,Water,Wetland
1563,Wetland,Water,Water,Water,Water,Bareland
1564,Wetland,Water,Water,Water,Water,Water
1565,Wetland,Water,Water,Water,Water,Forest
1566,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1567,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1568,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1569,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1570,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1571,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1572,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1573,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1574,Wetland,Water,Forest,Water,Non_Wetland,Water
1575,Wetland,Water,Forest,Water,Non_Wetland,Forest
1576,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1577,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1578,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1579,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1580,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1581,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1582,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1583,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1584,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1585,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1586,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1587,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1588,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1589,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1590,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1591,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1592,Wetland,Forest,Wetland,NULL,Wetland,Forest
1593,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1594,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1595,Wetland,Forest,Wetland,Water,Wetland,Wetland
1596,Wetland,Forest,Bareland,NULL,Non_Wetland,Cropland
1597,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1598,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1599,Wetland,Forest,Water,Water,Water,Water
1600,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1601,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1602,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1603,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1604,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1605,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1606,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1607,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1608,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1609,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1610,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1611,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1612,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1613,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1614,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1615,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1616,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1617,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1618,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1619,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
1620,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1621,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1622,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1623,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1624,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1625,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1626,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1627,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1628,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1629,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1630,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1631,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1632,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1633,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
1634,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1635,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1636,Bareland,NULL,Wetland,Water,Wetland,Cropland
1637,Bareland,NULL,Wetland,Water,Wetland,Water
1638,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1639,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1640,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1641,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1642,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1643,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1644,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1645,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1646,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1647,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1648,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1649,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1650,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1651,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1652,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1653,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1654,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1655,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1656,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1657,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1658,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1659,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1660,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1661,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1662,Bareland,NULL,Water,NULL,Water,Grassland
1663,Bareland,NULL,Water,Water,Water,Bareland
1664,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1665,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1666,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1667,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1668,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1669,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1670,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1671,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1672,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1673,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1674,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1675,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
1676,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1677,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1678,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1679,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1680,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1681,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1682,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1683,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1684,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1685,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1686,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1687,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1688,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1689,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1690,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1691,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1692,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
