Value,AFRICA_2024_DynamicWorld_2024_37PEL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,AFRICA_2024_GSW_Yearly_2021_37PEL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,AFRICA_2024_WorldCover_2021_37PEL_M_R
1249,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1250,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1251,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1252,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1253,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1254,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1255,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
1256,Bareland,Cropland,Water,Non_Water,Water,Bareland
1257,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1258,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1259,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1260,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1261,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
1262,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1263,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1264,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
1265,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1266,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1267,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1268,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1269,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1270,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1271,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1272,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1273,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1274,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1275,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1276,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1277,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1278,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1279,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1280,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1281,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1282,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1283,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1284,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1285,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1286,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1287,Bareland,Bareland,Wetland,Water,Wetland,Water
1288,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1289,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1290,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1291,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1292,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1293,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1294,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1295,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1296,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1297,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1298,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1299,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1300,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
1301,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1302,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1303,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1304,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1305,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1306,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1307,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1308,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1309,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1310,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1311,Bareland,Bareland,Water,Water,Water,NULL
1312,Bareland,Bareland,Water,Water,Water,Water
1313,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1314,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1315,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1316,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1317,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up
1318,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1319,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1320,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1321,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1322,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1323,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1324,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
1325,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1326,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1327,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1328,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1329,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1330,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1331,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1332,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1333,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1334,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1335,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1336,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1337,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1338,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1339,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1340,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1341,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1342,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1343,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1344,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1345,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1346,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1347,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1348,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1349,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1350,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1351,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1352,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1353,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1354,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1355,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1356,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1357,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1358,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1359,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1360,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1361,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1362,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1363,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1364,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1365,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1366,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1367,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1368,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1369,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1370,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1371,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1372,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL
1373,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1374,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1375,Bareland,Water,Grassland,Water,Non_Wetland,NULL
1376,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1377,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1378,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1379,Bareland,Water,Grassland,Water,Non_Wetland,Water
1380,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1381,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1382,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1383,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1384,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1385,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1386,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1387,Bareland,Water,Wetland,NULL,Wetland,Bareland
1388,Bareland,Water,Wetland,NULL,Wetland,Forest
1389,Bareland,Water,Wetland,Water,Wetland,Cropland
1390,Bareland,Water,Wetland,Water,Wetland,Wetland
1391,Bareland,Water,Wetland,Water,Wetland,Bareland
1392,Bareland,Water,Wetland,Water,Wetland,Water
1393,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1394,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1395,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1396,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1397,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1398,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1399,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1400,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1401,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1402,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
1403,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1404,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1405,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1406,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1407,Bareland,Water,Bareland,Water,Non_Wetland,NULL
1408,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1409,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1410,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1411,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1412,Bareland,Water,Bareland,Water,Non_Wetland,Water
1413,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1414,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1415,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1416,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1417,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1418,Bareland,Water,Water,Water,Water,Water
1419,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1420,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1421,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1422,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1423,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1424,Bareland,Water,Forest,Water,Non_Wetland,Cropland
1425,Bareland,Water,Forest,Water,Non_Wetland,Wetland
1426,Bareland,Water,Forest,Water,Non_Wetland,Water
1427,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1428,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1429,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1430,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1431,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1432,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1433,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
1434,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1435,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1436,Bareland,Forest,Wetland,NULL,Wetland,NULL
1437,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1438,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1439,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1440,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1441,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1442,Water,NULL,NULL,NULL,Non_Wetland,NULL
1443,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1444,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1445,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1446,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1447,Water,NULL,NULL,NULL,Non_Wetland,Forest
1448,Water,NULL,NULL,Water,Non_Wetland,Wetland
1449,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1450,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1451,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1452,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1453,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1454,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1455,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1456,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1457,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1458,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1459,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1460,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1461,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1462,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1463,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1464,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1465,Water,NULL,Grassland,NULL,Non_Wetland,Water
1466,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1467,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1468,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1469,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1470,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1471,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1472,Water,NULL,Grassland,Water,Non_Wetland,NULL
1473,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1474,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1475,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1476,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1477,Water,NULL,Grassland,Water,Non_Wetland,Water
1478,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1479,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1480,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1481,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1482,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1483,Water,NULL,Cropland,NULL,Non_Wetland,Water
1484,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1485,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1486,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1487,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1488,Water,NULL,Cropland,Water,Non_Wetland,NULL
1489,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1490,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1491,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1492,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1493,Water,NULL,Cropland,Water,Non_Wetland,Water
1494,Water,NULL,Wetland,NULL,Wetland,NULL
1495,Water,NULL,Wetland,NULL,Wetland,Grassland
1496,Water,NULL,Wetland,NULL,Wetland,Cropland
1497,Water,NULL,Wetland,NULL,Wetland,Wetland
1498,Water,NULL,Wetland,NULL,Wetland,Bareland
1499,Water,NULL,Wetland,NULL,Wetland,Forest
1500,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1501,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1502,Water,NULL,Wetland,Water,Wetland,NULL
1503,Water,NULL,Wetland,Water,Wetland,Grassland
1504,Water,NULL,Wetland,Water,Wetland,Cropland
1505,Water,NULL,Wetland,Water,Wetland,Wetland
1506,Water,NULL,Wetland,Water,Wetland,Bareland
1507,Water,NULL,Wetland,Water,Wetland,Water
1508,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1509,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1510,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1511,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1512,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1513,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1514,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1515,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1516,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1517,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1518,Water,NULL,Bareland,NULL,Non_Wetland,Water
1519,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1520,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1521,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1522,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1523,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1524,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1525,Water,NULL,Bareland,Water,Non_Wetland,NULL
1526,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1527,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1528,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1529,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1530,Water,NULL,Bareland,Water,Non_Wetland,Water
1531,Water,NULL,Bareland,Water,Non_Wetland,Forest
1532,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1533,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1534,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1535,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1536,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1537,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1538,Water,NULL,Built-up,NULL,Non_Wetland,Water
1539,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1540,Water,NULL,Built-up,Water,Non_Wetland,NULL
1541,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1542,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1543,Water,NULL,Water,NULL,Water,NULL
1544,Water,NULL,Water,NULL,Water,Grassland
1545,Water,NULL,Water,NULL,Water,Cropland
1546,Water,NULL,Water,NULL,Water,Bareland
1547,Water,NULL,Water,NULL,Water,Water
1548,Water,NULL,Water,NULL,Water,Forest
1549,Water,NULL,Water,Non_Water,Water,Grassland
1550,Water,NULL,Water,Water,Water,Grassland
1551,Water,NULL,Water,Water,Water,Cropland
1552,Water,NULL,Water,Water,Water,Wetland
1553,Water,NULL,Water,Water,Water,Bareland
1554,Water,NULL,Water,Water,Water,Water
1555,Water,NULL,Water,Water,Water,Forest
1556,Water,NULL,Forest,NULL,Non_Wetland,NULL
1557,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1558,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1559,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1560,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1561,Water,NULL,Forest,NULL,Non_Wetland,Forest
1562,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1563,Water,NULL,Forest,Water,Non_Wetland,NULL
1564,Water,NULL,Forest,Water,Non_Wetland,Grassland
1565,Water,NULL,Forest,Water,Non_Wetland,Cropland
1566,Water,NULL,Forest,Water,Non_Wetland,Wetland
1567,Water,NULL,Forest,Water,Non_Wetland,Water
1568,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1569,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1570,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1571,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1572,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1573,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1574,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1575,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1576,Water,Cropland,NULL,Water,Non_Wetland,Water
1577,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1578,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1579,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1580,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1581,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1582,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1583,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1584,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1585,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1586,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1587,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1588,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1589,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1590,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1591,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1592,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1593,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1594,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1595,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1596,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1597,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1598,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1599,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1600,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1601,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1602,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1603,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1604,Water,Cropland,Grassland,Water,Non_Wetland,NULL
1605,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1606,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1607,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1608,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1609,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1610,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1611,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1612,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1613,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1614,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1615,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1616,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1617,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1618,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1619,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1620,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1621,Water,Cropland,Cropland,Water,Non_Wetland,NULL
1622,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1623,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1624,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1625,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1626,Water,Cropland,Cropland,Water,Non_Wetland,Water
1627,Water,Cropland,Wetland,NULL,Wetland,NULL
1628,Water,Cropland,Wetland,NULL,Wetland,Grassland
1629,Water,Cropland,Wetland,NULL,Wetland,Cropland
1630,Water,Cropland,Wetland,NULL,Wetland,Wetland
1631,Water,Cropland,Wetland,NULL,Wetland,Bareland
1632,Water,Cropland,Wetland,NULL,Wetland,Forest
1633,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1634,Water,Cropland,Wetland,Water,Wetland,NULL
1635,Water,Cropland,Wetland,Water,Wetland,Grassland
1636,Water,Cropland,Wetland,Water,Wetland,Cropland
1637,Water,Cropland,Wetland,Water,Wetland,Wetland
1638,Water,Cropland,Wetland,Water,Wetland,Bareland
1639,Water,Cropland,Wetland,Water,Wetland,Water
1640,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1641,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1642,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1643,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1644,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1645,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1646,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1647,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1648,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1649,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1650,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1651,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1652,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1653,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1654,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1655,Water,Cropland,Bareland,Water,Non_Wetland,NULL
1656,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1657,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1658,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1659,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1660,Water,Cropland,Bareland,Water,Non_Wetland,Water
1661,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1662,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1663,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1664,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
1665,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1666,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1667,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1668,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL
1669,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1670,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1671,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1672,Water,Cropland,Water,NULL,Water,Grassland
1673,Water,Cropland,Water,NULL,Water,Cropland
1674,Water,Cropland,Water,NULL,Water,Wetland
