Value,AFRICA_2024_DynamicWorld_2024_37PBR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBR_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBR_M_R,AFRICA_2024_GSW_Yearly_2021_37PBR_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBR_M_R,AFRICA_2024_WorldCover_2021_37PBR_M_R
1290,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1291,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1292,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1293,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1294,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1295,Water,Water,Shrubland,NULL,Non_Wetland,Water
1296,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1297,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1298,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1299,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1300,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1301,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1302,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1303,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1304,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1305,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1306,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1307,Water,Water,Shrubland,Water,Non_Wetland,Water
1308,Water,Water,Shrubland,Water,Non_Wetland,Forest
1309,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1310,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1311,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1312,Water,Water,Grassland,NULL,Non_Wetland,Water
1313,Water,Water,Grassland,NULL,Non_Wetland,Forest
1314,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1315,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1316,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1317,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1318,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1319,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1320,Water,Water,Grassland,Water,Non_Wetland,Grassland
1321,Water,Water,Grassland,Water,Non_Wetland,Cropland
1322,Water,Water,Grassland,Water,Non_Wetland,Bareland
1323,Water,Water,Grassland,Water,Non_Wetland,Water
1324,Water,Water,Grassland,Water,Non_Wetland,Forest
1325,Water,Water,Cropland,NULL,Non_Wetland,NULL
1326,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1327,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1328,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1329,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1330,Water,Water,Cropland,NULL,Non_Wetland,Water
1331,Water,Water,Cropland,NULL,Non_Wetland,Forest
1332,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1333,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1334,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1335,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1336,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1337,Water,Water,Cropland,Water,Non_Wetland,Grassland
1338,Water,Water,Cropland,Water,Non_Wetland,Cropland
1339,Water,Water,Cropland,Water,Non_Wetland,Wetland
1340,Water,Water,Cropland,Water,Non_Wetland,Bareland
1341,Water,Water,Cropland,Water,Non_Wetland,Water
1342,Water,Water,Cropland,Water,Non_Wetland,Forest
1343,Water,Water,Wetland,NULL,Wetland,NULL
1344,Water,Water,Wetland,NULL,Wetland,Grassland
1345,Water,Water,Wetland,NULL,Wetland,Cropland
1346,Water,Water,Wetland,NULL,Wetland,Wetland
1347,Water,Water,Wetland,NULL,Wetland,Bareland
1348,Water,Water,Wetland,NULL,Wetland,Water
1349,Water,Water,Wetland,NULL,Wetland,Forest
1350,Water,Water,Wetland,Non_Water,Wetland,Grassland
1351,Water,Water,Wetland,Non_Water,Wetland,Cropland
1352,Water,Water,Wetland,Non_Water,Wetland,Wetland
1353,Water,Water,Wetland,Non_Water,Wetland,Bareland
1354,Water,Water,Wetland,Non_Water,Wetland,Water
1355,Water,Water,Wetland,Non_Water,Wetland,Forest
1356,Water,Water,Wetland,Water,Wetland,NULL
1357,Water,Water,Wetland,Water,Wetland,Grassland
1358,Water,Water,Wetland,Water,Wetland,Cropland
1359,Water,Water,Wetland,Water,Wetland,Wetland
1360,Water,Water,Wetland,Water,Wetland,Bareland
1361,Water,Water,Wetland,Water,Wetland,Water
1362,Water,Water,Wetland,Water,Wetland,Forest
1363,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1364,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1365,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1366,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1367,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1368,Water,Water,Bareland,NULL,Non_Wetland,NULL
1369,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1370,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1371,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1372,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1373,Water,Water,Bareland,NULL,Non_Wetland,Water
1374,Water,Water,Bareland,NULL,Non_Wetland,Forest
1375,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1376,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1377,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1378,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1379,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1380,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1381,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1382,Water,Water,Bareland,Water,Non_Wetland,NULL
1383,Water,Water,Bareland,Water,Non_Wetland,Grassland
1384,Water,Water,Bareland,Water,Non_Wetland,Cropland
1385,Water,Water,Bareland,Water,Non_Wetland,Wetland
1386,Water,Water,Bareland,Water,Non_Wetland,Bareland
1387,Water,Water,Bareland,Water,Non_Wetland,Water
1388,Water,Water,Bareland,Water,Non_Wetland,Forest
1389,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1390,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1391,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1392,Water,Water,Built-up,NULL,Non_Wetland,Water
1393,Water,Water,Built-up,NULL,Non_Wetland,Forest
1394,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1395,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1396,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1397,Water,Water,Built-up,Water,Non_Wetland,Grassland
1398,Water,Water,Built-up,Water,Non_Wetland,Bareland
1399,Water,Water,Built-up,Water,Non_Wetland,Water
1400,Water,Water,Built-up,Water,Non_Wetland,Forest
1401,Water,Water,Water,NULL,Water,Grassland
1402,Water,Water,Water,NULL,Water,Cropland
1403,Water,Water,Water,NULL,Water,Bareland
1404,Water,Water,Water,NULL,Water,Water
1405,Water,Water,Water,NULL,Water,Forest
1406,Water,Water,Water,Non_Water,Water,Grassland
1407,Water,Water,Water,Non_Water,Water,Cropland
1408,Water,Water,Water,Non_Water,Water,Wetland
1409,Water,Water,Water,Non_Water,Water,Bareland
1410,Water,Water,Water,Non_Water,Water,Water
1411,Water,Water,Water,Non_Water,Water,Forest
1412,Water,Water,Water,Water,Water,Grassland
1413,Water,Water,Water,Water,Water,Cropland
1414,Water,Water,Water,Water,Water,Wetland
1415,Water,Water,Water,Water,Water,Bareland
1416,Water,Water,Water,Water,Water,Water
1417,Water,Water,Water,Water,Water,Forest
1418,Water,Water,Forest,NULL,Non_Wetland,NULL
1419,Water,Water,Forest,NULL,Non_Wetland,Grassland
1420,Water,Water,Forest,NULL,Non_Wetland,Cropland
1421,Water,Water,Forest,NULL,Non_Wetland,Bareland
1422,Water,Water,Forest,NULL,Non_Wetland,Water
1423,Water,Water,Forest,NULL,Non_Wetland,Forest
1424,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1425,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1426,Water,Water,Forest,Water,Non_Wetland,NULL
1427,Water,Water,Forest,Water,Non_Wetland,Cropland
1428,Water,Water,Forest,Water,Non_Wetland,Wetland
1429,Water,Water,Forest,Water,Non_Wetland,Bareland
1430,Water,Water,Forest,Water,Non_Wetland,Water
1431,Water,Water,Forest,Water,Non_Wetland,Forest
1432,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1433,Water,Forest,NULL,NULL,Non_Wetland,Forest
1434,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
1435,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1436,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1437,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1438,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1439,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1440,Water,Forest,Wetland,NULL,Wetland,Forest
1441,Water,Forest,Wetland,Non_Water,Wetland,Cropland
1442,Water,Forest,Wetland,Water,Wetland,Forest
1443,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1444,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1445,Water,Forest,Water,NULL,Water,Grassland
1446,Water,Forest,Water,NULL,Water,Forest
1447,Water,Forest,Water,Water,Water,Grassland
1448,Water,Forest,Water,Water,Water,Forest
1449,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1450,Water,Forest,Forest,NULL,Non_Wetland,Forest
1451,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1452,Water,Forest,Forest,Water,Non_Wetland,Forest
1453,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1454,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1455,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1456,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1457,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1458,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1459,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1460,Forest,NULL,NULL,Water,Non_Wetland,Forest
1461,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1462,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1463,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1464,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1465,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1466,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1467,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1468,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1469,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1470,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1471,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1472,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1473,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1474,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1475,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1476,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1477,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1478,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1479,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1480,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1481,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1482,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1483,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1484,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1485,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1486,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1487,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1488,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1489,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1490,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1491,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1492,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1493,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1494,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1495,Forest,NULL,Cropland,Water,Non_Wetland,Water
1496,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1497,Forest,NULL,Wetland,NULL,Wetland,NULL
1498,Forest,NULL,Wetland,NULL,Wetland,Forest
1499,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1500,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1501,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1502,Forest,NULL,Wetland,Water,Wetland,Grassland
1503,Forest,NULL,Wetland,Water,Wetland,Cropland
1504,Forest,NULL,Wetland,Water,Wetland,Wetland
1505,Forest,NULL,Wetland,Water,Wetland,Bareland
1506,Forest,NULL,Wetland,Water,Wetland,Water
1507,Forest,NULL,Wetland,Water,Wetland,Forest
1508,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1509,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1510,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1511,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1512,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1513,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1514,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1515,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1516,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1517,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1518,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1519,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1520,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1521,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1522,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1523,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1524,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1525,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1526,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1527,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1528,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1529,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1530,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1531,Forest,NULL,Water,NULL,Water,NULL
1532,Forest,NULL,Water,NULL,Water,Grassland
1533,Forest,NULL,Water,NULL,Water,Cropland
1534,Forest,NULL,Water,NULL,Water,Forest
1535,Forest,NULL,Water,Non_Water,Water,Grassland
1536,Forest,NULL,Water,Water,Water,Grassland
1537,Forest,NULL,Water,Water,Water,Forest
1538,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1539,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1540,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1541,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1542,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1543,Forest,NULL,Forest,NULL,Non_Wetland,Water
1544,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1545,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1546,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1547,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1548,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1549,Forest,NULL,Forest,Water,Non_Wetland,Water
1550,Forest,NULL,Forest,Water,Non_Wetland,Forest
1551,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1552,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1553,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1554,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1555,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1556,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1557,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1558,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1559,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1560,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1561,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1562,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1563,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1564,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1565,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1566,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1567,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1568,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1569,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1570,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1571,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1572,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1573,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1574,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1575,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1576,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1577,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1578,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1579,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1580,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1581,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1582,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
1583,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1584,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1585,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1586,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1587,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1588,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1589,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1590,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1591,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1592,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1593,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1594,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1595,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1596,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1597,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1598,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1599,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1600,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1601,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1602,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1603,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1604,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1605,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1606,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1607,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1608,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1609,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1610,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1611,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1612,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1613,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1614,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1615,Forest,Water,NULL,NULL,Non_Wetland,Forest
1616,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1617,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1618,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1619,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1620,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1621,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1622,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1623,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1624,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1625,Forest,Water,Wetland,NULL,Wetland,Forest
1626,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1627,Forest,Water,Wetland,Water,Wetland,Cropland
1628,Forest,Water,Wetland,Water,Wetland,Forest
1629,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1630,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1631,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1632,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1633,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1634,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1635,Forest,Water,Bareland,Water,Non_Wetland,Forest
1636,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1637,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1638,Forest,Water,Forest,NULL,Non_Wetland,NULL
1639,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1640,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1641,Forest,Water,Forest,NULL,Non_Wetland,Forest
1642,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1643,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1644,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1645,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1646,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1647,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1648,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1649,Forest,Forest,NULL,Water,Non_Wetland,Forest
1650,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1651,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1652,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1653,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1654,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1655,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1656,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1657,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1658,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1659,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1660,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1661,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1662,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1663,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1664,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1665,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1666,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1667,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1668,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1669,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1670,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1671,Forest,Forest,Wetland,NULL,Wetland,Grassland
1672,Forest,Forest,Wetland,NULL,Wetland,Cropland
1673,Forest,Forest,Wetland,NULL,Wetland,Forest
1674,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1675,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1676,Forest,Forest,Wetland,Water,Wetland,Grassland
1677,Forest,Forest,Wetland,Water,Wetland,Cropland
1678,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1679,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1680,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1681,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1682,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1683,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1684,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1685,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1686,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1687,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1688,Forest,Forest,Water,NULL,Water,Grassland
1689,Forest,Forest,Water,NULL,Water,Forest
1690,Forest,Forest,Water,Water,Water,Forest
1691,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1692,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1693,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1694,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1695,Forest,Forest,Forest,NULL,Non_Wetland,Water
1696,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1697,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1698,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1699,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1700,Forest,Forest,Forest,Water,Non_Wetland,Forest
