Value,AFRICA_2024_DynamicWorld_2024_37PCP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCP_M_R,AFRICA_2024_GSW_Yearly_2021_37PCP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCP_M_R,AFRICA_2024_WorldCover_2021_37PCP_M_R
1264,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1265,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1266,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1267,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1268,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1269,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1270,Cropland,Built-up,Shrubland,Water,Non_Wetland,Cropland
1271,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1272,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1273,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1274,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1275,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1276,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1277,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1278,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1279,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1280,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1281,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1282,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1283,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1284,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL
1285,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1286,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1287,Cropland,Built-up,Wetland,NULL,Wetland,NULL
1288,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
1289,Cropland,Built-up,Wetland,NULL,Wetland,Cropland
1290,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
1291,Cropland,Built-up,Wetland,NULL,Wetland,Built-up
1292,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1293,Cropland,Built-up,Wetland,Non_Water,Wetland,Grassland
1294,Cropland,Built-up,Wetland,Non_Water,Wetland,Cropland
1295,Cropland,Built-up,Wetland,Water,Wetland,Cropland
1296,Cropland,Built-up,Wetland,Water,Wetland,Wetland
1297,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1298,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1299,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1300,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1301,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
1302,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1303,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1304,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1305,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1306,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1307,Cropland,Built-up,Bareland,Water,Non_Wetland,Cropland
1308,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1309,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1310,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1311,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1312,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1313,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1314,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1315,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1316,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1317,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1318,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1319,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1320,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1321,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL
1322,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
1323,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1324,Cropland,Built-up,Forest,Water,Non_Wetland,NULL
1325,Cropland,Built-up,Forest,Water,Non_Wetland,Cropland
1326,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
1327,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland
1328,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1329,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1330,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
1331,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1332,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1333,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1334,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1335,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1336,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
1337,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
1338,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1339,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
1340,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1341,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1342,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1343,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1344,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1345,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1346,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1347,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1348,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1349,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1350,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
1351,Cropland,Water,Wetland,NULL,Wetland,Grassland
1352,Cropland,Water,Wetland,NULL,Wetland,Cropland
1353,Cropland,Water,Wetland,NULL,Wetland,Wetland
1354,Cropland,Water,Wetland,NULL,Wetland,Forest
1355,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1356,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
1357,Cropland,Water,Wetland,Non_Water,Wetland,Forest
1358,Cropland,Water,Wetland,Water,Wetland,Grassland
1359,Cropland,Water,Wetland,Water,Wetland,Cropland
1360,Cropland,Water,Wetland,Water,Wetland,Wetland
1361,Cropland,Water,Wetland,Water,Wetland,Water
1362,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1363,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1364,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1365,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1366,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1367,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
1368,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1369,Cropland,Water,Bareland,Water,Non_Wetland,Water
1370,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
1371,Cropland,Water,Water,NULL,Water,Forest
1372,Cropland,Water,Water,Water,Water,Cropland
1373,Cropland,Water,Water,Water,Water,Bareland
1374,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1375,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1376,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
1377,Cropland,Water,Forest,Water,Non_Wetland,Cropland
1378,Cropland,Water,Forest,Water,Non_Wetland,Wetland
1379,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1380,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1381,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1382,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1383,Cropland,Forest,NULL,Non_Water,Non_Wetland,Cropland
1384,Cropland,Forest,NULL,Water,Non_Wetland,Cropland
1385,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1386,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1387,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1388,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1389,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1390,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1391,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1392,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
1393,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1394,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1395,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1396,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
1397,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1398,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1399,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
1400,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1401,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1402,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1403,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1404,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1405,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1406,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1407,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1408,Cropland,Forest,Wetland,NULL,Wetland,NULL
1409,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1410,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1411,Cropland,Forest,Wetland,NULL,Wetland,Forest
1412,Cropland,Forest,Wetland,Non_Water,Wetland,NULL
1413,Cropland,Forest,Wetland,Non_Water,Wetland,Cropland
1414,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1415,Cropland,Forest,Wetland,Water,Wetland,NULL
1416,Cropland,Forest,Wetland,Water,Wetland,Grassland
1417,Cropland,Forest,Wetland,Water,Wetland,Cropland
1418,Cropland,Forest,Wetland,Water,Wetland,Wetland
1419,Cropland,Forest,Wetland,Water,Wetland,Water
1420,Cropland,Forest,Wetland,Water,Wetland,Forest
1421,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1422,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1423,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1424,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1425,Cropland,Forest,Water,Water,Water,NULL
1426,Cropland,Forest,Water,Water,Water,Cropland
1427,Cropland,Forest,Water,Water,Water,Wetland
1428,Cropland,Forest,Water,Water,Water,Water
1429,Cropland,Forest,Water,Water,Water,Forest
1430,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1431,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1432,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1433,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1434,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1435,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1436,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
1437,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1438,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1439,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
1440,Cropland,Forest,Forest,Water,Non_Wetland,Forest
1441,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1442,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1443,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
1444,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
1445,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1446,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1447,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1448,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1449,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1450,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1451,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1452,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1453,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1454,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1455,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1456,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1457,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1458,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1459,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1460,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1461,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1462,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1463,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1464,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1465,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1466,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1467,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1468,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1469,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1470,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1471,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1472,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1473,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1474,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1475,Wetland,NULL,Wetland,NULL,Wetland,NULL
1476,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1477,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1478,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1479,Wetland,NULL,Wetland,NULL,Wetland,Forest
1480,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1481,Wetland,NULL,Wetland,Water,Wetland,Cropland
1482,Wetland,NULL,Wetland,Water,Wetland,Wetland
1483,Wetland,NULL,Wetland,Water,Wetland,Water
1484,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1485,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1486,Wetland,NULL,Water,NULL,Water,Wetland
1487,Wetland,NULL,Water,Water,Water,Wetland
1488,Wetland,NULL,Water,Water,Water,Water
1489,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1490,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1491,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1492,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1493,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1494,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1495,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1496,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1497,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1498,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1499,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1500,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1501,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1502,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1503,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1504,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1505,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1506,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
1507,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1508,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1509,Wetland,Cropland,NULL,Water,Non_Wetland,Water
1510,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1511,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1512,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1513,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1514,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1515,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1516,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1517,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1518,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1519,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1520,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1521,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1522,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1523,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1524,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1525,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1526,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1527,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1528,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1529,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1530,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1531,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1532,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
1533,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1534,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1535,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1536,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1537,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1538,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1539,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1540,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1541,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1542,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1543,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1544,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1545,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1546,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1547,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1548,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1549,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1550,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1551,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1552,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1553,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1554,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1555,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1556,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1557,Wetland,Cropland,Wetland,Water,Wetland,NULL
1558,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1559,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1560,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1561,Wetland,Cropland,Wetland,Water,Wetland,Water
1562,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1563,Wetland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1564,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1565,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1566,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1567,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1568,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1569,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
1570,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1571,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1572,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1573,Wetland,Cropland,Water,NULL,Water,Cropland
1574,Wetland,Cropland,Water,Non_Water,Water,Cropland
1575,Wetland,Cropland,Water,Non_Water,Water,Wetland
1576,Wetland,Cropland,Water,Water,Water,Grassland
1577,Wetland,Cropland,Water,Water,Water,Cropland
1578,Wetland,Cropland,Water,Water,Water,Wetland
1579,Wetland,Cropland,Water,Water,Water,Water
1580,Wetland,Cropland,Water,Water,Water,Forest
1581,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1582,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1583,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1584,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1585,Wetland,Cropland,Forest,NULL,Non_Wetland,Water
1586,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1587,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1588,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1589,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1590,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1591,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1592,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1593,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1594,Wetland,Cropland,Forest,Water,Non_Wetland,Water
1595,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1596,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1597,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1598,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1599,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1600,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1601,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1602,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1603,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1604,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1605,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1606,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1607,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1608,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1609,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1610,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1611,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1612,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1613,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1614,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1615,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1616,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1617,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1618,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1619,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1620,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1621,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1622,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1623,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
1624,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1625,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1626,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1627,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1628,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1629,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1630,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1631,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1632,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1633,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1634,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1635,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1636,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1637,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1638,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1639,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1640,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1641,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1642,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1643,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1644,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1645,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1646,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1647,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1648,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1649,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1650,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1651,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1652,Wetland,Wetland,Wetland,Water,Wetland,Water
1653,Wetland,Wetland,Wetland,Water,Wetland,Forest
1654,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1655,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1656,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1657,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1658,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1659,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1660,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1661,Wetland,Wetland,Water,NULL,Water,Wetland
1662,Wetland,Wetland,Water,NULL,Water,Water
1663,Wetland,Wetland,Water,Non_Water,Water,Cropland
1664,Wetland,Wetland,Water,Non_Water,Water,Wetland
1665,Wetland,Wetland,Water,Non_Water,Water,Forest
1666,Wetland,Wetland,Water,Water,Water,Grassland
1667,Wetland,Wetland,Water,Water,Water,Cropland
1668,Wetland,Wetland,Water,Water,Water,Wetland
1669,Wetland,Wetland,Water,Water,Water,Water
1670,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1671,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1672,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1673,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1674,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1675,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1676,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1677,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
