Value,AFRICA_2024_DynamicWorld_2024_35PPL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPL_M_R,AFRICA_2024_GSW_Yearly_2021_35PPL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPL_M_R,AFRICA_2024_WorldCover_2021_35PPL_M_R
1270,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1271,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
1272,Bareland,Wetland,Water,Water,Water,Grassland
1273,Bareland,Wetland,Water,Water,Water,Wetland
1274,Bareland,Wetland,Water,Water,Water,Bareland
1275,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1276,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1277,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1278,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1279,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1280,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1281,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1282,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1283,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1284,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1285,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1286,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1287,Bareland,Bareland,Wetland,Water,Wetland,Water
1288,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1289,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1290,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1291,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1292,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1293,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1294,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1295,Bareland,Bareland,Water,Water,Water,Grassland
1296,Bareland,Bareland,Water,Water,Water,Wetland
1297,Bareland,Bareland,Water,Water,Water,Bareland
1298,Bareland,Bareland,Water,Water,Water,Water
1299,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1300,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1301,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1302,Bareland,Built-up,NULL,Water,Non_Wetland,Grassland
1303,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1304,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1305,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1306,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1307,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1308,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1309,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1310,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1311,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1312,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1313,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1314,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1315,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1316,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1317,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1318,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1319,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1320,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1321,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1322,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1323,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1324,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1325,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1326,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1327,Bareland,Built-up,Built-up,Water,Non_Wetland,Wetland
1328,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1329,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1330,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1331,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1332,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1333,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1334,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1335,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1336,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1337,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1338,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1339,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1340,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1341,Bareland,Water,Water,Water,Water,Bareland
1342,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1343,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1344,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1345,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1346,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
1347,Water,NULL,NULL,NULL,Non_Wetland,NULL
1348,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1349,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1350,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1351,Water,NULL,NULL,NULL,Non_Wetland,Forest
1352,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1353,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1354,Water,NULL,NULL,Water,Non_Wetland,Grassland
1355,Water,NULL,NULL,Water,Non_Wetland,Wetland
1356,Water,NULL,NULL,Water,Non_Wetland,Water
1357,Water,NULL,NULL,Water,Non_Wetland,Forest
1358,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1359,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1360,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1361,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1362,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1363,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1364,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1365,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1366,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1367,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1368,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1369,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1370,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1371,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1372,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1373,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1374,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1375,Water,NULL,Shrubland,Water,Non_Wetland,Water
1376,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1377,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1378,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1379,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1380,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1381,Water,NULL,Grassland,NULL,Non_Wetland,Water
1382,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1383,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1384,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1385,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1386,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1387,Water,NULL,Grassland,Water,Non_Wetland,Forest
1388,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1389,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1390,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1391,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1392,Water,NULL,Cropland,NULL,Non_Wetland,Water
1393,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1394,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1395,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1396,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1397,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1398,Water,NULL,Cropland,Water,Non_Wetland,Water
1399,Water,NULL,Wetland,NULL,Wetland,Grassland
1400,Water,NULL,Wetland,NULL,Wetland,Wetland
1401,Water,NULL,Wetland,NULL,Wetland,Forest
1402,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1403,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1404,Water,NULL,Wetland,Non_Water,Wetland,Forest
1405,Water,NULL,Wetland,Water,Wetland,Grassland
1406,Water,NULL,Wetland,Water,Wetland,Wetland
1407,Water,NULL,Wetland,Water,Wetland,Water
1408,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1409,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1410,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1411,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1412,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1413,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1414,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1415,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1416,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1417,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1418,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1419,Water,NULL,Bareland,Water,Non_Wetland,Water
1420,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1421,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1422,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1423,Water,NULL,Built-up,NULL,Non_Wetland,Water
1424,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1425,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1426,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1427,Water,NULL,Water,NULL,Water,Grassland
1428,Water,NULL,Water,NULL,Water,Wetland
1429,Water,NULL,Water,NULL,Water,Bareland
1430,Water,NULL,Water,Non_Water,Water,Wetland
1431,Water,NULL,Water,Water,Water,Grassland
1432,Water,NULL,Water,Water,Water,Wetland
1433,Water,NULL,Water,Water,Water,Bareland
1434,Water,NULL,Water,Water,Water,Water
1435,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1436,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1437,Water,NULL,Forest,NULL,Non_Wetland,Water
1438,Water,NULL,Forest,NULL,Non_Wetland,Forest
1439,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1440,Water,NULL,Forest,Water,Non_Wetland,Grassland
1441,Water,NULL,Forest,Water,Non_Wetland,Wetland
1442,Water,NULL,Forest,Water,Non_Wetland,Forest
1443,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1444,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1445,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1446,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1447,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1448,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1449,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1450,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1451,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1452,Water,Cropland,Wetland,NULL,Wetland,Wetland
1453,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1454,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1455,Water,Cropland,Water,NULL,Water,Wetland
1456,Water,Cropland,Water,Water,Water,Wetland
1457,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1458,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1459,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1460,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1461,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1462,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1463,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1464,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1465,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1466,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1467,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1468,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1469,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1470,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1471,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1472,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1473,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1474,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1475,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1476,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1477,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1478,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1479,Water,Wetland,Cropland,NULL,Non_Wetland,Water
1480,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1481,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1482,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
1483,Water,Wetland,Wetland,NULL,Wetland,Wetland
1484,Water,Wetland,Wetland,NULL,Wetland,Forest
1485,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1486,Water,Wetland,Wetland,Water,Wetland,Wetland
1487,Water,Wetland,Wetland,Water,Wetland,Bareland
1488,Water,Wetland,Wetland,Water,Wetland,Water
1489,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1490,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1491,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1492,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1493,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1494,Water,Wetland,Bareland,Water,Non_Wetland,Water
1495,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1496,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1497,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
1498,Water,Wetland,Water,NULL,Water,Grassland
1499,Water,Wetland,Water,NULL,Water,Wetland
1500,Water,Wetland,Water,Non_Water,Water,Wetland
1501,Water,Wetland,Water,Water,Water,Grassland
1502,Water,Wetland,Water,Water,Water,Wetland
1503,Water,Wetland,Water,Water,Water,Bareland
1504,Water,Wetland,Water,Water,Water,Water
1505,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1506,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1507,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1508,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1509,Water,Wetland,Forest,Water,Non_Wetland,Water
1510,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1511,Water,Bareland,NULL,NULL,Non_Wetland,Water
1512,Water,Bareland,NULL,Water,Non_Wetland,Wetland
1513,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1514,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1515,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1516,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1517,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1518,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1519,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1520,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1521,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1522,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
1523,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1524,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1525,Water,Bareland,Wetland,Water,Wetland,Wetland
1526,Water,Bareland,Wetland,Water,Wetland,Bareland
1527,Water,Bareland,Wetland,Water,Wetland,Water
1528,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1529,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1530,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1531,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1532,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1533,Water,Bareland,Bareland,Water,Non_Wetland,Water
1534,Water,Bareland,Water,NULL,Water,Wetland
1535,Water,Bareland,Water,NULL,Water,Bareland
1536,Water,Bareland,Water,Non_Water,Water,Wetland
1537,Water,Bareland,Water,Water,Water,Wetland
1538,Water,Bareland,Water,Water,Water,Bareland
1539,Water,Bareland,Water,Water,Water,Water
1540,Water,Bareland,Forest,Water,Non_Wetland,Wetland
1541,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1542,Water,Built-up,NULL,Water,Non_Wetland,Grassland
1543,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1544,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1545,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1546,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1547,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland
1548,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1549,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
1550,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1551,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1552,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1553,Water,Built-up,Bareland,Water,Non_Wetland,Water
1554,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1555,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland
1556,Water,Water,NULL,NULL,Non_Wetland,Grassland
1557,Water,Water,NULL,NULL,Non_Wetland,Wetland
1558,Water,Water,NULL,NULL,Non_Wetland,Bareland
1559,Water,Water,NULL,NULL,Non_Wetland,Water
1560,Water,Water,NULL,NULL,Non_Wetland,Forest
1561,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1562,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1563,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1564,Water,Water,NULL,Non_Water,Non_Wetland,Water
1565,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1566,Water,Water,NULL,Water,Non_Wetland,Grassland
1567,Water,Water,NULL,Water,Non_Wetland,Wetland
1568,Water,Water,NULL,Water,Non_Wetland,Bareland
1569,Water,Water,NULL,Water,Non_Wetland,Water
1570,Water,Water,NULL,Water,Non_Wetland,Forest
1571,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1572,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1573,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1574,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1575,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1576,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1577,Water,Water,Shrubland,NULL,Non_Wetland,Water
1578,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1579,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1580,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1581,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1582,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1583,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1584,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1585,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1586,Water,Water,Shrubland,Water,Non_Wetland,NULL
1587,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1588,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1589,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1590,Water,Water,Shrubland,Water,Non_Wetland,Water
1591,Water,Water,Shrubland,Water,Non_Wetland,Forest
1592,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1593,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1594,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1595,Water,Water,Grassland,NULL,Non_Wetland,Water
1596,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1597,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1598,Water,Water,Grassland,Water,Non_Wetland,Grassland
1599,Water,Water,Grassland,Water,Non_Wetland,Wetland
1600,Water,Water,Grassland,Water,Non_Wetland,Bareland
1601,Water,Water,Grassland,Water,Non_Wetland,Water
1602,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1603,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1604,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1605,Water,Water,Cropland,NULL,Non_Wetland,Water
1606,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1607,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1608,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1609,Water,Water,Cropland,Water,Non_Wetland,Grassland
1610,Water,Water,Cropland,Water,Non_Wetland,Wetland
1611,Water,Water,Cropland,Water,Non_Wetland,Bareland
1612,Water,Water,Cropland,Water,Non_Wetland,Water
1613,Water,Water,Wetland,NULL,Wetland,NULL
1614,Water,Water,Wetland,NULL,Wetland,Grassland
1615,Water,Water,Wetland,NULL,Wetland,Wetland
1616,Water,Water,Wetland,NULL,Wetland,Water
1617,Water,Water,Wetland,NULL,Wetland,Forest
1618,Water,Water,Wetland,Non_Water,Wetland,Grassland
1619,Water,Water,Wetland,Non_Water,Wetland,Cropland
1620,Water,Water,Wetland,Non_Water,Wetland,Wetland
1621,Water,Water,Wetland,Non_Water,Wetland,Water
1622,Water,Water,Wetland,Non_Water,Wetland,Forest
1623,Water,Water,Wetland,Water,Wetland,Grassland
1624,Water,Water,Wetland,Water,Wetland,Wetland
1625,Water,Water,Wetland,Water,Wetland,Bareland
1626,Water,Water,Wetland,Water,Wetland,Water
1627,Water,Water,Wetland,Water,Wetland,Forest
1628,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1629,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1630,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1631,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1632,Water,Water,Bareland,NULL,Non_Wetland,Water
1633,Water,Water,Bareland,NULL,Non_Wetland,Forest
1634,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1635,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1636,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1637,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1638,Water,Water,Bareland,Water,Non_Wetland,Grassland
1639,Water,Water,Bareland,Water,Non_Wetland,Wetland
1640,Water,Water,Bareland,Water,Non_Wetland,Bareland
1641,Water,Water,Bareland,Water,Non_Wetland,Water
1642,Water,Water,Bareland,Water,Non_Wetland,Forest
1643,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1644,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1645,Water,Water,Built-up,NULL,Non_Wetland,Water
1646,Water,Water,Built-up,NULL,Non_Wetland,Forest
1647,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1648,Water,Water,Built-up,Water,Non_Wetland,Grassland
1649,Water,Water,Built-up,Water,Non_Wetland,Wetland
1650,Water,Water,Built-up,Water,Non_Wetland,Bareland
1651,Water,Water,Built-up,Water,Non_Wetland,Water
1652,Water,Water,Built-up,Water,Non_Wetland,Forest
1653,Water,Water,Water,NULL,Water,Grassland
1654,Water,Water,Water,NULL,Water,Wetland
1655,Water,Water,Water,NULL,Water,Bareland
1656,Water,Water,Water,NULL,Water,Water
1657,Water,Water,Water,NULL,Water,Forest
1658,Water,Water,Water,Non_Water,Water,Grassland
1659,Water,Water,Water,Non_Water,Water,Wetland
1660,Water,Water,Water,Non_Water,Water,Bareland
1661,Water,Water,Water,Non_Water,Water,Water
1662,Water,Water,Water,Non_Water,Water,Forest
1663,Water,Water,Water,Water,Water,Grassland
1664,Water,Water,Water,Water,Water,Wetland
1665,Water,Water,Water,Water,Water,Bareland
1666,Water,Water,Water,Water,Water,Water
1667,Water,Water,Water,Water,Water,Forest
1668,Water,Water,Forest,NULL,Non_Wetland,Grassland
1669,Water,Water,Forest,NULL,Non_Wetland,Wetland
1670,Water,Water,Forest,NULL,Non_Wetland,Water
1671,Water,Water,Forest,NULL,Non_Wetland,Forest
1672,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1673,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1674,Water,Water,Forest,Non_Water,Non_Wetland,Water
1675,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1676,Water,Water,Forest,Water,Non_Wetland,Grassland
1677,Water,Water,Forest,Water,Non_Wetland,Wetland
1678,Water,Water,Forest,Water,Non_Wetland,Bareland
1679,Water,Water,Forest,Water,Non_Wetland,Water
1680,Water,Water,Forest,Water,Non_Wetland,Forest
1681,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1682,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1683,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland
1684,Water,Forest,NULL,Water,Non_Wetland,Wetland
1685,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1686,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1687,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1688,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1689,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1690,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1691,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1692,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1693,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1694,Water,Forest,Shrubland,Water,Non_Wetland,NULL
1695,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1696,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1697,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1698,Water,Forest,Wetland,NULL,Wetland,Grassland
1699,Water,Forest,Wetland,NULL,Wetland,Wetland
1700,Water,Forest,Wetland,NULL,Wetland,Forest
1701,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1702,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1703,Water,Forest,Wetland,Non_Water,Wetland,Forest
1704,Water,Forest,Wetland,Water,Wetland,Wetland
1705,Water,Forest,Bareland,Water,Non_Wetland,Water
1706,Water,Forest,Water,NULL,Water,Wetland
1707,Water,Forest,Water,Non_Water,Water,Wetland
1708,Water,Forest,Water,Water,Water,Wetland
1709,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1710,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1711,Water,Forest,Forest,NULL,Non_Wetland,Forest
1712,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
