Value,AFRICA_2024_DynamicWorld_2024_35PNL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PNL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PNL_M_R,AFRICA_2024_GSW_Yearly_2021_35PNL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PNL_M_R,AFRICA_2024_WorldCover_2021_35PNL_M_R
1290,Water,Water,Forest,NULL,Non_Wetland,Water
1291,Water,Water,Forest,NULL,Non_Wetland,Forest
1292,Water,Water,Forest,Non_Water,Non_Wetland,Water
1293,Water,Water,Forest,Water,Non_Wetland,Wetland
1294,Water,Water,Forest,Water,Non_Wetland,Water
1295,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1296,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1297,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1298,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1299,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1300,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1301,Water,Forest,Wetland,NULL,Wetland,Grassland
1302,Water,Forest,Wetland,NULL,Wetland,Wetland
1303,Water,Forest,Wetland,NULL,Wetland,Forest
1304,Water,Forest,Wetland,Water,Wetland,Wetland
1305,Water,Forest,Water,NULL,Water,Wetland
1306,Water,Forest,Water,NULL,Water,Bareland
1307,Water,Forest,Forest,NULL,Non_Wetland,Forest
1308,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1309,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1310,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Grassland
1311,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1312,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
1313,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Grassland
1314,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1315,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Bareland
1316,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1317,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1318,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Grassland
1319,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland
1320,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1321,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1322,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Grassland
1323,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland
1324,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1325,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
1326,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Grassland
1327,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
1328,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Grassland
1329,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL
1330,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1331,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
1332,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
1333,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Grassland
1334,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Grassland
1335,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Grassland
1336,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Grassland
1337,Permanent_ice_and_snow,Water,Water,Water,Water,Grassland
1338,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1339,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1340,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1341,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1342,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1343,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1344,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1345,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1346,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1347,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1348,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1349,Forest,NULL,NULL,Water,Non_Wetland,NULL
1350,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1351,Forest,NULL,NULL,Water,Non_Wetland,Cropland
1352,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1353,Forest,NULL,NULL,Water,Non_Wetland,Bareland
1354,Forest,NULL,NULL,Water,Non_Wetland,Forest
1355,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1356,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1357,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1358,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1359,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1360,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1361,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1362,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1363,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1364,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1365,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1366,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1367,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1368,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1369,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1370,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1371,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1372,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1373,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1374,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1375,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1376,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1377,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1378,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1379,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1380,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1381,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1382,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1383,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1384,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1385,Forest,NULL,Wetland,NULL,Wetland,NULL
1386,Forest,NULL,Wetland,NULL,Wetland,Grassland
1387,Forest,NULL,Wetland,NULL,Wetland,Cropland
1388,Forest,NULL,Wetland,NULL,Wetland,Wetland
1389,Forest,NULL,Wetland,NULL,Wetland,Forest
1390,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1391,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1392,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1393,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1394,Forest,NULL,Wetland,Water,Wetland,Grassland
1395,Forest,NULL,Wetland,Water,Wetland,Wetland
1396,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1397,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1398,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1399,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1400,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1401,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1402,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1403,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1404,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1405,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1406,Forest,NULL,Built-up,Water,Non_Wetland,NULL
1407,Forest,NULL,Water,NULL,Water,Wetland
1408,Forest,NULL,Water,NULL,Water,Forest
1409,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1410,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1411,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1412,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1413,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1414,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1415,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1416,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1417,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1418,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1419,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1420,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1421,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1422,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1423,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1424,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1425,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1426,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1427,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1428,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1429,Forest,Cropland,Wetland,NULL,Wetland,NULL
1430,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1431,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1432,Forest,Cropland,Wetland,NULL,Wetland,Forest
1433,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1434,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1435,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1436,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1437,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1438,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1439,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1440,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1441,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1442,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1443,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1444,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1445,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1446,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1447,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1448,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1449,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1450,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1451,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1452,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1453,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1454,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1455,Forest,Wetland,Wetland,NULL,Wetland,NULL
1456,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1457,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1458,Forest,Wetland,Wetland,NULL,Wetland,Forest
1459,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1460,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1461,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1462,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1463,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1464,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1465,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1466,Forest,Wetland,Water,Non_Water,Water,Wetland
1467,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1468,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1469,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1470,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1471,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1472,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1473,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1474,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1475,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1476,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1477,Forest,Built-up,Wetland,NULL,Wetland,Forest
1478,Forest,Water,NULL,NULL,Non_Wetland,NULL
1479,Forest,Water,NULL,NULL,Non_Wetland,Forest
1480,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1481,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1482,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1483,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1484,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1485,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1486,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1487,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1488,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1489,Forest,Water,Wetland,NULL,Wetland,Wetland
1490,Forest,Water,Wetland,NULL,Wetland,Forest
1491,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1492,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1493,Forest,Water,Wetland,Non_Water,Wetland,Forest
1494,Forest,Water,Wetland,Water,Wetland,Grassland
1495,Forest,Water,Wetland,Water,Wetland,Wetland
1496,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1497,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1498,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1499,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1500,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1501,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1502,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1503,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1504,Forest,Forest,NULL,Water,Non_Wetland,NULL
1505,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1506,Forest,Forest,NULL,Water,Non_Wetland,Forest
1507,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1508,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1509,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1510,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1511,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1512,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1513,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1514,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1515,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1516,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1517,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1518,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1519,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1520,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1521,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1522,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1523,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1524,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1525,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1526,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1527,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1528,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1529,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1530,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1531,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1532,Forest,Forest,Wetland,NULL,Wetland,NULL
1533,Forest,Forest,Wetland,NULL,Wetland,Grassland
1534,Forest,Forest,Wetland,NULL,Wetland,Cropland
1535,Forest,Forest,Wetland,NULL,Wetland,Wetland
1536,Forest,Forest,Wetland,NULL,Wetland,Forest
1537,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1538,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1539,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1540,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1541,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1542,Forest,Forest,Wetland,Water,Wetland,Grassland
1543,Forest,Forest,Wetland,Water,Wetland,Wetland
1544,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1545,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1546,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1547,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1548,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1549,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1550,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1551,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1552,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1553,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1554,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1555,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1556,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1557,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1558,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1559,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1560,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1561,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1562,Forest,Forest,Forest,Water,Non_Wetland,Wetland
