Value,AFRICA_2024_DynamicWorld_2024_35PRL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRL_M_R,AFRICA_2024_GSW_Yearly_2021_35PRL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRL_M_R,AFRICA_2024_WorldCover_2021_35PRL_M_R
1292,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1293,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1294,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1295,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1296,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1297,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1298,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1299,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1300,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1301,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
1302,Bareland,Wetland,NULL,NULL,Non_Wetland,Built-up
1303,Bareland,Wetland,NULL,NULL,Non_Wetland,Forest
1304,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1305,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1306,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1307,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1308,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1309,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1310,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1311,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1312,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1313,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1314,Bareland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1315,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1316,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1317,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1318,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1319,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1320,Bareland,Wetland,Water,NULL,Water,Wetland
1321,Bareland,Wetland,Water,NULL,Water,Forest
1322,Bareland,Wetland,Water,Water,Water,Wetland
1323,Bareland,Wetland,Water,Water,Water,Forest
1324,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL
1325,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1326,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1327,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
1328,Bareland,Wetland,Forest,Water,Non_Wetland,Grassland
1329,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1330,Bareland,Wetland,Forest,Water,Non_Wetland,Forest
1331,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1332,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1333,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1334,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1335,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1336,Bareland,Bareland,Shrubland,Water,Non_Wetland,Built-up
1337,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1338,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1339,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1340,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1341,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1342,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1343,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1344,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1345,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1346,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1347,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1348,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1349,Bareland,Built-up,NULL,Water,Non_Wetland,Grassland
1350,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1351,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1352,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1353,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1354,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1355,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1356,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1357,Bareland,Built-up,Shrubland,Water,Non_Wetland,Wetland
1358,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1359,Bareland,Built-up,Shrubland,Water,Non_Wetland,Built-up
1360,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1361,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1362,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1363,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1364,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1365,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1366,Bareland,Built-up,Cropland,Water,Non_Wetland,Grassland
1367,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1368,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1369,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1370,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1371,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1372,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1373,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1374,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1375,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1376,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1377,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1378,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1379,Bareland,Water,NULL,NULL,Non_Wetland,Wetland
1380,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1381,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1382,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1383,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1384,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1385,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1386,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1387,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1388,Bareland,Water,Wetland,NULL,Wetland,Grassland
1389,Bareland,Water,Wetland,NULL,Wetland,Wetland
1390,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1391,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
1392,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1393,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1394,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland
1395,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1396,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1397,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1398,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1399,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1400,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1401,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1402,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1403,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1404,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1405,Water,NULL,NULL,NULL,Non_Wetland,NULL
1406,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1407,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1408,Water,NULL,NULL,NULL,Non_Wetland,Water
1409,Water,NULL,NULL,NULL,Non_Wetland,Forest
1410,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1411,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1412,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
1413,Water,NULL,NULL,Water,Non_Wetland,Grassland
1414,Water,NULL,NULL,Water,Non_Wetland,Wetland
1415,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1416,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1417,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1418,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1419,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1420,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1421,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1422,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1423,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1424,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1425,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1426,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1427,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1428,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1429,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1430,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1431,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1432,Water,NULL,Shrubland,Water,Non_Wetland,Water
1433,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1434,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1435,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1436,Water,NULL,Grassland,NULL,Non_Wetland,Water
1437,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1438,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1439,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1440,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1441,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1442,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1443,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1444,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1445,Water,NULL,Cropland,NULL,Non_Wetland,Water
1446,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1447,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1448,Water,NULL,Cropland,Water,Non_Wetland,Water
1449,Water,NULL,Wetland,NULL,Wetland,NULL
1450,Water,NULL,Wetland,NULL,Wetland,Grassland
1451,Water,NULL,Wetland,NULL,Wetland,Wetland
1452,Water,NULL,Wetland,NULL,Wetland,Bareland
1453,Water,NULL,Wetland,NULL,Wetland,Water
1454,Water,NULL,Wetland,NULL,Wetland,Forest
1455,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1456,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1457,Water,NULL,Wetland,Non_Water,Wetland,Water
1458,Water,NULL,Wetland,Non_Water,Wetland,Forest
1459,Water,NULL,Wetland,Water,Wetland,NULL
1460,Water,NULL,Wetland,Water,Wetland,Grassland
1461,Water,NULL,Wetland,Water,Wetland,Wetland
1462,Water,NULL,Wetland,Water,Wetland,Water
1463,Water,NULL,Wetland,Water,Wetland,Forest
1464,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1465,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1466,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1467,Water,NULL,Bareland,NULL,Non_Wetland,Water
1468,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1469,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1470,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1471,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1472,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1473,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1474,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1475,Water,NULL,Bareland,Water,Non_Wetland,Water
1476,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1477,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1478,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1479,Water,NULL,Built-up,NULL,Non_Wetland,Water
1480,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1481,Water,NULL,Built-up,Water,Non_Wetland,Water
1482,Water,NULL,Water,NULL,Water,Grassland
1483,Water,NULL,Water,NULL,Water,Wetland
1484,Water,NULL,Water,NULL,Water,Water
1485,Water,NULL,Water,NULL,Water,Forest
1486,Water,NULL,Water,Non_Water,Water,Grassland
1487,Water,NULL,Water,Non_Water,Water,Wetland
1488,Water,NULL,Water,Non_Water,Water,Forest
1489,Water,NULL,Water,Water,Water,Grassland
1490,Water,NULL,Water,Water,Water,Wetland
1491,Water,NULL,Water,Water,Water,Bareland
1492,Water,NULL,Water,Water,Water,Water
1493,Water,NULL,Water,Water,Water,Forest
1494,Water,NULL,Forest,NULL,Non_Wetland,NULL
1495,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1496,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1497,Water,NULL,Forest,NULL,Non_Wetland,Water
1498,Water,NULL,Forest,NULL,Non_Wetland,Forest
1499,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1500,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1501,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1502,Water,NULL,Forest,Water,Non_Wetland,Grassland
1503,Water,NULL,Forest,Water,Non_Wetland,Wetland
1504,Water,NULL,Forest,Water,Non_Wetland,Water
1505,Water,NULL,Forest,Water,Non_Wetland,Forest
1506,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1507,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1508,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1509,Water,Cropland,NULL,NULL,Non_Wetland,Water
1510,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1511,Water,Cropland,NULL,Water,Non_Wetland,Bareland
1512,Water,Cropland,NULL,Water,Non_Wetland,Water
1513,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1514,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1515,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1516,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1517,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1518,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1519,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1520,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1521,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1522,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1523,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1524,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1525,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1526,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1527,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1528,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1529,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1530,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1531,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1532,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1533,Water,Cropland,Wetland,NULL,Wetland,NULL
1534,Water,Cropland,Wetland,NULL,Wetland,Grassland
1535,Water,Cropland,Wetland,NULL,Wetland,Wetland
1536,Water,Cropland,Wetland,NULL,Wetland,Built-up
1537,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1538,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1539,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1540,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1541,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1542,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1543,Water,Cropland,Bareland,Water,Non_Wetland,Water
1544,Water,Cropland,Water,NULL,Water,Grassland
1545,Water,Cropland,Water,NULL,Water,Bareland
1546,Water,Cropland,Water,Water,Water,Bareland
1547,Water,Cropland,Water,Water,Water,Water
1548,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1549,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1550,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1551,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1552,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1553,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1554,Water,Wetland,NULL,NULL,Non_Wetland,Bareland
1555,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1556,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1557,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1558,Water,Wetland,NULL,Water,Non_Wetland,NULL
1559,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1560,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1561,Water,Wetland,NULL,Water,Non_Wetland,Bareland
1562,Water,Wetland,NULL,Water,Non_Wetland,Water
1563,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1564,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1565,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1566,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1567,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1568,Water,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1569,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1570,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1571,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1572,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1573,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1574,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1575,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
1576,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1577,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1578,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1579,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1580,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1581,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
1582,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1583,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1584,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1585,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1586,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1587,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1588,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1589,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1590,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1591,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1592,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1593,Water,Wetland,Cropland,Water,Non_Wetland,Water
1594,Water,Wetland,Wetland,NULL,Wetland,NULL
1595,Water,Wetland,Wetland,NULL,Wetland,Grassland
1596,Water,Wetland,Wetland,NULL,Wetland,Wetland
1597,Water,Wetland,Wetland,NULL,Wetland,Bareland
1598,Water,Wetland,Wetland,NULL,Wetland,Built-up
1599,Water,Wetland,Wetland,NULL,Wetland,Water
1600,Water,Wetland,Wetland,NULL,Wetland,Forest
1601,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1602,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1603,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1604,Water,Wetland,Wetland,Non_Water,Wetland,Water
1605,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1606,Water,Wetland,Wetland,Water,Wetland,Grassland
1607,Water,Wetland,Wetland,Water,Wetland,Wetland
1608,Water,Wetland,Wetland,Water,Wetland,Water
1609,Water,Wetland,Wetland,Water,Wetland,Forest
1610,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1611,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1612,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1613,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1614,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1615,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1616,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1617,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1618,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
1619,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1620,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
1621,Water,Wetland,Built-up,Water,Non_Wetland,Grassland
1622,Water,Wetland,Built-up,Water,Non_Wetland,Bareland
1623,Water,Wetland,Water,NULL,Water,NULL
1624,Water,Wetland,Water,NULL,Water,Grassland
1625,Water,Wetland,Water,NULL,Water,Wetland
1626,Water,Wetland,Water,NULL,Water,Bareland
1627,Water,Wetland,Water,NULL,Water,Water
1628,Water,Wetland,Water,NULL,Water,Forest
1629,Water,Wetland,Water,Non_Water,Water,NULL
1630,Water,Wetland,Water,Non_Water,Water,Grassland
1631,Water,Wetland,Water,Non_Water,Water,Wetland
1632,Water,Wetland,Water,Non_Water,Water,Water
1633,Water,Wetland,Water,Non_Water,Water,Forest
1634,Water,Wetland,Water,Water,Water,Grassland
1635,Water,Wetland,Water,Water,Water,Wetland
1636,Water,Wetland,Water,Water,Water,Water
1637,Water,Wetland,Water,Water,Water,Forest
1638,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1639,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1640,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1641,Water,Wetland,Forest,NULL,Non_Wetland,Water
1642,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1643,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
1644,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1645,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1646,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1647,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1648,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1649,Water,Wetland,Forest,Water,Non_Wetland,Bareland
1650,Water,Wetland,Forest,Water,Non_Wetland,Water
1651,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1652,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1653,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1654,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1655,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1656,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1657,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1658,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1659,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1660,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1661,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1662,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1663,Water,Bareland,Wetland,NULL,Wetland,NULL
1664,Water,Bareland,Wetland,NULL,Wetland,Grassland
1665,Water,Bareland,Wetland,NULL,Wetland,Wetland
1666,Water,Bareland,Wetland,NULL,Wetland,Water
1667,Water,Bareland,Wetland,NULL,Wetland,Forest
1668,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1669,Water,Bareland,Wetland,Non_Water,Wetland,Water
1670,Water,Bareland,Wetland,Water,Wetland,Grassland
1671,Water,Bareland,Wetland,Water,Wetland,Wetland
1672,Water,Bareland,Wetland,Water,Wetland,Water
1673,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1674,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1675,Water,Bareland,Bareland,Water,Non_Wetland,Water
1676,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1677,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1678,Water,Bareland,Water,NULL,Water,Wetland
1679,Water,Bareland,Water,NULL,Water,Water
1680,Water,Bareland,Water,Non_Water,Water,Water
1681,Water,Bareland,Water,Water,Water,Grassland
1682,Water,Bareland,Water,Water,Water,Wetland
1683,Water,Bareland,Water,Water,Water,Bareland
1684,Water,Bareland,Water,Water,Water,Water
1685,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
1686,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1687,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1688,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1689,Water,Bareland,Forest,Water,Non_Wetland,Water
1690,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1691,Water,Built-up,NULL,NULL,Non_Wetland,Wetland
1692,Water,Built-up,NULL,Water,Non_Wetland,Grassland
1693,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1694,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1695,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1696,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1697,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1698,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1699,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1700,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1701,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland
1702,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1703,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1704,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1705,Water,Built-up,Wetland,NULL,Wetland,Grassland
1706,Water,Built-up,Wetland,NULL,Wetland,Bareland
1707,Water,Built-up,Wetland,NULL,Wetland,Forest
1708,Water,Built-up,Wetland,Water,Wetland,Built-up
1709,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1710,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1711,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1712,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1713,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1714,Water,Built-up,Built-up,Water,Non_Wetland,Grassland
1715,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
1716,Water,Built-up,Water,NULL,Water,Grassland
1717,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1718,Water,Water,NULL,NULL,Non_Wetland,NULL
1719,Water,Water,NULL,NULL,Non_Wetland,Grassland
1720,Water,Water,NULL,NULL,Non_Wetland,Cropland
1721,Water,Water,NULL,NULL,Non_Wetland,Wetland
1722,Water,Water,NULL,NULL,Non_Wetland,Bareland
1723,Water,Water,NULL,NULL,Non_Wetland,Built-up
1724,Water,Water,NULL,NULL,Non_Wetland,Water
1725,Water,Water,NULL,NULL,Non_Wetland,Forest
1726,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1727,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
