Value,AFRICA_2024_DynamicWorld_2024_37PES_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PES_M_R,AFRICA_2024_GLC_FCS30D_2022_37PES_M_R,AFRICA_2024_GSW_Yearly_2021_37PES_M_R,AFRICA_2024_GWL_FCS30D_2022_37PES_M_R,AFRICA_2024_WorldCover_2021_37PES_M_R
1292,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1293,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1294,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1295,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1296,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1297,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1298,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1299,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1300,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1301,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1302,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1303,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1304,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1305,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1306,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1307,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1308,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1309,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1310,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1311,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1312,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1313,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1314,Forest,NULL,Wetland,NULL,Wetland,NULL
1315,Forest,NULL,Wetland,NULL,Wetland,Bareland
1316,Forest,NULL,Wetland,NULL,Wetland,Forest
1317,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1318,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1319,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1320,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1321,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1322,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1323,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1324,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1325,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1326,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1327,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1328,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1329,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1330,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1331,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1332,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1333,Forest,NULL,Bareland,Water,Non_Wetland,Water
1334,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1335,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1336,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1337,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1338,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1339,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1340,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1341,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1342,Forest,NULL,Water,NULL,Water,NULL
1343,Forest,NULL,Water,NULL,Water,Grassland
1344,Forest,NULL,Water,NULL,Water,Cropland
1345,Forest,NULL,Water,NULL,Water,Bareland
1346,Forest,NULL,Water,NULL,Water,Water
1347,Forest,NULL,Water,NULL,Water,Forest
1348,Forest,NULL,Water,Water,Water,NULL
1349,Forest,NULL,Water,Water,Water,Grassland
1350,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1351,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1352,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1353,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1354,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1355,Forest,NULL,Forest,NULL,Non_Wetland,Water
1356,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1357,Forest,NULL,Forest,Water,Non_Wetland,NULL
1358,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1359,Forest,NULL,Forest,Water,Non_Wetland,Forest
1360,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1361,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1362,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1363,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1364,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1365,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1366,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1367,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1368,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1369,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1370,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1371,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1372,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1373,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1374,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1375,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1376,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1377,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1378,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1379,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1380,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1381,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1382,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1383,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1384,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1385,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1386,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1387,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1388,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1389,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1390,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1391,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland
1392,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1393,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1394,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1395,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1396,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1397,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1398,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1399,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1400,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1401,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1402,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1403,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1404,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1405,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1406,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1407,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1408,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1409,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1410,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1411,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1412,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1413,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1414,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1415,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1416,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1417,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1418,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1419,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1420,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1421,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1422,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1423,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1424,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1425,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1426,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1427,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1428,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1429,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1430,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1431,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1432,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1433,Forest,Water,Grassland,NULL,Non_Wetland,Water
1434,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1435,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1436,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1437,Forest,Water,Wetland,NULL,Wetland,NULL
1438,Forest,Water,Wetland,NULL,Wetland,Wetland
1439,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1440,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1441,Forest,Water,Bareland,NULL,Non_Wetland,Water
1442,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1443,Forest,Water,Forest,NULL,Non_Wetland,NULL
1444,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1445,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1446,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1447,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1448,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1449,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1450,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1451,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1452,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1453,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1454,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1455,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1456,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1457,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1458,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1459,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1460,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1461,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1462,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1463,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1464,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1465,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1466,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1467,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1468,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1469,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1470,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1471,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1472,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1473,Forest,Forest,Wetland,NULL,Wetland,NULL
1474,Forest,Forest,Wetland,NULL,Wetland,Wetland
1475,Forest,Forest,Wetland,NULL,Wetland,Forest
1476,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1477,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1478,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1479,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1480,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1481,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1482,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1483,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1484,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1485,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1486,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1487,Forest,Forest,Water,NULL,Water,NULL
1488,Forest,Forest,Water,NULL,Water,Grassland
1489,Forest,Forest,Water,NULL,Water,Forest
1490,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1491,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1492,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1493,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1494,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1495,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1496,Forest,Forest,Forest,NULL,Non_Wetland,Forest
