Value,AFRICA_2024_DynamicWorld_2024_37PCR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCR_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCR_M_R,AFRICA_2024_GSW_Yearly_2021_37PCR_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCR_M_R,AFRICA_2024_WorldCover_2021_37PCR_M_R
1276,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1277,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1278,Water,Water,Shrubland,Water,Non_Wetland,Water
1279,Water,Water,Shrubland,Water,Non_Wetland,Forest
1280,Water,Water,Grassland,NULL,Non_Wetland,NULL
1281,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1282,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1283,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1284,Water,Water,Grassland,NULL,Non_Wetland,Water
1285,Water,Water,Grassland,NULL,Non_Wetland,Forest
1286,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1287,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1288,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1289,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1290,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1291,Water,Water,Grassland,Water,Non_Wetland,Grassland
1292,Water,Water,Grassland,Water,Non_Wetland,Cropland
1293,Water,Water,Grassland,Water,Non_Wetland,Bareland
1294,Water,Water,Grassland,Water,Non_Wetland,Water
1295,Water,Water,Grassland,Water,Non_Wetland,Forest
1296,Water,Water,Cropland,NULL,Non_Wetland,NULL
1297,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1298,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1299,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1300,Water,Water,Cropland,NULL,Non_Wetland,Water
1301,Water,Water,Cropland,NULL,Non_Wetland,Forest
1302,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1303,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1304,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1305,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1306,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1307,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1308,Water,Water,Cropland,Water,Non_Wetland,NULL
1309,Water,Water,Cropland,Water,Non_Wetland,Grassland
1310,Water,Water,Cropland,Water,Non_Wetland,Cropland
1311,Water,Water,Cropland,Water,Non_Wetland,Bareland
1312,Water,Water,Cropland,Water,Non_Wetland,Water
1313,Water,Water,Cropland,Water,Non_Wetland,Forest
1314,Water,Water,Wetland,NULL,Wetland,NULL
1315,Water,Water,Wetland,NULL,Wetland,Grassland
1316,Water,Water,Wetland,NULL,Wetland,Cropland
1317,Water,Water,Wetland,NULL,Wetland,Bareland
1318,Water,Water,Wetland,NULL,Wetland,Water
1319,Water,Water,Wetland,NULL,Wetland,Forest
1320,Water,Water,Wetland,Non_Water,Wetland,NULL
1321,Water,Water,Wetland,Non_Water,Wetland,Grassland
1322,Water,Water,Wetland,Non_Water,Wetland,Cropland
1323,Water,Water,Wetland,Non_Water,Wetland,Bareland
1324,Water,Water,Wetland,Non_Water,Wetland,Water
1325,Water,Water,Wetland,Non_Water,Wetland,Forest
1326,Water,Water,Wetland,Water,Wetland,NULL
1327,Water,Water,Wetland,Water,Wetland,Grassland
1328,Water,Water,Wetland,Water,Wetland,Cropland
1329,Water,Water,Wetland,Water,Wetland,Bareland
1330,Water,Water,Wetland,Water,Wetland,Water
1331,Water,Water,Wetland,Water,Wetland,Forest
1332,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1333,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1334,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1335,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1336,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1337,Water,Water,Bareland,NULL,Non_Wetland,NULL
1338,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1339,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1340,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1341,Water,Water,Bareland,NULL,Non_Wetland,Water
1342,Water,Water,Bareland,NULL,Non_Wetland,Forest
1343,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1344,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1345,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1346,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1347,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1348,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1349,Water,Water,Bareland,Water,Non_Wetland,NULL
1350,Water,Water,Bareland,Water,Non_Wetland,Grassland
1351,Water,Water,Bareland,Water,Non_Wetland,Cropland
1352,Water,Water,Bareland,Water,Non_Wetland,Bareland
1353,Water,Water,Bareland,Water,Non_Wetland,Water
1354,Water,Water,Bareland,Water,Non_Wetland,Forest
1355,Water,Water,Built-up,NULL,Non_Wetland,NULL
1356,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1357,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1358,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1359,Water,Water,Built-up,NULL,Non_Wetland,Water
1360,Water,Water,Built-up,NULL,Non_Wetland,Forest
1361,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1362,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1363,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1364,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1365,Water,Water,Built-up,Water,Non_Wetland,Grassland
1366,Water,Water,Built-up,Water,Non_Wetland,Cropland
1367,Water,Water,Built-up,Water,Non_Wetland,Bareland
1368,Water,Water,Built-up,Water,Non_Wetland,Water
1369,Water,Water,Built-up,Water,Non_Wetland,Forest
1370,Water,Water,Water,NULL,Water,NULL
1371,Water,Water,Water,NULL,Water,Grassland
1372,Water,Water,Water,NULL,Water,Cropland
1373,Water,Water,Water,NULL,Water,Bareland
1374,Water,Water,Water,NULL,Water,Water
1375,Water,Water,Water,NULL,Water,Forest
1376,Water,Water,Water,Non_Water,Water,Grassland
1377,Water,Water,Water,Non_Water,Water,Cropland
1378,Water,Water,Water,Non_Water,Water,Bareland
1379,Water,Water,Water,Non_Water,Water,Water
1380,Water,Water,Water,Non_Water,Water,Forest
1381,Water,Water,Water,Water,Water,NULL
1382,Water,Water,Water,Water,Water,Grassland
1383,Water,Water,Water,Water,Water,Cropland
1384,Water,Water,Water,Water,Water,Bareland
1385,Water,Water,Water,Water,Water,Water
1386,Water,Water,Water,Water,Water,Forest
1387,Water,Water,Forest,NULL,Non_Wetland,NULL
1388,Water,Water,Forest,NULL,Non_Wetland,Grassland
1389,Water,Water,Forest,NULL,Non_Wetland,Cropland
1390,Water,Water,Forest,NULL,Non_Wetland,Bareland
1391,Water,Water,Forest,NULL,Non_Wetland,Water
1392,Water,Water,Forest,NULL,Non_Wetland,Forest
1393,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1394,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1395,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1396,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1397,Water,Water,Forest,Non_Water,Non_Wetland,Water
1398,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1399,Water,Water,Forest,Water,Non_Wetland,NULL
1400,Water,Water,Forest,Water,Non_Wetland,Grassland
1401,Water,Water,Forest,Water,Non_Wetland,Cropland
1402,Water,Water,Forest,Water,Non_Wetland,Bareland
1403,Water,Water,Forest,Water,Non_Wetland,Water
1404,Water,Water,Forest,Water,Non_Wetland,Forest
1405,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1406,Water,Forest,NULL,NULL,Non_Wetland,Forest
1407,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1408,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1409,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1410,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1411,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1412,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1413,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1414,Water,Forest,Wetland,Water,Wetland,Water
1415,Water,Forest,Wetland,Water,Wetland,Forest
1416,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1417,Water,Forest,Water,NULL,Water,Grassland
1418,Water,Forest,Water,NULL,Water,Forest
1419,Water,Forest,Water,Water,Water,Grassland
1420,Water,Forest,Water,Water,Water,Forest
1421,Water,Forest,Forest,NULL,Non_Wetland,NULL
1422,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1423,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1424,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1425,Water,Forest,Forest,NULL,Non_Wetland,Forest
1426,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1427,Water,Forest,Forest,Water,Non_Wetland,Forest
1428,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1429,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1430,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1431,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1432,Forest,NULL,NULL,NULL,Non_Wetland,Water
1433,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1434,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1435,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1436,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1437,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1438,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1439,Forest,NULL,NULL,Water,Non_Wetland,Forest
1440,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1441,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1442,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1443,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1444,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1445,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1446,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1447,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1448,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1449,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1450,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1451,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1452,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1453,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1454,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1455,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1456,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1457,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1458,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1459,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1460,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1461,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1462,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1463,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1464,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1465,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1466,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1467,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1468,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1469,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1470,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1471,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1472,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1473,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1474,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1475,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1476,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1477,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1478,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1479,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1480,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1481,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1482,Forest,NULL,Cropland,Water,Non_Wetland,Water
1483,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1484,Forest,NULL,Wetland,NULL,Wetland,NULL
1485,Forest,NULL,Wetland,NULL,Wetland,Grassland
1486,Forest,NULL,Wetland,NULL,Wetland,Cropland
1487,Forest,NULL,Wetland,NULL,Wetland,Bareland
1488,Forest,NULL,Wetland,NULL,Wetland,Water
1489,Forest,NULL,Wetland,NULL,Wetland,Forest
1490,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1491,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1492,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1493,Forest,NULL,Wetland,Non_Water,Wetland,Water
1494,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1495,Forest,NULL,Wetland,Water,Wetland,Grassland
1496,Forest,NULL,Wetland,Water,Wetland,Cropland
1497,Forest,NULL,Wetland,Water,Wetland,Water
1498,Forest,NULL,Wetland,Water,Wetland,Forest
1499,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1500,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1501,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1502,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1503,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1504,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1505,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1506,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1507,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1508,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1509,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1510,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1511,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1512,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1513,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1514,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1515,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1516,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1517,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1518,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1519,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1520,Forest,NULL,Bareland,Water,Non_Wetland,Water
1521,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1522,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1523,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1524,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1525,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1526,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1527,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1528,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1529,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1530,Forest,NULL,Built-up,Water,Non_Wetland,Water
1531,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1532,Forest,NULL,Water,NULL,Water,NULL
1533,Forest,NULL,Water,NULL,Water,Grassland
1534,Forest,NULL,Water,NULL,Water,Cropland
1535,Forest,NULL,Water,NULL,Water,Water
1536,Forest,NULL,Water,NULL,Water,Forest
1537,Forest,NULL,Water,Water,Water,Grassland
1538,Forest,NULL,Water,Water,Water,Water
1539,Forest,NULL,Water,Water,Water,Forest
1540,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1541,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1542,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1543,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1544,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1545,Forest,NULL,Forest,NULL,Non_Wetland,Water
1546,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1547,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1548,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1549,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1550,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1551,Forest,NULL,Forest,Water,Non_Wetland,NULL
1552,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1553,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1554,Forest,NULL,Forest,Water,Non_Wetland,Water
1555,Forest,NULL,Forest,Water,Non_Wetland,Forest
1556,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1557,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1558,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1559,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1560,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1561,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1562,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1563,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1564,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1565,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1566,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1567,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
1568,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1569,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1570,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1571,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1572,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1573,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1574,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1575,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1576,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1577,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
1578,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1579,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1580,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1581,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1582,Forest,Cropland,Cropland,Water,Non_Wetland,Water
1583,Forest,Cropland,Wetland,Water,Wetland,Grassland
1584,Forest,Cropland,Wetland,Water,Wetland,Cropland
1585,Forest,Cropland,Wetland,Water,Wetland,Water
1586,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1587,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1588,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1589,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1590,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1591,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1592,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1593,Forest,Cropland,Bareland,Water,Non_Wetland,Water
1594,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1595,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1596,Forest,Cropland,Built-up,Water,Non_Wetland,Cropland
1597,Forest,Cropland,Built-up,Water,Non_Wetland,Water
1598,Forest,Cropland,Water,NULL,Water,Grassland
1599,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1600,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1601,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1602,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1603,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1604,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1605,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1606,Forest,Cropland,Forest,Water,Non_Wetland,Water
1607,Forest,Bareland,Cropland,NULL,Non_Wetland,Cropland
1608,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1609,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1610,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1611,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1612,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1613,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1614,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1615,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1616,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1617,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1618,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1619,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1620,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1621,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1622,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1623,Forest,Built-up,Wetland,NULL,Wetland,NULL
1624,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1625,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1626,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1627,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1628,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1629,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1630,Forest,Water,NULL,NULL,Non_Wetland,NULL
1631,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1632,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1633,Forest,Water,NULL,NULL,Non_Wetland,Water
1634,Forest,Water,NULL,NULL,Non_Wetland,Forest
1635,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1636,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1637,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1638,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1639,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1640,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1641,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1642,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1643,Forest,Water,Shrubland,Water,Non_Wetland,Water
1644,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1645,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1646,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1647,Forest,Water,Grassland,NULL,Non_Wetland,Water
1648,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1649,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1650,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland
1651,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1652,Forest,Water,Grassland,Water,Non_Wetland,Forest
1653,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1654,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1655,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1656,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1657,Forest,Water,Cropland,NULL,Non_Wetland,Water
1658,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1659,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1660,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1661,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1662,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1663,Forest,Water,Cropland,Water,Non_Wetland,Forest
1664,Forest,Water,Wetland,NULL,Wetland,Cropland
1665,Forest,Water,Wetland,NULL,Wetland,Bareland
1666,Forest,Water,Wetland,NULL,Wetland,Water
1667,Forest,Water,Wetland,NULL,Wetland,Forest
1668,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1669,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1670,Forest,Water,Wetland,Non_Water,Wetland,Forest
1671,Forest,Water,Wetland,Water,Wetland,Grassland
1672,Forest,Water,Wetland,Water,Wetland,Water
1673,Forest,Water,Wetland,Water,Wetland,Forest
1674,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1675,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1676,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1677,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1678,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1679,Forest,Water,Bareland,NULL,Non_Wetland,Water
1680,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1681,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL
1682,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1683,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1684,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1685,Forest,Water,Bareland,Water,Non_Wetland,NULL
1686,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1687,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1688,Forest,Water,Bareland,Water,Non_Wetland,Water
1689,Forest,Water,Bareland,Water,Non_Wetland,Forest
1690,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1691,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1692,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1693,Forest,Water,Forest,NULL,Non_Wetland,NULL
1694,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1695,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1696,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1697,Forest,Water,Forest,NULL,Non_Wetland,Water
1698,Forest,Water,Forest,NULL,Non_Wetland,Forest
1699,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1700,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
1701,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1702,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1703,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1704,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1705,Forest,Forest,NULL,NULL,Non_Wetland,Water
1706,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1707,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
1708,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1709,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1710,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1711,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1712,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1713,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1714,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1715,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1716,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1717,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
