Value,AFRICA_2024_DynamicWorld_2024_36PZS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZS_M_R,AFRICA_2024_GSW_Yearly_2021_36PZS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZS_M_R,AFRICA_2024_WorldCover_2021_36PZS_M_R
1296,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1297,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1298,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1299,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1300,Forest,Water,NULL,NULL,Non_Wetland,NULL
1301,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1302,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1303,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1304,Forest,Water,NULL,NULL,Non_Wetland,Water
1305,Forest,Water,NULL,NULL,Non_Wetland,Forest
1306,Forest,Water,NULL,Non_Water,Non_Wetland,Water
1307,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1308,Forest,Water,NULL,Water,Non_Wetland,Grassland
1309,Forest,Water,NULL,Water,Non_Wetland,Cropland
1310,Forest,Water,NULL,Water,Non_Wetland,Water
1311,Forest,Water,NULL,Water,Non_Wetland,Forest
1312,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1313,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1314,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1315,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1316,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1317,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1318,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1319,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1320,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1321,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1322,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
1323,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1324,Forest,Water,Shrubland,Water,Non_Wetland,Water
1325,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1326,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1327,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1328,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1329,Forest,Water,Grassland,NULL,Non_Wetland,Water
1330,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1331,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland
1332,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1333,Forest,Water,Grassland,Water,Non_Wetland,Cropland
1334,Forest,Water,Grassland,Water,Non_Wetland,Bareland
1335,Forest,Water,Grassland,Water,Non_Wetland,Water
1336,Forest,Water,Grassland,Water,Non_Wetland,Forest
1337,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1338,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1339,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1340,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1341,Forest,Water,Cropland,NULL,Non_Wetland,Water
1342,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1343,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1344,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1345,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1346,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1347,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1348,Forest,Water,Cropland,Water,Non_Wetland,Cropland
1349,Forest,Water,Cropland,Water,Non_Wetland,Water
1350,Forest,Water,Cropland,Water,Non_Wetland,Forest
1351,Forest,Water,Wetland,NULL,Wetland,Grassland
1352,Forest,Water,Wetland,NULL,Wetland,Cropland
1353,Forest,Water,Wetland,NULL,Wetland,Water
1354,Forest,Water,Wetland,NULL,Wetland,Forest
1355,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1356,Forest,Water,Wetland,Non_Water,Wetland,Water
1357,Forest,Water,Wetland,Non_Water,Wetland,Forest
1358,Forest,Water,Wetland,Water,Wetland,Grassland
1359,Forest,Water,Wetland,Water,Wetland,Cropland
1360,Forest,Water,Wetland,Water,Wetland,Bareland
1361,Forest,Water,Wetland,Water,Wetland,Water
1362,Forest,Water,Wetland,Water,Wetland,Forest
1363,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1364,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1365,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1366,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1367,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1368,Forest,Water,Bareland,NULL,Non_Wetland,Water
1369,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1370,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1371,Forest,Water,Bareland,Non_Water,Non_Wetland,Cropland
1372,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1373,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1374,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1375,Forest,Water,Bareland,Water,Non_Wetland,NULL
1376,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1377,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1378,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1379,Forest,Water,Bareland,Water,Non_Wetland,Water
1380,Forest,Water,Bareland,Water,Non_Wetland,Forest
1381,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1382,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1383,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1384,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
1385,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1386,Forest,Water,Built-up,Water,Non_Wetland,Grassland
1387,Forest,Water,Built-up,Water,Non_Wetland,Cropland
1388,Forest,Water,Built-up,Water,Non_Wetland,Water
1389,Forest,Water,Built-up,Water,Non_Wetland,Forest
1390,Forest,Water,Water,NULL,Water,Water
1391,Forest,Water,Water,NULL,Water,Forest
1392,Forest,Water,Water,Non_Water,Water,Forest
1393,Forest,Water,Water,Water,Water,Water
1394,Forest,Water,Water,Water,Water,Forest
1395,Forest,Water,Forest,NULL,Non_Wetland,NULL
1396,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1397,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1398,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1399,Forest,Water,Forest,NULL,Non_Wetland,Water
1400,Forest,Water,Forest,NULL,Non_Wetland,Forest
1401,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1402,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
1403,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1404,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1405,Forest,Water,Forest,Water,Non_Wetland,Grassland
1406,Forest,Water,Forest,Water,Non_Wetland,Cropland
1407,Forest,Water,Forest,Water,Non_Wetland,Bareland
1408,Forest,Water,Forest,Water,Non_Wetland,Water
1409,Forest,Water,Forest,Water,Non_Wetland,Forest
1410,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1411,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1412,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1413,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1414,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1415,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1416,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
1417,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1418,Forest,Forest,NULL,Water,Non_Wetland,NULL
1419,Forest,Forest,NULL,Water,Non_Wetland,Cropland
1420,Forest,Forest,NULL,Water,Non_Wetland,Forest
1421,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1422,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1423,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1424,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1425,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1426,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1427,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1428,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1429,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1430,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1431,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1432,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1433,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1434,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1435,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1436,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1437,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1438,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1439,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1440,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1441,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
1442,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1443,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1444,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1445,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1446,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1447,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1448,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1449,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1450,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1451,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1452,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1453,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1454,Forest,Forest,Wetland,NULL,Wetland,Grassland
1455,Forest,Forest,Wetland,NULL,Wetland,Forest
1456,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1457,Forest,Forest,Wetland,Water,Wetland,Cropland
1458,Forest,Forest,Wetland,Water,Wetland,Water
1459,Forest,Forest,Wetland,Water,Wetland,Forest
1460,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1461,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1462,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1463,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1464,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1465,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1466,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1467,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1468,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1469,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1470,Forest,Forest,Bareland,Water,Non_Wetland,NULL
1471,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1472,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
1473,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1474,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1475,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1476,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1477,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1478,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1479,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1480,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
1481,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1482,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1483,Forest,Forest,Water,NULL,Water,Grassland
1484,Forest,Forest,Water,NULL,Water,Forest
1485,Forest,Forest,Water,Non_Water,Water,Forest
1486,Forest,Forest,Water,Water,Water,NULL
1487,Forest,Forest,Water,Water,Water,Forest
1488,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1489,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1490,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1491,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1492,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1493,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1494,Forest,Forest,Forest,NULL,Non_Wetland,Water
1495,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1496,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1497,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1498,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1499,Forest,Forest,Forest,Water,Non_Wetland,NULL
1500,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1501,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1502,Forest,Forest,Forest,Water,Non_Wetland,Water
1503,Forest,Forest,Forest,Water,Non_Wetland,Forest
