Value,AFRICA_2024_DynamicWorld_2024_37PCQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PCQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCQ_M_R,AFRICA_2024_WorldCover_2021_37PCQ_M_R
1291,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1292,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1293,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1294,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1295,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1296,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1297,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1298,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1299,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1300,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1301,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1302,Forest,Water,Wetland,NULL,Wetland,Forest
1303,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1304,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1305,Forest,Water,Wetland,Water,Wetland,Wetland
1306,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1307,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1308,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1309,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1310,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1311,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1312,Forest,Water,Bareland,NULL,Non_Wetland,Water
1313,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1314,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1315,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1316,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1317,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1318,Forest,Water,Forest,NULL,Non_Wetland,NULL
1319,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1320,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1321,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1322,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1323,Forest,Water,Forest,NULL,Non_Wetland,Water
1324,Forest,Water,Forest,NULL,Non_Wetland,Forest
1325,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1326,Forest,Water,Forest,Water,Non_Wetland,Wetland
1327,Forest,Water,Forest,Water,Non_Wetland,Forest
1328,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1329,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1330,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1331,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1332,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1333,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1334,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1335,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1336,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1337,Forest,Forest,NULL,Water,Non_Wetland,Forest
1338,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1339,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1340,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1341,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1342,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1343,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1344,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1345,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1346,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1347,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1348,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1349,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1350,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1351,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1352,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1353,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1354,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1355,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1356,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1357,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1358,Forest,Forest,Wetland,NULL,Wetland,Grassland
1359,Forest,Forest,Wetland,NULL,Wetland,Forest
1360,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1361,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1362,Forest,Forest,Wetland,Water,Wetland,Grassland
1363,Forest,Forest,Wetland,Water,Wetland,Cropland
1364,Forest,Forest,Wetland,Water,Wetland,Wetland
1365,Forest,Forest,Wetland,Water,Wetland,Water
1366,Forest,Forest,Wetland,Water,Wetland,Forest
1367,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1368,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1369,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1370,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1371,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1372,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1373,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1374,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1375,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1376,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1377,Forest,Forest,Bareland,Water,Non_Wetland,NULL
1378,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1379,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1380,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1381,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1382,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1383,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1384,Forest,Forest,Water,NULL,Water,NULL
1385,Forest,Forest,Water,NULL,Water,Grassland
1386,Forest,Forest,Water,NULL,Water,Cropland
1387,Forest,Forest,Water,NULL,Water,Forest
1388,Forest,Forest,Water,Water,Water,NULL
1389,Forest,Forest,Water,Water,Water,Grassland
1390,Forest,Forest,Water,Water,Water,Forest
1391,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1392,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1393,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1394,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1395,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1396,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1397,Forest,Forest,Forest,NULL,Non_Wetland,Water
1398,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1399,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1400,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1401,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1402,Forest,Forest,Forest,Water,Non_Wetland,NULL
1403,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1404,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1405,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1406,Forest,Forest,Forest,Water,Non_Wetland,Forest
