Value,AFRICA_2024_DynamicWorld_2024_37PDM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDM_M_R,AFRICA_2024_GSW_Yearly_2021_37PDM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDM_M_R,AFRICA_2024_WorldCover_2021_37PDM_M_R
1255,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1256,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1257,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1258,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1259,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1260,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1261,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1262,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1263,Bareland,Bareland,Wetland,NULL,Wetland,NULL
1264,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1265,Bareland,Bareland,Wetland,NULL,Wetland,Water
1266,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
1267,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1268,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1269,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1270,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1271,Bareland,Bareland,Wetland,Water,Wetland,Water
1272,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1273,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1274,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1275,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1276,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1277,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1278,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1279,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1280,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1281,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1282,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1283,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1284,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1285,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1286,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1287,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1288,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1289,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1290,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1291,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1292,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1293,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1294,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1295,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1296,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1297,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
1298,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1299,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1300,Bareland,Bareland,Water,NULL,Water,Bareland
1301,Bareland,Bareland,Water,Non_Water,Water,Bareland
1302,Bareland,Bareland,Water,Non_Water,Water,Water
1303,Bareland,Bareland,Water,Water,Water,Bareland
1304,Bareland,Bareland,Water,Water,Water,Water
1305,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1306,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1307,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1308,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1309,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1310,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1311,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1312,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1313,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1314,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1315,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1316,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1317,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1318,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1319,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1320,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1321,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1322,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1323,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1324,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1325,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1326,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1327,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1328,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1329,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1330,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1331,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1332,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1333,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1334,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1335,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1336,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1337,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1338,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1339,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1340,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1341,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1342,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1343,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1344,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1345,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
1346,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1347,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1348,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1349,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1350,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1351,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1352,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1353,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1354,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1355,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1356,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1357,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1358,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1359,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1360,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1361,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1362,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1363,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1364,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1365,Bareland,Water,Grassland,Water,Non_Wetland,Water
1366,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1367,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1368,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1369,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1370,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
1371,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1372,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1373,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1374,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1375,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1376,Bareland,Water,Cropland,Water,Non_Wetland,NULL
1377,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1378,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1379,Bareland,Water,Cropland,Water,Non_Wetland,Water
1380,Bareland,Water,Wetland,NULL,Wetland,Cropland
1381,Bareland,Water,Wetland,NULL,Wetland,Bareland
1382,Bareland,Water,Wetland,NULL,Wetland,Water
1383,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
1384,Bareland,Water,Wetland,Non_Water,Wetland,Water
1385,Bareland,Water,Wetland,Water,Wetland,Cropland
1386,Bareland,Water,Wetland,Water,Wetland,Bareland
1387,Bareland,Water,Wetland,Water,Wetland,Water
1388,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1389,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1390,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1391,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1392,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1393,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1394,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1395,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1396,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1397,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1398,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1399,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1400,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1401,Bareland,Water,Bareland,Water,Non_Wetland,NULL
1402,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1403,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1404,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1405,Bareland,Water,Bareland,Water,Non_Wetland,Water
1406,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1407,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1408,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1409,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1410,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1411,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1412,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1413,Bareland,Water,Built-up,Non_Water,Non_Wetland,Cropland
1414,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1415,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1416,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1417,Bareland,Water,Built-up,Water,Non_Wetland,Water
1418,Bareland,Water,Water,NULL,Water,Bareland
1419,Bareland,Water,Water,NULL,Water,Water
1420,Bareland,Water,Water,Non_Water,Water,Water
1421,Bareland,Water,Water,Water,Water,Bareland
1422,Bareland,Water,Water,Water,Water,Water
1423,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1424,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1425,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1426,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1427,Bareland,Water,Forest,NULL,Non_Wetland,Water
1428,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1429,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1430,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
1431,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1432,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1433,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1434,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1435,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1436,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1437,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1438,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1439,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1440,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1441,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1442,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1443,Bareland,Forest,Wetland,NULL,Wetland,NULL
1444,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1445,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1446,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1447,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1448,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1449,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1450,Water,NULL,NULL,NULL,Non_Wetland,NULL
1451,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1452,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1453,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1454,Water,NULL,NULL,NULL,Non_Wetland,Water
1455,Water,NULL,NULL,NULL,Non_Wetland,Forest
1456,Water,NULL,NULL,Water,Non_Wetland,NULL
1457,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1458,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1459,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1460,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1461,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1462,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1463,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1464,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1465,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1466,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1467,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1468,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1469,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1470,Water,NULL,Shrubland,Water,Non_Wetland,Water
1471,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1472,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1473,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1474,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1475,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1476,Water,NULL,Grassland,NULL,Non_Wetland,Water
1477,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1478,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1479,Water,NULL,Grassland,Water,Non_Wetland,NULL
1480,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1481,Water,NULL,Grassland,Water,Non_Wetland,Water
1482,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1483,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1484,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1485,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1486,Water,NULL,Cropland,NULL,Non_Wetland,Water
1487,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1488,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1489,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1490,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1491,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1492,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1493,Water,NULL,Cropland,Water,Non_Wetland,NULL
1494,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1495,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1496,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1497,Water,NULL,Cropland,Water,Non_Wetland,Water
1498,Water,NULL,Cropland,Water,Non_Wetland,Forest
1499,Water,NULL,Wetland,NULL,Wetland,NULL
1500,Water,NULL,Wetland,NULL,Wetland,Grassland
1501,Water,NULL,Wetland,NULL,Wetland,Cropland
1502,Water,NULL,Wetland,NULL,Wetland,Bareland
1503,Water,NULL,Wetland,NULL,Wetland,Water
1504,Water,NULL,Wetland,NULL,Wetland,Forest
1505,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1506,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1507,Water,NULL,Wetland,Non_Water,Wetland,Forest
1508,Water,NULL,Wetland,Water,Wetland,NULL
1509,Water,NULL,Wetland,Water,Wetland,Grassland
1510,Water,NULL,Wetland,Water,Wetland,Cropland
1511,Water,NULL,Wetland,Water,Wetland,Bareland
1512,Water,NULL,Wetland,Water,Wetland,Water
1513,Water,NULL,Wetland,Water,Wetland,Forest
1514,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1515,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1516,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1517,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1518,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1519,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1520,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1521,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1522,Water,NULL,Bareland,NULL,Non_Wetland,Water
1523,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1524,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1525,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1526,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1527,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1528,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1529,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1530,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1531,Water,NULL,Bareland,Water,Non_Wetland,NULL
1532,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1533,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1534,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1535,Water,NULL,Bareland,Water,Non_Wetland,Water
1536,Water,NULL,Bareland,Water,Non_Wetland,Forest
1537,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1538,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1539,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1540,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1541,Water,NULL,Built-up,NULL,Non_Wetland,Water
1542,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1543,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1544,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1545,Water,NULL,Built-up,Non_Water,Non_Wetland,Water
1546,Water,NULL,Built-up,Water,Non_Wetland,NULL
1547,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1548,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1549,Water,NULL,Built-up,Water,Non_Wetland,Water
1550,Water,NULL,Built-up,Water,Non_Wetland,Forest
1551,Water,NULL,Water,NULL,Water,NULL
1552,Water,NULL,Water,NULL,Water,Grassland
1553,Water,NULL,Water,NULL,Water,Bareland
1554,Water,NULL,Water,NULL,Water,Water
1555,Water,NULL,Water,NULL,Water,Forest
1556,Water,NULL,Water,Water,Water,Grassland
1557,Water,NULL,Forest,NULL,Non_Wetland,NULL
1558,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1559,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1560,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1561,Water,NULL,Forest,NULL,Non_Wetland,Water
1562,Water,NULL,Forest,NULL,Non_Wetland,Forest
1563,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1564,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1565,Water,NULL,Forest,Water,Non_Wetland,NULL
1566,Water,NULL,Forest,Water,Non_Wetland,Grassland
1567,Water,NULL,Forest,Water,Non_Wetland,Bareland
1568,Water,NULL,Forest,Water,Non_Wetland,Water
1569,Water,NULL,Forest,Water,Non_Wetland,Forest
1570,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1571,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1572,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1573,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1574,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1575,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1576,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1577,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1578,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1579,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1580,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1581,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1582,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1583,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1584,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1585,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1586,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1587,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1588,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1589,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1590,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1591,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1592,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1593,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1594,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1595,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1596,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1597,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1598,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1599,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1600,Water,Cropland,Cropland,Water,Non_Wetland,Water
1601,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1602,Water,Cropland,Wetland,NULL,Wetland,Cropland
1603,Water,Cropland,Wetland,NULL,Wetland,Water
1604,Water,Cropland,Wetland,NULL,Wetland,Forest
1605,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1606,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1607,Water,Cropland,Wetland,Non_Water,Wetland,Water
1608,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1609,Water,Cropland,Wetland,Water,Wetland,Grassland
1610,Water,Cropland,Wetland,Water,Wetland,Cropland
1611,Water,Cropland,Wetland,Water,Wetland,Bareland
1612,Water,Cropland,Wetland,Water,Wetland,Water
1613,Water,Cropland,Wetland,Water,Wetland,Forest
1614,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1615,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1616,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1617,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1618,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1619,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1620,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1621,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1622,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1623,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1624,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1625,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1626,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1627,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1628,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1629,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1630,Water,Cropland,Bareland,Water,Non_Wetland,Water
1631,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1632,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1633,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1634,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1635,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1636,Water,Cropland,Water,NULL,Water,Grassland
1637,Water,Cropland,Water,NULL,Water,Cropland
1638,Water,Cropland,Water,NULL,Water,Bareland
1639,Water,Cropland,Water,NULL,Water,Water
1640,Water,Cropland,Water,NULL,Water,Forest
1641,Water,Cropland,Water,Non_Water,Water,Forest
1642,Water,Cropland,Water,Water,Water,Grassland
1643,Water,Cropland,Water,Water,Water,Cropland
1644,Water,Cropland,Water,Water,Water,Bareland
1645,Water,Cropland,Water,Water,Water,Water
1646,Water,Cropland,Water,Water,Water,Forest
1647,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1648,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1649,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1650,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1651,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1652,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1653,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1654,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1655,Water,Cropland,Forest,Water,Non_Wetland,Water
1656,Water,Bareland,NULL,NULL,Non_Wetland,Cropland
1657,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1658,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1659,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1660,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1661,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
1662,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1663,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1664,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1665,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1666,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1667,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1668,Water,Bareland,Grassland,Water,Non_Wetland,Water
1669,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1670,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1671,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1672,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1673,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1674,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1675,Water,Bareland,Cropland,Water,Non_Wetland,Water
1676,Water,Bareland,Wetland,NULL,Wetland,Bareland
1677,Water,Bareland,Wetland,NULL,Wetland,Water
1678,Water,Bareland,Wetland,Non_Water,Wetland,Cropland
1679,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1680,Water,Bareland,Wetland,Non_Water,Wetland,Water
1681,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1682,Water,Bareland,Wetland,Water,Wetland,Cropland
1683,Water,Bareland,Wetland,Water,Wetland,Bareland
1684,Water,Bareland,Wetland,Water,Wetland,Water
1685,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
