Value,AFRICA_2024_DynamicWorld_2024_38PKT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKT_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKT_M_R,AFRICA_2024_GSW_Yearly_2021_38PKT_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKT_M_R,AFRICA_2024_WorldCover_2021_38PKT_M_R
1301,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1302,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1303,Forest,Forest,Wetland,NULL,NULL,Wetland
1304,Forest,Forest,Wetland,NULL,Wetland,NULL
1305,Forest,Forest,Wetland,NULL,Wetland,Wetland
1306,Forest,Forest,Wetland,NULL,Wetland,Forest
1307,Forest,Forest,Wetland,Non_Water,NULL,Wetland
1308,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1309,Forest,Forest,Wetland,Water,NULL,Cropland
1310,Forest,Forest,Wetland,Water,NULL,Wetland
1311,Forest,Forest,Wetland,Water,Wetland,Wetland
1312,Forest,Forest,Wetland,Water,Wetland,Bareland
1313,Forest,Forest,Wetland,Water,Wetland,Water
1314,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1315,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1316,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1317,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1318,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1319,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
