Value,AFRICA_2024_DynamicWorld_2024_37PBS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBS_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBS_M_R,AFRICA_2024_GSW_Yearly_2021_37PBS_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBS_M_R,AFRICA_2024_WorldCover_2021_37PBS_M_R
1269,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1270,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1271,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1272,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1273,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
1274,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1275,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1276,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1277,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1278,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1279,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1280,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1281,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Water
1282,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1283,Forest,Cropland,Grassland,Water,Non_Wetland,Water
1284,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1285,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1286,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1287,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1288,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1289,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1290,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1291,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1292,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
1293,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1294,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1295,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1296,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
1297,Forest,Cropland,Cropland,Water,Non_Wetland,Water
1298,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
1299,Forest,Cropland,Wetland,Non_Water,Wetland,Water
1300,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1301,Forest,Cropland,Wetland,Water,Wetland,Cropland
1302,Forest,Cropland,Wetland,Water,Wetland,Water
1303,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1304,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1305,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1306,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1307,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1308,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1309,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1310,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1311,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1312,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1313,Forest,Cropland,Bareland,Water,Non_Wetland,Water
1314,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1315,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1316,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Water
1317,Forest,Cropland,Water,Non_Water,Water,Forest
1318,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1319,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1320,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1321,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1322,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1323,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1324,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1325,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1326,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1327,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1328,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
1329,Forest,Bareland,Bareland,NULL,Non_Wetland,Cropland
1330,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1331,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1332,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1333,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1334,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1335,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1336,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1337,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1338,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1339,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1340,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1341,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1342,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1343,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1344,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1345,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1346,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1347,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1348,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1349,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1350,Forest,Water,NULL,NULL,Non_Wetland,Forest
1351,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1352,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1353,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1354,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1355,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1356,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1357,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1358,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1359,Forest,Water,Forest,NULL,Non_Wetland,Forest
1360,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1361,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1362,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1363,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1364,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1365,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1366,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1367,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
1368,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1369,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1370,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1371,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1372,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1373,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1374,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1375,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1376,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1377,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1378,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1379,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1380,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1381,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1382,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1383,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1384,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1385,Forest,Forest,Grassland,Water,Non_Wetland,Water
1386,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1387,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1388,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1389,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1390,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1391,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1392,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1393,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1394,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1395,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1396,Forest,Forest,Cropland,Water,Non_Wetland,Water
1397,Forest,Forest,Wetland,NULL,Wetland,Forest
1398,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1399,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1400,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1401,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1402,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1403,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1404,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1405,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1406,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1407,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1408,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1409,Forest,Forest,Water,Non_Water,Water,Grassland
1410,Forest,Forest,Water,Non_Water,Water,Cropland
1411,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1412,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1413,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1414,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1415,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1416,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1417,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1418,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
