Value,AFRICA_2024_DynamicWorld_2024_36PUV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUV_M_R,AFRICA_2024_GSW_Yearly_2021_36PUV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUV_M_R,AFRICA_2024_WorldCover_2021_36PUV_M_R
1238,Bareland,Forest,Wetland,NULL,Wetland,NULL
1239,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1240,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1241,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1242,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1243,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1244,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1245,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1246,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1247,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1248,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1249,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1250,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1251,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1252,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1253,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1254,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1255,Water,NULL,Shrubland,Water,Non_Wetland,Water
1256,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1257,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1258,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1259,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1260,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1261,Water,NULL,Grassland,NULL,Non_Wetland,Water
1262,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1263,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1264,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1265,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1266,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1267,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1268,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1269,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1270,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1271,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1272,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1273,Water,NULL,Grassland,Water,Non_Wetland,Water
1274,Water,NULL,Grassland,Water,Non_Wetland,Forest
1275,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1276,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1277,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1278,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1279,Water,NULL,Cropland,NULL,Non_Wetland,Water
1280,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1281,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1282,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1283,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1284,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1285,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1286,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1287,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1288,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1289,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1290,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1291,Water,NULL,Cropland,Water,Non_Wetland,Water
1292,Water,NULL,Cropland,Water,Non_Wetland,Forest
1293,Water,NULL,Wetland,NULL,Wetland,Grassland
1294,Water,NULL,Wetland,NULL,Wetland,Bareland
1295,Water,NULL,Wetland,NULL,Wetland,Forest
1296,Water,NULL,Wetland,Non_Water,Wetland,NULL
1297,Water,NULL,Wetland,Water,Wetland,Grassland
1298,Water,NULL,Wetland,Water,Wetland,Wetland
1299,Water,NULL,Wetland,Water,Wetland,Bareland
1300,Water,NULL,Wetland,Water,Wetland,Water
1301,Water,NULL,Wetland,Water,Wetland,Forest
1302,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1303,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1304,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1305,Water,NULL,Bareland,NULL,Non_Wetland,Water
1306,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1307,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1308,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1309,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1310,Water,NULL,Bareland,Water,Non_Wetland,Water
1311,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1312,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1313,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1314,Water,NULL,Water,Water,Water,Wetland
1315,Water,NULL,Forest,NULL,Non_Wetland,Forest
1316,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1317,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1318,Water,NULL,Forest,Water,Non_Wetland,Grassland
1319,Water,NULL,Forest,Water,Non_Wetland,Cropland
1320,Water,NULL,Forest,Water,Non_Wetland,Wetland
1321,Water,NULL,Forest,Water,Non_Wetland,Water
1322,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1323,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1324,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1325,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1326,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1327,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1328,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1329,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1330,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1331,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1332,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1333,Water,Cropland,Grassland,Water,Non_Wetland,Water
1334,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1335,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1336,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1337,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1338,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1339,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1340,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1341,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1342,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1343,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
1344,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1345,Water,Wetland,Grassland,Water,Non_Wetland,Water
1346,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1347,Water,Wetland,Wetland,Water,Wetland,Bareland
1348,Water,Wetland,Wetland,Water,Wetland,Water
1349,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1350,Water,Bareland,Wetland,NULL,Wetland,Water
1351,Water,Bareland,Wetland,Non_Water,Wetland,Water
1352,Water,Bareland,Wetland,Water,Wetland,Water
1353,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1354,Water,Bareland,Bareland,Water,Non_Wetland,Water
1355,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1356,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1357,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1358,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1359,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1360,Water,Built-up,Grassland,Water,Non_Wetland,Cropland
1361,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1362,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1363,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1364,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1365,Water,Water,Shrubland,NULL,Non_Wetland,Water
1366,Water,Water,Shrubland,Water,Non_Wetland,Water
1367,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1368,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1369,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1370,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1371,Water,Water,Grassland,NULL,Non_Wetland,Water
1372,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1373,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1374,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1375,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1376,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1377,Water,Water,Grassland,Water,Non_Wetland,Grassland
1378,Water,Water,Grassland,Water,Non_Wetland,Cropland
1379,Water,Water,Grassland,Water,Non_Wetland,Wetland
1380,Water,Water,Grassland,Water,Non_Wetland,Bareland
1381,Water,Water,Grassland,Water,Non_Wetland,Water
1382,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1383,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1384,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1385,Water,Water,Cropland,Water,Non_Wetland,Grassland
1386,Water,Water,Cropland,Water,Non_Wetland,Cropland
1387,Water,Water,Cropland,Water,Non_Wetland,Wetland
1388,Water,Water,Cropland,Water,Non_Wetland,Water
1389,Water,Water,Cropland,Water,Non_Wetland,Forest
1390,Water,Water,Wetland,NULL,Wetland,Grassland
1391,Water,Water,Wetland,NULL,Wetland,Bareland
1392,Water,Water,Wetland,NULL,Wetland,Water
1393,Water,Water,Wetland,Non_Water,Wetland,Water
1394,Water,Water,Wetland,Water,Wetland,Wetland
1395,Water,Water,Wetland,Water,Wetland,Bareland
1396,Water,Water,Wetland,Water,Wetland,Water
1397,Water,Water,Wetland,Water,Wetland,Forest
1398,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1399,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1400,Water,Water,Bareland,NULL,Non_Wetland,Water
1401,Water,Water,Bareland,Water,Non_Wetland,Grassland
1402,Water,Water,Bareland,Water,Non_Wetland,Cropland
1403,Water,Water,Bareland,Water,Non_Wetland,Bareland
1404,Water,Water,Bareland,Water,Non_Wetland,Water
1405,Water,Water,Built-up,Water,Non_Wetland,Bareland
1406,Water,Water,Water,Water,Water,Water
1407,Water,Water,Forest,Water,Non_Wetland,Bareland
1408,Water,Water,Forest,Water,Non_Wetland,Water
1409,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1410,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1411,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1412,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1413,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1414,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1415,Water,Forest,Grassland,Water,Non_Wetland,Grassland
1416,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1417,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1418,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1419,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1420,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1421,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1422,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1423,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1424,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1425,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1426,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1427,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1428,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1429,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1430,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1431,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1432,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1433,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1434,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1435,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1436,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1437,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1438,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1439,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1440,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1441,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1442,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1443,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1444,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1445,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1446,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1447,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1448,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1449,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1450,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1451,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1452,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1453,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1454,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1455,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1456,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1457,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1458,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1459,Forest,NULL,Wetland,NULL,Wetland,NULL
1460,Forest,NULL,Wetland,NULL,Wetland,Grassland
1461,Forest,NULL,Wetland,NULL,Wetland,Wetland
1462,Forest,NULL,Wetland,NULL,Wetland,Forest
1463,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1464,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1465,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1466,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1467,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1468,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1469,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1470,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1471,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1472,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1473,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1474,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1475,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1476,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1477,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1478,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1479,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1480,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1481,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1482,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1483,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1484,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1485,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1486,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1487,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1488,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1489,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1490,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1491,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1492,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1493,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1494,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1495,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1496,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1497,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1498,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1499,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1500,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1501,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1502,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1503,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1504,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1505,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1506,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1507,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1508,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1509,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1510,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1511,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1512,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1513,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1514,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1515,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1516,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1517,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1518,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1519,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1520,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1521,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1522,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1523,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1524,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1525,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1526,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1527,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1528,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1529,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1530,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1531,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1532,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1533,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1534,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1535,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1536,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1537,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1538,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1539,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1540,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1541,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1542,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1543,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1544,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1545,Forest,Forest,Wetland,NULL,Wetland,NULL
1546,Forest,Forest,Wetland,NULL,Wetland,Grassland
1547,Forest,Forest,Wetland,NULL,Wetland,Forest
1548,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1549,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1550,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1551,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1552,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1553,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1554,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1555,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1556,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1557,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1558,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1559,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1560,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
