Value,AFRICA_2024_DynamicWorld_2024_36PZQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PZQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZQ_M_R,AFRICA_2024_WorldCover_2021_36PZQ_M_R
1293,Water,Forest,Forest,NULL,Non_Wetland,Water
1294,Water,Forest,Forest,NULL,Non_Wetland,Forest
1295,Water,Forest,Forest,Water,Non_Wetland,Grassland
1296,Water,Forest,Forest,Water,Non_Wetland,Cropland
1297,Water,Forest,Forest,Water,Non_Wetland,Wetland
1298,Water,Forest,Forest,Water,Non_Wetland,Forest
1299,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1300,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1301,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1302,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1303,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1304,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1305,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1306,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1307,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1308,Forest,NULL,NULL,Water,Non_Wetland,NULL
1309,Forest,NULL,NULL,Water,Non_Wetland,Cropland
1310,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1311,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1312,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1313,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1314,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1315,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1316,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1317,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1318,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1319,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1320,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1321,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1322,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1323,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1324,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1325,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1326,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1327,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1328,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1329,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1330,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1331,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1332,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1333,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1334,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1335,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1336,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1337,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1338,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1339,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1340,Forest,NULL,Wetland,NULL,Wetland,Grassland
1341,Forest,NULL,Wetland,NULL,Wetland,Cropland
1342,Forest,NULL,Wetland,NULL,Wetland,Wetland
1343,Forest,NULL,Wetland,NULL,Wetland,Bareland
1344,Forest,NULL,Wetland,NULL,Wetland,Forest
1345,Forest,NULL,Wetland,Water,Wetland,Forest
1346,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1347,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1348,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1349,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1350,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1351,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1352,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1353,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1354,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1355,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1356,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1357,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1358,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1359,Forest,NULL,Built-up,Water,Non_Wetland,Cropland
1360,Forest,NULL,Water,NULL,Water,Cropland
1361,Forest,NULL,Water,NULL,Water,Forest
1362,Forest,NULL,Water,Water,Water,Cropland
1363,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1364,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1365,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1366,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1367,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1368,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1369,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1370,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1371,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1372,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1373,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1374,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1375,Forest,NULL,Forest,Water,Non_Wetland,NULL
1376,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1377,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1378,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1379,Forest,NULL,Forest,Water,Non_Wetland,Forest
1380,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1381,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1382,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1383,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1384,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1385,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1386,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1387,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
1388,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1389,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1390,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1391,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1392,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1393,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1394,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1395,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1396,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1397,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1398,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1399,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1400,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1401,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1402,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1403,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1404,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1405,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1406,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1407,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1408,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1409,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1410,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1411,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1412,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1413,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1414,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1415,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1416,Forest,Cropland,Wetland,NULL,Wetland,Forest
1417,Forest,Cropland,Wetland,Water,Wetland,Cropland
1418,Forest,Cropland,Wetland,Water,Wetland,Wetland
1419,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1420,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1421,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1422,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1423,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1424,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1425,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1426,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1427,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1428,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1429,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
1430,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1431,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1432,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1433,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1434,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1435,Forest,Cropland,Built-up,NULL,Non_Wetland,Water
1436,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1437,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1438,Forest,Cropland,Water,Water,Water,Cropland
1439,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1440,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1441,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1442,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1443,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1444,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1445,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1446,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1447,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1448,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1449,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1450,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1451,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1452,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1453,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1454,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1455,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1456,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1457,Forest,Wetland,Wetland,NULL,Wetland,Forest
1458,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1459,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1460,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1461,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1462,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1463,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1464,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1465,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1466,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1467,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1468,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1469,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1470,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1471,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1472,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1473,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1474,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1475,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1476,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1477,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1478,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1479,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1480,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1481,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1482,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1483,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1484,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1485,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1486,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1487,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1488,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1489,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1490,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1491,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1492,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1493,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1494,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL
1495,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1496,Forest,Built-up,Forest,Non_Water,Non_Wetland,Cropland
1497,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1498,Forest,Water,NULL,NULL,Non_Wetland,NULL
1499,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1500,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1501,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1502,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1503,Forest,Water,NULL,NULL,Non_Wetland,Water
1504,Forest,Water,NULL,NULL,Non_Wetland,Forest
1505,Forest,Water,NULL,Water,Non_Wetland,Grassland
1506,Forest,Water,NULL,Water,Non_Wetland,Cropland
1507,Forest,Water,NULL,Water,Non_Wetland,Wetland
1508,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1509,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1510,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1511,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1512,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1513,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1514,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1515,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1516,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
1517,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1518,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1519,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1520,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1521,Forest,Water,Grassland,Water,Non_Wetland,Wetland
1522,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1523,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1524,Forest,Water,Cropland,Water,Non_Wetland,Cropland
1525,Forest,Water,Cropland,Water,Non_Wetland,Wetland
1526,Forest,Water,Wetland,NULL,Wetland,Grassland
1527,Forest,Water,Wetland,NULL,Wetland,Cropland
1528,Forest,Water,Wetland,NULL,Wetland,Wetland
1529,Forest,Water,Wetland,NULL,Wetland,Bareland
1530,Forest,Water,Wetland,NULL,Wetland,Water
1531,Forest,Water,Wetland,NULL,Wetland,Forest
1532,Forest,Water,Wetland,Non_Water,Wetland,Forest
1533,Forest,Water,Wetland,Water,Wetland,Cropland
1534,Forest,Water,Wetland,Water,Wetland,Wetland
1535,Forest,Water,Wetland,Water,Wetland,Water
1536,Forest,Water,Wetland,Water,Wetland,Forest
1537,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1538,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1539,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1540,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1541,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1542,Forest,Water,Bareland,NULL,Non_Wetland,Water
1543,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1544,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1545,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1546,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1547,Forest,Water,Bareland,Water,Non_Wetland,Wetland
1548,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1549,Forest,Water,Bareland,Water,Non_Wetland,Forest
1550,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1551,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1552,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1553,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1554,Forest,Water,Built-up,Water,Non_Wetland,Forest
1555,Forest,Water,Water,NULL,Water,Grassland
1556,Forest,Water,Water,NULL,Water,Bareland
1557,Forest,Water,Water,NULL,Water,Water
1558,Forest,Water,Water,NULL,Water,Forest
1559,Forest,Water,Water,Non_Water,Water,Forest
1560,Forest,Water,Water,Water,Water,Cropland
1561,Forest,Water,Water,Water,Water,Wetland
1562,Forest,Water,Water,Water,Water,Water
1563,Forest,Water,Water,Water,Water,Forest
1564,Forest,Water,Forest,NULL,Non_Wetland,NULL
1565,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1566,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1567,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1568,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1569,Forest,Water,Forest,NULL,Non_Wetland,Water
1570,Forest,Water,Forest,NULL,Non_Wetland,Forest
1571,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1572,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1573,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1574,Forest,Water,Forest,Water,Non_Wetland,Grassland
1575,Forest,Water,Forest,Water,Non_Wetland,Cropland
1576,Forest,Water,Forest,Water,Non_Wetland,Wetland
1577,Forest,Water,Forest,Water,Non_Wetland,Water
1578,Forest,Water,Forest,Water,Non_Wetland,Forest
1579,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1580,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1581,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1582,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1583,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1584,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1585,Forest,Forest,NULL,NULL,Non_Wetland,Water
1586,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1587,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1588,Forest,Forest,NULL,Water,Non_Wetland,Cropland
1589,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1590,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1591,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1592,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1593,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1594,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1595,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1596,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1597,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1598,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1599,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1600,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1601,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1602,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1603,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1604,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1605,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1606,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1607,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1608,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1609,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1610,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1611,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1612,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1613,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1614,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1615,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1616,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1617,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1618,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1619,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1620,Forest,Forest,Wetland,NULL,Wetland,NULL
1621,Forest,Forest,Wetland,NULL,Wetland,Grassland
1622,Forest,Forest,Wetland,NULL,Wetland,Cropland
1623,Forest,Forest,Wetland,NULL,Wetland,Wetland
1624,Forest,Forest,Wetland,NULL,Wetland,Water
1625,Forest,Forest,Wetland,NULL,Wetland,Forest
1626,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1627,Forest,Forest,Wetland,Water,Wetland,Bareland
1628,Forest,Forest,Wetland,Water,Wetland,Water
1629,Forest,Forest,Wetland,Water,Wetland,Forest
1630,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1631,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1632,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1633,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1634,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1635,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1636,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1637,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1638,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1639,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1640,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1641,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
1642,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1643,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1644,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1645,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1646,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1647,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1648,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1649,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1650,Forest,Forest,Built-up,Water,Non_Wetland,Cropland
1651,Forest,Forest,Water,NULL,Water,Forest
1652,Forest,Forest,Water,Water,Water,Grassland
1653,Forest,Forest,Water,Water,Water,Cropland
1654,Forest,Forest,Water,Water,Water,Wetland
1655,Forest,Forest,Water,Water,Water,Forest
1656,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1657,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1658,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1659,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1660,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1661,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1662,Forest,Forest,Forest,NULL,Non_Wetland,Water
1663,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1664,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1665,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1666,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1667,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1668,Forest,Forest,Forest,Water,Non_Wetland,NULL
1669,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1670,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1671,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1672,Forest,Forest,Forest,Water,Non_Wetland,Forest
