Value,AFRICA_2024_DynamicWorld_2024_37NGF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NGF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NGF_M_R,AFRICA_2024_GSW_Yearly_2021_37NGF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NGF_M_R,AFRICA_2024_WorldCover_2021_37NGF_M_R
1294,Forest,Water,Wetland,Water,Wetland,Forest
1295,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1296,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1297,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1298,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1299,Forest,Water,Bareland,Water,Non_Wetland,Forest
1300,Forest,Water,Built-up,Water,Non_Wetland,Forest
1301,Forest,Water,Water,NULL,Water,Forest
1302,Forest,Water,Water,Non_Water,Water,Forest
1303,Forest,Water,Forest,NULL,Non_Wetland,NULL
1304,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1305,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1306,Forest,Water,Forest,NULL,Non_Wetland,Forest
1307,Forest,Water,Forest,Water,Non_Wetland,Forest
1308,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1309,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1310,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1311,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1312,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1313,Forest,Forest,NULL,Water,Non_Wetland,Forest
1314,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1315,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1316,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1317,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1318,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1319,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1320,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1321,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1322,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1323,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1324,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1325,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1326,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1327,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1328,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1329,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1330,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1331,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1332,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1333,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1334,Forest,Forest,Grassland,Water,Non_Wetland,NULL
1335,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1336,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
1337,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1338,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1339,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1340,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1341,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1342,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1343,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1344,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1345,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1346,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1347,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1348,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1349,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1350,Forest,Forest,Wetland,NULL,Wetland,NULL
1351,Forest,Forest,Wetland,NULL,Wetland,Grassland
1352,Forest,Forest,Wetland,NULL,Wetland,Forest
1353,Forest,Forest,Wetland,Water,Wetland,Forest
1354,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1355,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1356,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1357,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1358,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1359,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1360,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1361,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1362,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1363,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1364,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1365,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1366,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1367,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1368,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1369,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1370,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
