Value,AFRICA_2024_DynamicWorld_2024_37PDR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDR_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDR_M_R,AFRICA_2024_GSW_Yearly_2021_37PDR_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDR_M_R,AFRICA_2024_WorldCover_2021_37PDR_M_R
1279,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1280,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1281,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1282,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1283,Water,Water,Cropland,Water,Non_Wetland,NULL
1284,Water,Water,Cropland,Water,Non_Wetland,Grassland
1285,Water,Water,Cropland,Water,Non_Wetland,Cropland
1286,Water,Water,Cropland,Water,Non_Wetland,Bareland
1287,Water,Water,Cropland,Water,Non_Wetland,Water
1288,Water,Water,Cropland,Water,Non_Wetland,Forest
1289,Water,Water,Wetland,NULL,Wetland,NULL
1290,Water,Water,Wetland,NULL,Wetland,Grassland
1291,Water,Water,Wetland,NULL,Wetland,Cropland
1292,Water,Water,Wetland,NULL,Wetland,Bareland
1293,Water,Water,Wetland,NULL,Wetland,Water
1294,Water,Water,Wetland,NULL,Wetland,Forest
1295,Water,Water,Wetland,Non_Water,Wetland,Grassland
1296,Water,Water,Wetland,Non_Water,Wetland,Cropland
1297,Water,Water,Wetland,Non_Water,Wetland,Bareland
1298,Water,Water,Wetland,Non_Water,Wetland,Water
1299,Water,Water,Wetland,Non_Water,Wetland,Forest
1300,Water,Water,Wetland,Water,Wetland,NULL
1301,Water,Water,Wetland,Water,Wetland,Grassland
1302,Water,Water,Wetland,Water,Wetland,Cropland
1303,Water,Water,Wetland,Water,Wetland,Wetland
1304,Water,Water,Wetland,Water,Wetland,Bareland
1305,Water,Water,Wetland,Water,Wetland,Water
1306,Water,Water,Wetland,Water,Wetland,Forest
1307,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1308,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1309,Water,Water,Bareland,NULL,Non_Wetland,NULL
1310,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1311,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1312,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1313,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1314,Water,Water,Bareland,NULL,Non_Wetland,Water
1315,Water,Water,Bareland,NULL,Non_Wetland,Forest
1316,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1317,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1318,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1319,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1320,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1321,Water,Water,Bareland,Water,Non_Wetland,NULL
1322,Water,Water,Bareland,Water,Non_Wetland,Grassland
1323,Water,Water,Bareland,Water,Non_Wetland,Cropland
1324,Water,Water,Bareland,Water,Non_Wetland,Bareland
1325,Water,Water,Bareland,Water,Non_Wetland,Water
1326,Water,Water,Bareland,Water,Non_Wetland,Forest
1327,Water,Water,Built-up,NULL,Non_Wetland,NULL
1328,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1329,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1330,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1331,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1332,Water,Water,Built-up,NULL,Non_Wetland,Water
1333,Water,Water,Built-up,NULL,Non_Wetland,Forest
1334,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1335,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1336,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1337,Water,Water,Built-up,Water,Non_Wetland,NULL
1338,Water,Water,Built-up,Water,Non_Wetland,Grassland
1339,Water,Water,Built-up,Water,Non_Wetland,Cropland
1340,Water,Water,Built-up,Water,Non_Wetland,Bareland
1341,Water,Water,Built-up,Water,Non_Wetland,Water
1342,Water,Water,Water,NULL,Water,NULL
1343,Water,Water,Water,NULL,Water,Grassland
1344,Water,Water,Water,NULL,Water,Cropland
1345,Water,Water,Water,NULL,Water,Bareland
1346,Water,Water,Water,NULL,Water,Water
1347,Water,Water,Water,NULL,Water,Forest
1348,Water,Water,Water,Non_Water,Water,NULL
1349,Water,Water,Water,Non_Water,Water,Water
1350,Water,Water,Water,Water,Water,Grassland
1351,Water,Water,Water,Water,Water,Cropland
1352,Water,Water,Water,Water,Water,Bareland
1353,Water,Water,Water,Water,Water,Water
1354,Water,Water,Forest,NULL,Non_Wetland,NULL
1355,Water,Water,Forest,NULL,Non_Wetland,Grassland
1356,Water,Water,Forest,NULL,Non_Wetland,Cropland
1357,Water,Water,Forest,NULL,Non_Wetland,Bareland
1358,Water,Water,Forest,NULL,Non_Wetland,Water
1359,Water,Water,Forest,NULL,Non_Wetland,Forest
1360,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1361,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1362,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1363,Water,Water,Forest,Non_Water,Non_Wetland,Water
1364,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1365,Water,Water,Forest,Water,Non_Wetland,NULL
1366,Water,Water,Forest,Water,Non_Wetland,Grassland
1367,Water,Water,Forest,Water,Non_Wetland,Cropland
1368,Water,Water,Forest,Water,Non_Wetland,Bareland
1369,Water,Water,Forest,Water,Non_Wetland,Water
1370,Water,Water,Forest,Water,Non_Wetland,Forest
1371,Water,Forest,NULL,NULL,Non_Wetland,NULL
1372,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1373,Water,Forest,NULL,NULL,Non_Wetland,Forest
1374,Water,Forest,NULL,Water,Non_Wetland,Grassland
1375,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1376,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1377,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1378,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1379,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1380,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1381,Water,Forest,Cropland,NULL,Non_Wetland,Water
1382,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1383,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1384,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1385,Water,Forest,Bareland,NULL,Non_Wetland,Water
1386,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
1387,Water,Forest,Water,NULL,Water,NULL
1388,Water,Forest,Water,NULL,Water,Grassland
1389,Water,Forest,Water,NULL,Water,Water
1390,Water,Forest,Water,NULL,Water,Forest
1391,Water,Forest,Water,Water,Water,Grassland
1392,Water,Forest,Water,Water,Water,Forest
1393,Water,Forest,Forest,NULL,Non_Wetland,NULL
1394,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1395,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1396,Water,Forest,Forest,NULL,Non_Wetland,Forest
1397,Water,Forest,Forest,Water,Non_Wetland,NULL
1398,Water,Forest,Forest,Water,Non_Wetland,Grassland
1399,Water,Forest,Forest,Water,Non_Wetland,Forest
1400,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1401,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1402,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1403,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1404,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1405,Forest,NULL,NULL,NULL,Non_Wetland,Water
1406,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1407,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1408,Forest,NULL,NULL,Water,Non_Wetland,NULL
1409,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1410,Forest,NULL,NULL,Water,Non_Wetland,Forest
1411,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1412,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1413,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1414,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1415,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1416,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1417,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1418,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1419,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1420,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1421,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1422,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1423,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1424,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1425,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1426,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1427,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1428,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1429,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1430,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1431,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1432,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1433,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1434,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1435,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1436,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1437,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1438,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1439,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1440,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1441,Forest,NULL,Cropland,Water,Non_Wetland,Water
1442,Forest,NULL,Wetland,NULL,Wetland,Grassland
1443,Forest,NULL,Wetland,NULL,Wetland,Forest
1444,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1445,Forest,NULL,Wetland,Water,Wetland,Grassland
1446,Forest,NULL,Wetland,Water,Wetland,Cropland
1447,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1448,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1449,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1450,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1451,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1452,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1453,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1454,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1455,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1456,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1457,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1458,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1459,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1460,Forest,NULL,Bareland,Water,Non_Wetland,Water
1461,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1462,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1463,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1464,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1465,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1466,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1467,Forest,NULL,Built-up,NULL,Non_Wetland,Water
1468,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1469,Forest,NULL,Water,NULL,Water,NULL
1470,Forest,NULL,Water,NULL,Water,Grassland
1471,Forest,NULL,Water,NULL,Water,Cropland
1472,Forest,NULL,Water,NULL,Water,Water
1473,Forest,NULL,Water,NULL,Water,Forest
1474,Forest,NULL,Water,Water,Water,NULL
1475,Forest,NULL,Water,Water,Water,Grassland
1476,Forest,NULL,Water,Water,Water,Forest
1477,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1478,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1479,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1480,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1481,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1482,Forest,NULL,Forest,NULL,Non_Wetland,Water
1483,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1484,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1485,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1486,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1487,Forest,NULL,Forest,Water,Non_Wetland,NULL
1488,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1489,Forest,NULL,Forest,Water,Non_Wetland,Forest
1490,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1491,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1492,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1493,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1494,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1495,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1496,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1497,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1498,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1499,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1500,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1501,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1502,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1503,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1504,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1505,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1506,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1507,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1508,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1509,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1510,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1511,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1512,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1513,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1514,Forest,Cropland,Wetland,NULL,Wetland,Forest
1515,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1516,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1517,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1518,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1519,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1520,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1521,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1522,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1523,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1524,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1525,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1526,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1527,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1528,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1529,Forest,Cropland,Water,NULL,Water,NULL
1530,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1531,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1532,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1533,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1534,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1535,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1536,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1537,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1538,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1539,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1540,Forest,Wetland,Wetland,Water,Wetland,Cropland
1541,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1542,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1543,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1544,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1545,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1546,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1547,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1548,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1549,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1550,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1551,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1552,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1553,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1554,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1555,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1556,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1557,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1558,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1559,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1560,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1561,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1562,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1563,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1564,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1565,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1566,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1567,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1568,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1569,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1570,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1571,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1572,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1573,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1574,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1575,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1576,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1577,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1578,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1579,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1580,Forest,Water,NULL,NULL,Non_Wetland,NULL
1581,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1582,Forest,Water,NULL,NULL,Non_Wetland,Forest
1583,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1584,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1585,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1586,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1587,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1588,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1589,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1590,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1591,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1592,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1593,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1594,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1595,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1596,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1597,Forest,Water,Cropland,NULL,Non_Wetland,Water
1598,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1599,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1600,Forest,Water,Wetland,Non_Water,Wetland,Forest
1601,Forest,Water,Wetland,Water,Wetland,Cropland
1602,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1603,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1604,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1605,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1606,Forest,Water,Bareland,NULL,Non_Wetland,Water
1607,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1608,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL
1609,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1610,Forest,Water,Bareland,Water,Non_Wetland,NULL
1611,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1612,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1613,Forest,Water,Bareland,Water,Non_Wetland,Water
1614,Forest,Water,Bareland,Water,Non_Wetland,Forest
1615,Forest,Water,Built-up,NULL,Non_Wetland,Water
1616,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1617,Forest,Water,Built-up,Water,Non_Wetland,NULL
1618,Forest,Water,Forest,NULL,Non_Wetland,NULL
1619,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1620,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1621,Forest,Water,Forest,NULL,Non_Wetland,Forest
1622,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1623,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1624,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1625,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1626,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1627,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1628,Forest,Forest,NULL,Water,Non_Wetland,NULL
1629,Forest,Forest,NULL,Water,Non_Wetland,Forest
1630,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1631,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1632,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1633,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1634,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1635,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1636,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1637,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1638,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1639,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1640,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1641,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1642,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1643,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1644,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1645,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1646,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1647,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1648,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1649,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1650,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1651,Forest,Forest,Wetland,NULL,Wetland,Forest
1652,Forest,Forest,Wetland,Water,Wetland,Cropland
1653,Forest,Forest,Wetland,Water,Wetland,Forest
1654,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1655,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1656,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1657,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1658,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1659,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1660,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1661,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1662,Forest,Forest,Bareland,Water,Non_Wetland,NULL
1663,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1664,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1665,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1666,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1667,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1668,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1669,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1670,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1671,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1672,Forest,Forest,Water,NULL,Water,NULL
1673,Forest,Forest,Water,NULL,Water,Grassland
1674,Forest,Forest,Water,NULL,Water,Cropland
1675,Forest,Forest,Water,NULL,Water,Forest
1676,Forest,Forest,Water,Water,Water,NULL
1677,Forest,Forest,Water,Water,Water,Grassland
1678,Forest,Forest,Water,Water,Water,Forest
1679,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1680,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1681,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1682,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1683,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1684,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1685,Forest,Forest,Forest,NULL,Non_Wetland,Water
1686,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1687,Forest,Forest,Forest,Water,Non_Wetland,NULL
1688,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1689,Forest,Forest,Forest,Water,Non_Wetland,Forest
