Value,AFRICA_2024_DynamicWorld_2024_38QKD_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38QKD_M_R,AFRICA_2024_GLC_FCS30D_2022_38QKD_M_R,AFRICA_2024_GSW_Yearly_2021_38QKD_M_R,AFRICA_2024_GWL_FCS30D_2022_38QKD_M_R,AFRICA_2024_WorldCover_2021_38QKD_M_R
1318,Water,Water,Wetland,NULL,Wetland,Bareland
1319,Water,Water,Wetland,NULL,Wetland,Water
1320,Water,Water,Wetland,NULL,Wetland,Forest
1321,Water,Water,Wetland,Non_Water,NULL,NULL
1322,Water,Water,Wetland,Non_Water,NULL,Wetland
1323,Water,Water,Wetland,Non_Water,NULL,Bareland
1324,Water,Water,Wetland,Non_Water,NULL,Water
1325,Water,Water,Wetland,Non_Water,Wetland,Grassland
1326,Water,Water,Wetland,Non_Water,Wetland,Cropland
1327,Water,Water,Wetland,Non_Water,Wetland,Wetland
1328,Water,Water,Wetland,Non_Water,Wetland,Bareland
1329,Water,Water,Wetland,Non_Water,Wetland,Water
1330,Water,Water,Wetland,Non_Water,Wetland,Forest
1331,Water,Water,Wetland,Water,NULL,Wetland
1332,Water,Water,Wetland,Water,NULL,Bareland
1333,Water,Water,Wetland,Water,NULL,Water
1334,Water,Water,Wetland,Water,Wetland,NULL
1335,Water,Water,Wetland,Water,Wetland,Grassland
1336,Water,Water,Wetland,Water,Wetland,Wetland
1337,Water,Water,Wetland,Water,Wetland,Bareland
1338,Water,Water,Wetland,Water,Wetland,Built-up
1339,Water,Water,Wetland,Water,Wetland,Water
1340,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1341,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1342,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1343,Water,Water,Bareland,NULL,Non_Wetland,NULL
1344,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1345,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1346,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1347,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1348,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1349,Water,Water,Bareland,NULL,Non_Wetland,Water
1350,Water,Water,Bareland,NULL,Non_Wetland,Forest
1351,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1352,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1353,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1354,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1355,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1356,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1357,Water,Water,Bareland,Water,Non_Wetland,Grassland
1358,Water,Water,Bareland,Water,Non_Wetland,Wetland
1359,Water,Water,Bareland,Water,Non_Wetland,Bareland
1360,Water,Water,Bareland,Water,Non_Wetland,Built-up
1361,Water,Water,Bareland,Water,Non_Wetland,Water
1362,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1363,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1364,Water,Water,Built-up,NULL,Non_Wetland,Water
1365,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1366,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1367,Water,Water,Built-up,Water,Non_Wetland,Bareland
1368,Water,Water,Built-up,Water,Non_Wetland,Built-up
1369,Water,Water,Built-up,Water,Non_Wetland,Water
1370,Water,Water,Water,NULL,NULL,Wetland
1371,Water,Water,Water,NULL,NULL,Bareland
1372,Water,Water,Water,NULL,NULL,Water
1373,Water,Water,Water,NULL,Water,Water
1374,Water,Water,Water,Non_Water,NULL,Wetland
1375,Water,Water,Water,Non_Water,NULL,Bareland
1376,Water,Water,Water,Non_Water,NULL,Water
1377,Water,Water,Water,Non_Water,Water,Wetland
1378,Water,Water,Water,Water,NULL,Wetland
1379,Water,Water,Water,Water,NULL,Bareland
1380,Water,Water,Water,Water,NULL,Water
1381,Water,Water,Water,Water,Water,Grassland
1382,Water,Water,Water,Water,Water,Bareland
1383,Water,Water,Water,Water,Water,Water
1384,Water,Forest,NULL,NULL,Non_Wetland,NULL
1385,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1386,Water,Forest,NULL,NULL,Non_Wetland,Forest
1387,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1388,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1389,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1390,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1391,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1392,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1393,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1394,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1395,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1396,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1397,Water,Forest,Wetland,NULL,Wetland,Wetland
1398,Water,Forest,Wetland,NULL,Wetland,Forest
1399,Water,Forest,Wetland,Non_Water,NULL,Wetland
1400,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1401,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1402,Water,Forest,Wetland,Non_Water,Wetland,Water
1403,Water,Forest,Wetland,Water,NULL,Wetland
1404,Water,Forest,Wetland,Water,Wetland,Wetland
1405,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1406,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1407,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1408,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1409,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1410,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1411,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1412,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1413,Water,Forest,Built-up,NULL,Non_Wetland,NULL
1414,Water,Forest,Built-up,NULL,Non_Wetland,Wetland
1415,Water,Forest,Water,Water,Water,Wetland
1416,Water,Forest,Forest,NULL,Non_Wetland,NULL
1417,Water,Forest,Forest,NULL,Non_Wetland,Forest
1418,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
1419,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1420,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1421,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1422,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1423,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1424,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1425,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1426,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1427,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1428,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1429,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1430,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1431,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1432,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1433,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1434,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1435,Forest,Water,Wetland,NULL,Wetland,Wetland
1436,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1437,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1438,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1439,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1440,Forest,Forest,Forest,NULL,Non_Wetland,Forest
