Value,AFRICA_2024_DynamicWorld_2024_37NHE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHE_M_R,AFRICA_2024_GSW_Yearly_2021_37NHE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHE_M_R,AFRICA_2024_WorldCover_2021_37NHE_M_R
1261,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1262,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
1263,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1264,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1265,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1266,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1267,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1268,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1269,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1270,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1271,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1272,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1273,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1274,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1275,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1276,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1277,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1278,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1279,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1280,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1281,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1282,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1283,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1284,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1285,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1286,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1287,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1288,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1289,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1290,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1291,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1292,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1293,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
1294,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1295,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1296,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
1297,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1298,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1299,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1300,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1301,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1302,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1303,Bareland,Bareland,Wetland,Water,Wetland,Water
1304,Bareland,Bareland,Wetland,Water,Wetland,Forest
1305,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1306,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1307,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1308,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1309,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1310,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1311,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1312,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1313,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1314,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1315,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1316,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1317,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1318,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1319,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1320,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1321,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1322,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Cropland
1323,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1324,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
1325,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1326,Bareland,Bareland,Water,NULL,Water,Grassland
1327,Bareland,Bareland,Water,NULL,Water,Cropland
1328,Bareland,Bareland,Water,NULL,Water,Bareland
1329,Bareland,Bareland,Water,NULL,Water,Forest
1330,Bareland,Bareland,Water,Water,Water,Cropland
1331,Bareland,Bareland,Water,Water,Water,Bareland
1332,Bareland,Bareland,Water,Water,Water,Water
1333,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1334,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1335,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
1336,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1337,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1338,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1339,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1340,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1341,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1342,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1343,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1344,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1345,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1346,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1347,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1348,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1349,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1350,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1351,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1352,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1353,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1354,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1355,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1356,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1357,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1358,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
1359,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1360,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1361,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1362,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest
1363,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1364,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1365,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1366,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1367,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1368,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1369,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1370,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1371,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1372,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1373,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1374,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1375,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1376,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1377,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1378,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
1379,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1380,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1381,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1382,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1383,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1384,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1385,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1386,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1387,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1388,Bareland,Water,Grassland,Water,Non_Wetland,Water
1389,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1390,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1391,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1392,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1393,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1394,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1395,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1396,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1397,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1398,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1399,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1400,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1401,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1402,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1403,Bareland,Water,Wetland,NULL,Wetland,Grassland
1404,Bareland,Water,Wetland,NULL,Wetland,Cropland
1405,Bareland,Water,Wetland,NULL,Wetland,Bareland
1406,Bareland,Water,Wetland,NULL,Wetland,Water
1407,Bareland,Water,Wetland,NULL,Wetland,Forest
1408,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1409,Bareland,Water,Wetland,Water,Wetland,Grassland
1410,Bareland,Water,Wetland,Water,Wetland,Cropland
1411,Bareland,Water,Wetland,Water,Wetland,Wetland
1412,Bareland,Water,Wetland,Water,Wetland,Bareland
1413,Bareland,Water,Wetland,Water,Wetland,Water
1414,Bareland,Water,Wetland,Water,Wetland,Forest
1415,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1416,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1417,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1418,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1419,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1420,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1421,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1422,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1423,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1424,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1425,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1426,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1427,Bareland,Water,Bareland,Water,Non_Wetland,Water
1428,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1429,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1430,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1431,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1432,Bareland,Water,Water,NULL,Water,Grassland
1433,Bareland,Water,Water,NULL,Water,Cropland
1434,Bareland,Water,Water,NULL,Water,Bareland
1435,Bareland,Water,Water,NULL,Water,Forest
1436,Bareland,Water,Water,Non_Water,Water,Cropland
1437,Bareland,Water,Water,Non_Water,Water,Bareland
1438,Bareland,Water,Water,Water,Water,Grassland
1439,Bareland,Water,Water,Water,Water,Cropland
1440,Bareland,Water,Water,Water,Water,Bareland
1441,Bareland,Water,Water,Water,Water,Water
1442,Bareland,Water,Water,Water,Water,Forest
1443,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1444,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1445,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1446,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1447,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1448,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1449,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1450,Bareland,Forest,NULL,Non_Water,Non_Wetland,Forest
1451,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1452,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1453,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1454,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1455,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1456,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1457,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1458,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1459,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1460,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1461,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1462,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL
1463,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1464,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1465,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1466,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL
1467,Water,NULL,NULL,NULL,Non_Wetland,NULL
1468,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1469,Water,NULL,NULL,NULL,Non_Wetland,Forest
1470,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
1471,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1472,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1473,Water,NULL,NULL,Water,Non_Wetland,Cropland
1474,Water,NULL,NULL,Water,Non_Wetland,Forest
1475,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1476,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1477,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1478,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1479,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1480,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1481,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1482,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1483,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1484,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1485,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1486,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1487,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1488,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1489,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1490,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1491,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1492,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1493,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1494,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1495,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1496,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1497,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1498,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1499,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1500,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1501,Water,NULL,Grassland,Water,Non_Wetland,Forest
1502,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1503,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1504,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1505,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1506,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1507,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1508,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1509,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1510,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1511,Water,NULL,Cropland,Water,Non_Wetland,NULL
1512,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1513,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1514,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1515,Water,NULL,Cropland,Water,Non_Wetland,Forest
1516,Water,NULL,Wetland,NULL,Wetland,Forest
1517,Water,NULL,Wetland,Non_Water,Wetland,Forest
1518,Water,NULL,Wetland,Water,Wetland,Grassland
1519,Water,NULL,Wetland,Water,Wetland,Cropland
1520,Water,NULL,Wetland,Water,Wetland,Forest
1521,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1522,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1523,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1524,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1525,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1526,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1527,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1528,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1529,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1530,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1531,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1532,Water,NULL,Bareland,Water,Non_Wetland,Forest
1533,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1534,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1535,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1536,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1537,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
1538,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1539,Water,NULL,Water,NULL,Water,Cropland
1540,Water,NULL,Water,NULL,Water,Bareland
1541,Water,NULL,Water,NULL,Water,Forest
1542,Water,NULL,Water,Non_Water,Water,Forest
1543,Water,NULL,Water,Water,Water,Grassland
1544,Water,NULL,Water,Water,Water,Cropland
1545,Water,NULL,Water,Water,Water,Bareland
1546,Water,NULL,Water,Water,Water,Forest
1547,Water,NULL,Forest,NULL,Non_Wetland,NULL
1548,Water,NULL,Forest,NULL,Non_Wetland,Forest
1549,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1550,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1551,Water,NULL,Forest,Water,Non_Wetland,Forest
1552,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1553,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1554,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1555,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1556,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1557,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1558,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland
1559,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1560,Water,Cropland,NULL,Water,Non_Wetland,Bareland
1561,Water,Cropland,NULL,Water,Non_Wetland,Forest
1562,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1563,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1564,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1565,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1566,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1567,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1568,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1569,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1570,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1571,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1572,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1573,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1574,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1575,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1576,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1577,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1578,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1579,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1580,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1581,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1582,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1583,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1584,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1585,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1586,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1587,Water,Cropland,Grassland,Water,Non_Wetland,Forest
1588,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1589,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1590,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1591,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1592,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1593,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1594,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1595,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1596,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1597,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1598,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1599,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1600,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1601,Water,Cropland,Cropland,Water,Non_Wetland,Water
1602,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1603,Water,Cropland,Wetland,NULL,Wetland,Grassland
1604,Water,Cropland,Wetland,NULL,Wetland,Cropland
1605,Water,Cropland,Wetland,NULL,Wetland,Bareland
1606,Water,Cropland,Wetland,NULL,Wetland,Forest
1607,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1608,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1609,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1610,Water,Cropland,Wetland,Water,Wetland,Grassland
1611,Water,Cropland,Wetland,Water,Wetland,Cropland
1612,Water,Cropland,Wetland,Water,Wetland,Bareland
1613,Water,Cropland,Wetland,Water,Wetland,Water
1614,Water,Cropland,Wetland,Water,Wetland,Forest
1615,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1616,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1617,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1618,Water,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1619,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1620,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1621,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1622,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1623,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1624,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1625,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1626,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1627,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1628,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1629,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1630,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1631,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1632,Water,Cropland,Water,NULL,Water,Grassland
1633,Water,Cropland,Water,NULL,Water,Cropland
1634,Water,Cropland,Water,NULL,Water,Bareland
1635,Water,Cropland,Water,NULL,Water,Forest
1636,Water,Cropland,Water,Non_Water,Water,Grassland
1637,Water,Cropland,Water,Non_Water,Water,Cropland
1638,Water,Cropland,Water,Non_Water,Water,Bareland
1639,Water,Cropland,Water,Non_Water,Water,Forest
1640,Water,Cropland,Water,Water,Water,Grassland
1641,Water,Cropland,Water,Water,Water,Cropland
1642,Water,Cropland,Water,Water,Water,Bareland
1643,Water,Cropland,Water,Water,Water,Water
1644,Water,Cropland,Water,Water,Water,Forest
1645,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1646,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1647,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1648,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1649,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1650,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1651,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1652,Water,Wetland,NULL,NULL,Non_Wetland,Cropland
1653,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1654,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL
1655,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1656,Water,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1657,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1658,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1659,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1660,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1661,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1662,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1663,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1664,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1665,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1666,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
1667,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
1668,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1669,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
1670,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
1671,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1672,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1673,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1674,Water,Wetland,Grassland,Water,Non_Wetland,NULL
1675,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1676,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1677,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1678,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1679,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1680,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1681,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1682,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1683,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1684,Water,Wetland,Wetland,NULL,Wetland,Forest
1685,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1686,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1687,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL
