Value,AFRICA_2024_DynamicWorld_2024_36NXP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NXP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NXP_M_R,AFRICA_2024_GSW_Yearly_2021_36NXP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NXP_M_R,AFRICA_2024_WorldCover_2021_36NXP_M_R
1308,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1309,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1310,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1311,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1312,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1313,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1314,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1315,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1316,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1317,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1318,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1319,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1320,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1321,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1322,Forest,Wetland,Wetland,NULL,Wetland,NULL
1323,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1324,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1325,Forest,Wetland,Wetland,NULL,Wetland,Water
1326,Forest,Wetland,Wetland,NULL,Wetland,Forest
1327,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1328,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1329,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1330,Forest,Wetland,Wetland,Water,Wetland,Grassland
1331,Forest,Wetland,Wetland,Water,Wetland,Wetland
1332,Forest,Wetland,Wetland,Water,Wetland,Forest
1333,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
1334,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1335,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1336,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1337,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1338,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1339,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1340,Forest,Wetland,Bareland,Water,Non_Wetland,Forest
1341,Forest,Wetland,Water,NULL,Water,Wetland
1342,Forest,Wetland,Water,NULL,Water,Forest
1343,Forest,Wetland,Water,Non_Water,Water,Wetland
1344,Forest,Wetland,Water,Non_Water,Water,Forest
1345,Forest,Wetland,Water,Water,Water,Wetland
1346,Forest,Wetland,Water,Water,Water,Water
1347,Forest,Wetland,Water,Water,Water,Forest
1348,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1349,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1350,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1351,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1352,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1353,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1354,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1355,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1356,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1357,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1358,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1359,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1360,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1361,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1362,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1363,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1364,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1365,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1366,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1367,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1368,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1369,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1370,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1371,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1372,Forest,Built-up,Wetland,NULL,Wetland,Forest
1373,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1374,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1375,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland
1376,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1377,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1378,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1379,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1380,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1381,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1382,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1383,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1384,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1385,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1386,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1387,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1388,Forest,Water,NULL,NULL,Non_Wetland,Water
1389,Forest,Water,NULL,NULL,Non_Wetland,Forest
1390,Forest,Water,NULL,Water,Non_Wetland,Forest
1391,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1392,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1393,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1394,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1395,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1396,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1397,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1398,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1399,Forest,Water,Shrubland,Water,Non_Wetland,Water
1400,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1401,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1402,Forest,Water,Wetland,NULL,Wetland,Grassland
1403,Forest,Water,Wetland,NULL,Wetland,Wetland
1404,Forest,Water,Wetland,NULL,Wetland,Water
1405,Forest,Water,Wetland,NULL,Wetland,Forest
1406,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1407,Forest,Water,Wetland,Non_Water,Wetland,Water
1408,Forest,Water,Wetland,Non_Water,Wetland,Forest
1409,Forest,Water,Wetland,Water,Wetland,Wetland
1410,Forest,Water,Wetland,Water,Wetland,Water
1411,Forest,Water,Wetland,Water,Wetland,Forest
1412,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1413,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1414,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1415,Forest,Water,Bareland,NULL,Non_Wetland,Water
1416,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1417,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1418,Forest,Water,Bareland,Water,Non_Wetland,Water
1419,Forest,Water,Bareland,Water,Non_Wetland,Forest
1420,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1421,Forest,Water,Built-up,Non_Water,Non_Wetland,Water
1422,Forest,Water,Water,NULL,Water,Wetland
1423,Forest,Water,Water,NULL,Water,Water
1424,Forest,Water,Water,NULL,Water,Forest
1425,Forest,Water,Water,Non_Water,Water,Wetland
1426,Forest,Water,Water,Non_Water,Water,Water
1427,Forest,Water,Water,Non_Water,Water,Forest
1428,Forest,Water,Water,Water,Water,Wetland
1429,Forest,Water,Water,Water,Water,Water
1430,Forest,Water,Water,Water,Water,Forest
1431,Forest,Water,Forest,NULL,Non_Wetland,NULL
1432,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1433,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1434,Forest,Water,Forest,NULL,Non_Wetland,Water
1435,Forest,Water,Forest,NULL,Non_Wetland,Forest
1436,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1437,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1438,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1439,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1440,Forest,Water,Forest,Water,Non_Wetland,Grassland
1441,Forest,Water,Forest,Water,Non_Wetland,Wetland
1442,Forest,Water,Forest,Water,Non_Wetland,Water
1443,Forest,Water,Forest,Water,Non_Wetland,Forest
1444,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1445,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1446,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1447,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1448,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1449,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1450,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1451,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1452,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1453,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1454,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1455,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1456,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1457,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1458,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1459,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1460,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1461,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1462,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1463,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1464,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1465,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1466,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1467,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1468,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1469,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1470,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1471,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1472,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1473,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1474,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1475,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1476,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1477,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1478,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1479,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1480,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1481,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1482,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1483,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1484,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1485,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1486,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1487,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1488,Forest,Forest,Wetland,NULL,Wetland,NULL
1489,Forest,Forest,Wetland,NULL,Wetland,Grassland
1490,Forest,Forest,Wetland,NULL,Wetland,Wetland
1491,Forest,Forest,Wetland,NULL,Wetland,Water
1492,Forest,Forest,Wetland,NULL,Wetland,Forest
1493,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1494,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1495,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1496,Forest,Forest,Wetland,Water,Wetland,Grassland
1497,Forest,Forest,Wetland,Water,Wetland,Wetland
1498,Forest,Forest,Wetland,Water,Wetland,Forest
1499,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1500,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1501,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1502,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1503,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1504,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1505,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1506,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1507,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1508,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1509,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1510,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1511,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1512,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1513,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1514,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1515,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1516,Forest,Forest,Water,NULL,Water,Grassland
1517,Forest,Forest,Water,NULL,Water,Wetland
1518,Forest,Forest,Water,NULL,Water,Forest
1519,Forest,Forest,Water,Non_Water,Water,Grassland
1520,Forest,Forest,Water,Non_Water,Water,Wetland
1521,Forest,Forest,Water,Non_Water,Water,Forest
1522,Forest,Forest,Water,Water,Water,Grassland
1523,Forest,Forest,Water,Water,Water,Wetland
1524,Forest,Forest,Water,Water,Water,Forest
1525,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1526,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1527,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1528,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1529,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1530,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1531,Forest,Forest,Forest,NULL,Non_Wetland,Water
1532,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1533,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1534,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1535,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1536,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1537,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1538,Forest,Forest,Forest,Water,Non_Wetland,NULL
1539,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1540,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1541,Forest,Forest,Forest,Water,Non_Wetland,Water
1542,Forest,Forest,Forest,Water,Non_Wetland,Forest
