Value,AFRICA_2024_DynamicWorld_2024_37NHF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHF_M_R,AFRICA_2024_GSW_Yearly_2021_37NHF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHF_M_R,AFRICA_2024_WorldCover_2021_37NHF_M_R
1283,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1284,Water,Water,Bareland,Water,Non_Wetland,Grassland
1285,Water,Water,Bareland,Water,Non_Wetland,Cropland
1286,Water,Water,Bareland,Water,Non_Wetland,Bareland
1287,Water,Water,Bareland,Water,Non_Wetland,Water
1288,Water,Water,Bareland,Water,Non_Wetland,Forest
1289,Water,Water,Built-up,NULL,Non_Wetland,NULL
1290,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1291,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1292,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1293,Water,Water,Built-up,NULL,Non_Wetland,Water
1294,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1295,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1296,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1297,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1298,Water,Water,Built-up,Water,Non_Wetland,Grassland
1299,Water,Water,Built-up,Water,Non_Wetland,Cropland
1300,Water,Water,Built-up,Water,Non_Wetland,Bareland
1301,Water,Water,Water,NULL,Water,NULL
1302,Water,Water,Water,NULL,Water,Grassland
1303,Water,Water,Water,NULL,Water,Cropland
1304,Water,Water,Water,NULL,Water,Wetland
1305,Water,Water,Water,NULL,Water,Bareland
1306,Water,Water,Water,NULL,Water,Water
1307,Water,Water,Water,NULL,Water,Forest
1308,Water,Water,Water,Non_Water,Water,Grassland
1309,Water,Water,Water,Non_Water,Water,Cropland
1310,Water,Water,Water,Non_Water,Water,Bareland
1311,Water,Water,Water,Non_Water,Water,Water
1312,Water,Water,Water,Non_Water,Water,Forest
1313,Water,Water,Water,Water,Water,NULL
1314,Water,Water,Water,Water,Water,Grassland
1315,Water,Water,Water,Water,Water,Cropland
1316,Water,Water,Water,Water,Water,Wetland
1317,Water,Water,Water,Water,Water,Bareland
1318,Water,Water,Water,Water,Water,Water
1319,Water,Water,Water,Water,Water,Forest
1320,Water,Water,Forest,NULL,Non_Wetland,NULL
1321,Water,Water,Forest,NULL,Non_Wetland,Grassland
1322,Water,Water,Forest,NULL,Non_Wetland,Cropland
1323,Water,Water,Forest,NULL,Non_Wetland,Wetland
1324,Water,Water,Forest,NULL,Non_Wetland,Bareland
1325,Water,Water,Forest,NULL,Non_Wetland,Water
1326,Water,Water,Forest,NULL,Non_Wetland,Forest
1327,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1328,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1329,Water,Water,Forest,Non_Water,Non_Wetland,Water
1330,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1331,Water,Water,Forest,Water,Non_Wetland,Cropland
1332,Water,Water,Forest,Water,Non_Wetland,Bareland
1333,Water,Water,Forest,Water,Non_Wetland,Water
1334,Water,Water,Forest,Water,Non_Wetland,Forest
1335,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
1336,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1337,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1338,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1339,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1340,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1341,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1342,Water,Forest,Water,NULL,Water,Forest
1343,Water,Forest,Forest,NULL,Non_Wetland,Forest
1344,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1345,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1346,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1347,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1348,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1349,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1350,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1351,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1352,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1353,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1354,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1355,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1356,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1357,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1358,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1359,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1360,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1361,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1362,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1363,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1364,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1365,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1366,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1367,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1368,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1369,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1370,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1371,Forest,NULL,Grassland,Water,Non_Wetland,NULL
1372,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1373,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1374,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1375,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1376,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1377,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1378,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1379,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1380,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1381,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1382,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1383,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1384,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1385,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1386,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1387,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1388,Forest,NULL,Wetland,NULL,Wetland,NULL
1389,Forest,NULL,Wetland,NULL,Wetland,Grassland
1390,Forest,NULL,Wetland,NULL,Wetland,Cropland
1391,Forest,NULL,Wetland,NULL,Wetland,Wetland
1392,Forest,NULL,Wetland,NULL,Wetland,Forest
1393,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1394,Forest,NULL,Wetland,Water,Wetland,NULL
1395,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1396,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1397,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1398,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1399,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1400,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1401,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1402,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1403,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1404,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1405,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1406,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1407,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1408,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1409,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1410,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1411,Forest,NULL,Water,NULL,Water,Grassland
1412,Forest,NULL,Water,NULL,Water,Cropland
1413,Forest,NULL,Water,NULL,Water,Forest
1414,Forest,NULL,Water,Water,Water,Grassland
1415,Forest,NULL,Water,Water,Water,Cropland
1416,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1417,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1418,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1419,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1420,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1421,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1422,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1423,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1424,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1425,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1426,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1427,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1428,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1429,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1430,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1431,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1432,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1433,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1434,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1435,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1436,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1437,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
1438,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1439,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1440,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1441,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1442,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1443,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1444,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1445,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1446,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1447,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1448,Forest,Cropland,Grassland,Water,Non_Wetland,NULL
1449,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
1450,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
1451,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1452,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1453,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1454,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1455,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1456,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1457,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1458,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1459,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1460,Forest,Cropland,Cropland,Water,Non_Wetland,NULL
1461,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1462,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1463,Forest,Cropland,Wetland,NULL,Wetland,NULL
1464,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1465,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1466,Forest,Cropland,Wetland,NULL,Wetland,Forest
1467,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1468,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1469,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1470,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1471,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1472,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1473,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1474,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1475,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1476,Forest,Cropland,Water,NULL,Water,Forest
1477,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1478,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1479,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1480,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1481,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1482,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1483,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1484,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1485,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1486,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1487,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1488,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1489,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1490,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1491,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1492,Forest,Water,NULL,NULL,Non_Wetland,Forest
1493,Forest,Water,NULL,Water,Non_Wetland,Forest
1494,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1495,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1496,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1497,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1498,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1499,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1500,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1501,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1502,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1503,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1504,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1505,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1506,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1507,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1508,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1509,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1510,Forest,Water,Cropland,Water,Non_Wetland,Forest
1511,Forest,Water,Wetland,NULL,Wetland,Forest
1512,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1513,Forest,Water,Water,NULL,Water,Forest
1514,Forest,Water,Forest,NULL,Non_Wetland,NULL
1515,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1516,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1517,Forest,Water,Forest,NULL,Non_Wetland,Forest
1518,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1519,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1520,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1521,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1522,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1523,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1524,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1525,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
1526,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1527,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1528,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1529,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1530,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1531,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1532,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1533,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1534,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1535,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1536,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1537,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1538,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1539,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1540,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1541,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1542,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1543,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1544,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1545,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1546,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1547,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1548,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1549,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1550,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1551,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1552,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1553,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1554,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1555,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1556,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1557,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1558,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1559,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1560,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1561,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1562,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1563,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1564,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1565,Forest,Forest,Wetland,NULL,Wetland,NULL
1566,Forest,Forest,Wetland,NULL,Wetland,Grassland
1567,Forest,Forest,Wetland,NULL,Wetland,Cropland
1568,Forest,Forest,Wetland,NULL,Wetland,Forest
1569,Forest,Forest,Wetland,Water,Wetland,Cropland
1570,Forest,Forest,Wetland,Water,Wetland,Forest
1571,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1572,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1573,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1574,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1575,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1576,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1577,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
1578,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1579,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1580,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1581,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1582,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1583,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1584,Forest,Forest,Water,NULL,Water,NULL
1585,Forest,Forest,Water,NULL,Water,Grassland
1586,Forest,Forest,Water,NULL,Water,Forest
1587,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1588,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1589,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1590,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1591,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1592,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1593,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1594,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1595,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
