Value,AFRICA_2024_DynamicWorld_2024_36PTQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PTQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PTQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PTQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PTQ_M_R,AFRICA_2024_WorldCover_2021_36PTQ_M_R
1337,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1338,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1339,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1340,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1341,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1342,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
1343,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1344,Forest,Wetland,Wetland,NULL,Wetland,NULL
1345,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1346,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1347,Forest,Wetland,Wetland,NULL,Wetland,Water
1348,Forest,Wetland,Wetland,NULL,Wetland,Forest
1349,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1350,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1351,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1352,Forest,Wetland,Wetland,Water,Wetland,Grassland
1353,Forest,Wetland,Wetland,Water,Wetland,Wetland
1354,Forest,Wetland,Wetland,Water,Wetland,Water
1355,Forest,Wetland,Wetland,Water,Wetland,Forest
1356,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1357,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1358,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1359,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1360,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1361,Forest,Wetland,Water,NULL,Water,NULL
1362,Forest,Wetland,Water,NULL,Water,Grassland
1363,Forest,Wetland,Water,NULL,Water,Wetland
1364,Forest,Wetland,Water,NULL,Water,Bareland
1365,Forest,Wetland,Water,NULL,Water,Water
1366,Forest,Wetland,Water,NULL,Water,Forest
1367,Forest,Wetland,Water,Non_Water,Water,Grassland
1368,Forest,Wetland,Water,Non_Water,Water,Wetland
1369,Forest,Wetland,Water,Non_Water,Water,Forest
1370,Forest,Wetland,Water,Water,Water,NULL
1371,Forest,Wetland,Water,Water,Water,Grassland
1372,Forest,Wetland,Water,Water,Water,Wetland
1373,Forest,Wetland,Water,Water,Water,Bareland
1374,Forest,Wetland,Water,Water,Water,Water
1375,Forest,Wetland,Water,Water,Water,Forest
1376,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1377,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1378,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1379,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
1380,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1381,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1382,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1383,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1384,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1385,Forest,Wetland,Forest,Water,Non_Wetland,NULL
1386,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1387,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1388,Forest,Wetland,Forest,Water,Non_Wetland,Bareland
1389,Forest,Wetland,Forest,Water,Non_Wetland,Water
1390,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1391,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1392,Forest,Bareland,Wetland,NULL,Wetland,Wetland
1393,Forest,Bareland,Wetland,Non_Water,Wetland,Wetland
1394,Forest,Bareland,Water,Water,Water,Wetland
1395,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1396,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1397,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1398,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1399,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1400,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1401,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1402,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1403,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1404,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1405,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1406,Forest,Built-up,Wetland,NULL,Wetland,Forest
1407,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1408,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1409,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1410,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1411,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1412,Forest,Water,NULL,Water,Non_Wetland,Wetland
1413,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1414,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1415,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1416,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1417,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1418,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1419,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1420,Forest,Water,Shrubland,Water,Non_Wetland,Water
1421,Forest,Water,Wetland,NULL,Wetland,Grassland
1422,Forest,Water,Wetland,NULL,Wetland,Wetland
1423,Forest,Water,Wetland,NULL,Wetland,Forest
1424,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1425,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1426,Forest,Water,Wetland,Non_Water,Wetland,Forest
1427,Forest,Water,Wetland,Water,Wetland,Grassland
1428,Forest,Water,Wetland,Water,Wetland,Wetland
1429,Forest,Water,Wetland,Water,Wetland,Water
1430,Forest,Water,Bareland,Water,Non_Wetland,Wetland
1431,Forest,Water,Water,NULL,Water,Wetland
1432,Forest,Water,Water,NULL,Water,Water
1433,Forest,Water,Water,NULL,Water,Forest
1434,Forest,Water,Water,Non_Water,Water,Wetland
1435,Forest,Water,Water,Non_Water,Water,Forest
1436,Forest,Water,Water,Water,Water,Grassland
1437,Forest,Water,Water,Water,Water,Wetland
1438,Forest,Water,Water,Water,Water,Water
1439,Forest,Water,Water,Water,Water,Forest
1440,Forest,Water,Forest,NULL,Non_Wetland,NULL
1441,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1442,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1443,Forest,Water,Forest,NULL,Non_Wetland,Water
1444,Forest,Water,Forest,NULL,Non_Wetland,Forest
1445,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1446,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1447,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1448,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1449,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1450,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1451,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1452,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1453,Forest,Forest,NULL,Water,Non_Wetland,NULL
1454,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1455,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1456,Forest,Forest,NULL,Water,Non_Wetland,Water
1457,Forest,Forest,NULL,Water,Non_Wetland,Forest
1458,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1459,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1460,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1461,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1462,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1463,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1464,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1465,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1466,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1467,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1468,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1469,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1470,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1471,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1472,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1473,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1474,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1475,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1476,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1477,Forest,Forest,Grassland,Water,Non_Wetland,Water
1478,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1479,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1480,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1481,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1482,Forest,Forest,Wetland,NULL,Wetland,NULL
1483,Forest,Forest,Wetland,NULL,Wetland,Grassland
1484,Forest,Forest,Wetland,NULL,Wetland,Wetland
1485,Forest,Forest,Wetland,NULL,Wetland,Water
1486,Forest,Forest,Wetland,NULL,Wetland,Forest
1487,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1488,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1489,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1490,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1491,Forest,Forest,Wetland,Water,Wetland,Grassland
1492,Forest,Forest,Wetland,Water,Wetland,Wetland
1493,Forest,Forest,Wetland,Water,Wetland,Forest
1494,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1495,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1496,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1497,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1498,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1499,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1500,Forest,Forest,Water,NULL,Water,NULL
1501,Forest,Forest,Water,NULL,Water,Grassland
1502,Forest,Forest,Water,NULL,Water,Wetland
1503,Forest,Forest,Water,NULL,Water,Bareland
1504,Forest,Forest,Water,NULL,Water,Water
1505,Forest,Forest,Water,NULL,Water,Forest
1506,Forest,Forest,Water,Non_Water,Water,Wetland
1507,Forest,Forest,Water,Non_Water,Water,Water
1508,Forest,Forest,Water,Non_Water,Water,Forest
1509,Forest,Forest,Water,Water,Water,NULL
1510,Forest,Forest,Water,Water,Water,Grassland
1511,Forest,Forest,Water,Water,Water,Wetland
1512,Forest,Forest,Water,Water,Water,Bareland
1513,Forest,Forest,Water,Water,Water,Water
1514,Forest,Forest,Water,Water,Water,Forest
1515,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1516,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1517,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1518,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1519,Forest,Forest,Forest,NULL,Non_Wetland,Water
1520,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1521,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1522,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1523,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1524,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1525,Forest,Forest,Forest,Water,Non_Wetland,NULL
1526,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1527,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1528,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1529,Forest,Forest,Forest,Water,Non_Wetland,Water
1530,Forest,Forest,Forest,Water,Non_Wetland,Forest
