Value,AFRICA_2024_DynamicWorld_2024_37PBN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBN_M_R,AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,AFRICA_2024_WorldCover_2021_37PBN_M_R
1270,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
1271,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1272,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1273,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1274,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1275,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1276,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1277,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1278,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1279,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1280,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1281,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1282,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1283,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1284,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1285,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1286,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1287,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1288,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1289,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1290,Wetland,Water,Cropland,Water,Non_Wetland,Water
1291,Wetland,Water,Wetland,NULL,Wetland,Cropland
1292,Wetland,Water,Wetland,NULL,Wetland,Wetland
1293,Wetland,Water,Wetland,NULL,Wetland,Forest
1294,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1295,Wetland,Water,Wetland,Non_Water,Wetland,Water
1296,Wetland,Water,Wetland,Water,Wetland,Cropland
1297,Wetland,Water,Wetland,Water,Wetland,Wetland
1298,Wetland,Water,Wetland,Water,Wetland,Water
1299,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1300,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
1301,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1302,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1303,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1304,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1305,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1306,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1307,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1308,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1309,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1310,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1311,Wetland,Water,Bareland,Water,Non_Wetland,Water
1312,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
1313,Wetland,Water,Water,Water,Water,Cropland
1314,Wetland,Water,Water,Water,Water,Wetland
1315,Wetland,Water,Water,Water,Water,Water
1316,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1317,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1318,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1319,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1320,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1321,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1322,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1323,Wetland,Water,Forest,Water,Non_Wetland,Water
1324,Wetland,Water,Forest,Water,Non_Wetland,Forest
1325,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1326,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1327,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1328,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1329,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1330,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1331,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1332,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1333,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1334,Wetland,Forest,Wetland,NULL,Wetland,Forest
1335,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1336,Wetland,Forest,Wetland,Water,Wetland,Wetland
1337,Wetland,Forest,Bareland,NULL,Non_Wetland,Cropland
1338,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1339,Wetland,Forest,Water,Water,Water,Water
1340,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1341,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1342,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1343,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1344,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1345,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1346,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1347,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1348,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1349,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1350,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1351,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1352,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1353,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1354,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1355,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1356,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1357,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1358,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1359,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1360,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1361,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1362,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1363,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1364,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1365,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1366,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1367,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1368,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1369,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1370,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1371,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1372,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1373,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1374,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1375,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1376,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1377,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1378,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1379,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1380,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1381,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1382,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1383,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1384,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1385,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1386,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1387,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1388,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1389,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1390,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1391,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1392,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1393,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1394,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1395,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1396,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1397,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1398,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1399,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1400,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1401,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1402,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1403,Bareland,Cropland,Wetland,Water,Wetland,Water
1404,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1405,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1406,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1407,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1408,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1409,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1410,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1411,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1412,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1413,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1414,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1415,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1416,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1417,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1418,Bareland,Cropland,Water,Water,Water,Cropland
1419,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1420,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1421,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1422,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1423,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1424,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1425,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1426,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1427,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1428,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1429,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1430,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1431,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1432,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1433,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1434,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1435,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1436,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1437,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1438,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1439,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1440,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1441,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1442,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1443,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1444,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1445,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1446,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1447,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1448,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1449,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1450,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1451,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1452,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1453,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1454,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1455,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1456,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1457,Bareland,Water,Wetland,NULL,Wetland,Cropland
1458,Bareland,Water,Wetland,Water,Wetland,Cropland
1459,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1460,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1461,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1462,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1463,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1464,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1465,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1466,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1467,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1468,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1469,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1470,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1471,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1472,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1473,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1474,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1475,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1476,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1477,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1478,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1479,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1480,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1481,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1482,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1483,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1484,Water,NULL,NULL,NULL,Non_Wetland,NULL
1485,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1486,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1487,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1488,Water,NULL,NULL,NULL,Non_Wetland,Forest
1489,Water,NULL,NULL,Water,Non_Wetland,Cropland
1490,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1491,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1492,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1493,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1494,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1495,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1496,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1497,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1498,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1499,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1500,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1501,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1502,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1503,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1504,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1505,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1506,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1507,Water,NULL,Cropland,NULL,Non_Wetland,Water
1508,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1509,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1510,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1511,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1512,Water,NULL,Wetland,NULL,Wetland,Cropland
1513,Water,NULL,Wetland,NULL,Wetland,Forest
1514,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1515,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1516,Water,NULL,Wetland,Water,Wetland,Cropland
1517,Water,NULL,Wetland,Water,Wetland,Wetland
1518,Water,NULL,Wetland,Water,Wetland,Water
1519,Water,NULL,Wetland,Water,Wetland,Forest
1520,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1521,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1522,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1523,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1524,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1525,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1526,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1527,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1528,Water,NULL,Bareland,NULL,Non_Wetland,Water
1529,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1530,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1531,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1532,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1533,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1534,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1535,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1536,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1537,Water,NULL,Water,NULL,Water,Grassland
1538,Water,NULL,Water,NULL,Water,Water
1539,Water,NULL,Water,NULL,Water,Forest
1540,Water,NULL,Water,Water,Water,Grassland
1541,Water,NULL,Water,Water,Water,Forest
1542,Water,NULL,Forest,NULL,Non_Wetland,NULL
1543,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1544,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1545,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1546,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1547,Water,NULL,Forest,NULL,Non_Wetland,Water
1548,Water,NULL,Forest,NULL,Non_Wetland,Forest
1549,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1550,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1551,Water,NULL,Forest,Water,Non_Wetland,NULL
1552,Water,NULL,Forest,Water,Non_Wetland,Grassland
1553,Water,NULL,Forest,Water,Non_Wetland,Cropland
1554,Water,NULL,Forest,Water,Non_Wetland,Wetland
1555,Water,NULL,Forest,Water,Non_Wetland,Forest
1556,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1557,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1558,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1559,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1560,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1561,Water,Cropland,NULL,NULL,Non_Wetland,Water
1562,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1563,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1564,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1565,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1566,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1567,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1568,Water,Cropland,NULL,Water,Non_Wetland,Water
1569,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1570,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1571,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1572,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1573,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1574,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1575,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1576,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1577,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1578,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1579,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1580,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1581,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1582,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1583,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1584,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1585,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1586,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1587,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1588,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1589,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1590,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1591,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1592,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1593,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1594,Water,Cropland,Grassland,Water,Non_Wetland,Forest
1595,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1596,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1597,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1598,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1599,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1600,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1601,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1602,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1603,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1604,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1605,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1606,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1607,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1608,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1609,Water,Cropland,Cropland,Water,Non_Wetland,Water
1610,Water,Cropland,Wetland,NULL,Wetland,Grassland
1611,Water,Cropland,Wetland,NULL,Wetland,Cropland
1612,Water,Cropland,Wetland,NULL,Wetland,Wetland
1613,Water,Cropland,Wetland,NULL,Wetland,Bareland
1614,Water,Cropland,Wetland,NULL,Wetland,Water
1615,Water,Cropland,Wetland,NULL,Wetland,Forest
1616,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1617,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1618,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1619,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1620,Water,Cropland,Wetland,Non_Water,Wetland,Water
1621,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1622,Water,Cropland,Wetland,Water,Wetland,Grassland
1623,Water,Cropland,Wetland,Water,Wetland,Cropland
1624,Water,Cropland,Wetland,Water,Wetland,Wetland
1625,Water,Cropland,Wetland,Water,Wetland,Bareland
1626,Water,Cropland,Wetland,Water,Wetland,Water
1627,Water,Cropland,Wetland,Water,Wetland,Forest
1628,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1629,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1630,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1631,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1632,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1633,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1634,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1635,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1636,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1637,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1638,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1639,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1640,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1641,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1642,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1643,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1644,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1645,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1646,Water,Cropland,Bareland,Water,Non_Wetland,Water
1647,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1648,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1649,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1650,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
1651,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1652,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1653,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1654,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1655,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1656,Water,Cropland,Built-up,Water,Non_Wetland,Forest
1657,Water,Cropland,Water,NULL,Water,Grassland
1658,Water,Cropland,Water,NULL,Water,Cropland
1659,Water,Cropland,Water,NULL,Water,Wetland
1660,Water,Cropland,Water,NULL,Water,Water
1661,Water,Cropland,Water,NULL,Water,Forest
1662,Water,Cropland,Water,Non_Water,Water,Cropland
1663,Water,Cropland,Water,Non_Water,Water,Wetland
1664,Water,Cropland,Water,Non_Water,Water,Bareland
1665,Water,Cropland,Water,Non_Water,Water,Water
1666,Water,Cropland,Water,Non_Water,Water,Forest
1667,Water,Cropland,Water,Water,Water,Grassland
1668,Water,Cropland,Water,Water,Water,Cropland
1669,Water,Cropland,Water,Water,Water,Wetland
1670,Water,Cropland,Water,Water,Water,Bareland
1671,Water,Cropland,Water,Water,Water,Water
1672,Water,Cropland,Water,Water,Water,Forest
1673,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1674,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1675,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1676,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1677,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1678,Water,Cropland,Forest,NULL,Non_Wetland,Water
1679,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1680,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1681,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1682,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1683,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1684,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1685,Water,Cropland,Forest,Water,Non_Wetland,NULL
1686,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1687,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1688,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1689,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1690,Water,Cropland,Forest,Water,Non_Wetland,Water
1691,Water,Cropland,Forest,Water,Non_Wetland,Forest
1692,Water,Wetland,NULL,NULL,Non_Wetland,Cropland
1693,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1694,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1695,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1696,Water,Wetland,NULL,Water,Non_Wetland,Water
1697,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
