Value,AFRICA_2024_DynamicWorld_2024_36NUL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUL_M_R,AFRICA_2024_GSW_Yearly_2021_36NUL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R,AFRICA_2024_WorldCover_2021_36NUL_M_R
1270,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1271,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1272,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1273,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1274,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1275,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1276,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1277,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1278,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1279,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1280,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1281,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1282,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1283,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1284,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
1285,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland
1286,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1287,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1288,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1289,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1290,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1291,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1292,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1293,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland
1294,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1295,Water,Built-up,Wetland,NULL,Wetland,Grassland
1296,Water,Built-up,Wetland,NULL,Wetland,Bareland
1297,Water,Built-up,Wetland,NULL,Wetland,Forest
1298,Water,Built-up,Wetland,Water,Wetland,Grassland
1299,Water,Built-up,Wetland,Water,Wetland,Wetland
1300,Water,Built-up,Wetland,Water,Wetland,Bareland
1301,Water,Built-up,Wetland,Water,Wetland,Forest
1302,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1303,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland
1304,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1305,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1306,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1307,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1308,Water,Built-up,Bareland,Water,Non_Wetland,Forest
1309,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1310,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1311,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1312,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1313,Water,Built-up,Built-up,Water,Non_Wetland,Wetland
1314,Water,Built-up,Water,NULL,Water,Wetland
1315,Water,Built-up,Water,NULL,Water,Bareland
1316,Water,Built-up,Water,Water,Water,Grassland
1317,Water,Built-up,Water,Water,Water,Wetland
1318,Water,Built-up,Water,Water,Water,Built-up
1319,Water,Built-up,Water,Water,Water,Forest
1320,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1321,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
1322,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1323,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1324,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland
1325,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1326,Water,Built-up,Forest,Water,Non_Wetland,Wetland
1327,Water,Water,NULL,NULL,Non_Wetland,NULL
1328,Water,Water,NULL,NULL,Non_Wetland,Grassland
1329,Water,Water,NULL,NULL,Non_Wetland,Cropland
1330,Water,Water,NULL,NULL,Non_Wetland,Wetland
1331,Water,Water,NULL,NULL,Non_Wetland,Bareland
1332,Water,Water,NULL,NULL,Non_Wetland,Built-up
1333,Water,Water,NULL,NULL,Non_Wetland,Water
1334,Water,Water,NULL,NULL,Non_Wetland,Forest
1335,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1336,Water,Water,NULL,Non_Water,Non_Wetland,Water
1337,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1338,Water,Water,NULL,Water,Non_Wetland,Grassland
1339,Water,Water,NULL,Water,Non_Wetland,Wetland
1340,Water,Water,NULL,Water,Non_Wetland,Water
1341,Water,Water,NULL,Water,Non_Wetland,Forest
1342,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1343,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1344,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1345,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1346,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1347,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1348,Water,Water,Shrubland,NULL,Non_Wetland,Water
1349,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1350,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1351,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1352,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1353,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1354,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1355,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1356,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1357,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1358,Water,Water,Shrubland,Water,Non_Wetland,Water
1359,Water,Water,Shrubland,Water,Non_Wetland,Forest
1360,Water,Water,Grassland,NULL,Non_Wetland,NULL
1361,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1362,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1363,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1364,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1365,Water,Water,Grassland,NULL,Non_Wetland,Forest
1366,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1367,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1368,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1369,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1370,Water,Water,Grassland,Water,Non_Wetland,Grassland
1371,Water,Water,Grassland,Water,Non_Wetland,Wetland
1372,Water,Water,Grassland,Water,Non_Wetland,Bareland
1373,Water,Water,Grassland,Water,Non_Wetland,Water
1374,Water,Water,Cropland,NULL,Non_Wetland,NULL
1375,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1376,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1377,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1378,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1379,Water,Water,Cropland,NULL,Non_Wetland,Water
1380,Water,Water,Cropland,NULL,Non_Wetland,Forest
1381,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1382,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1383,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1384,Water,Water,Cropland,Water,Non_Wetland,Grassland
1385,Water,Water,Cropland,Water,Non_Wetland,Wetland
1386,Water,Water,Cropland,Water,Non_Wetland,Water
1387,Water,Water,Cropland,Water,Non_Wetland,Forest
1388,Water,Water,Wetland,NULL,Wetland,NULL
1389,Water,Water,Wetland,NULL,Wetland,Grassland
1390,Water,Water,Wetland,NULL,Wetland,Cropland
1391,Water,Water,Wetland,NULL,Wetland,Wetland
1392,Water,Water,Wetland,NULL,Wetland,Bareland
1393,Water,Water,Wetland,NULL,Wetland,Built-up
1394,Water,Water,Wetland,NULL,Wetland,Water
1395,Water,Water,Wetland,NULL,Wetland,Forest
1396,Water,Water,Wetland,Non_Water,Wetland,Wetland
1397,Water,Water,Wetland,Non_Water,Wetland,Water
1398,Water,Water,Wetland,Non_Water,Wetland,Forest
1399,Water,Water,Wetland,Water,Wetland,Grassland
1400,Water,Water,Wetland,Water,Wetland,Wetland
1401,Water,Water,Wetland,Water,Wetland,Bareland
1402,Water,Water,Wetland,Water,Wetland,Built-up
1403,Water,Water,Wetland,Water,Wetland,Water
1404,Water,Water,Wetland,Water,Wetland,Forest
1405,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1406,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1407,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1408,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1409,Water,Water,Bareland,NULL,Non_Wetland,Water
1410,Water,Water,Bareland,NULL,Non_Wetland,Forest
1411,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1412,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1413,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1414,Water,Water,Bareland,Non_Water,Non_Wetland,Built-up
1415,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1416,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1417,Water,Water,Bareland,Water,Non_Wetland,Grassland
1418,Water,Water,Bareland,Water,Non_Wetland,Wetland
1419,Water,Water,Bareland,Water,Non_Wetland,Bareland
1420,Water,Water,Bareland,Water,Non_Wetland,Built-up
1421,Water,Water,Bareland,Water,Non_Wetland,Water
1422,Water,Water,Bareland,Water,Non_Wetland,Forest
1423,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1424,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1425,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1426,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1427,Water,Water,Built-up,NULL,Non_Wetland,Water
1428,Water,Water,Built-up,NULL,Non_Wetland,Forest
1429,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1430,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1431,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up
1432,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1433,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1434,Water,Water,Built-up,Water,Non_Wetland,Grassland
1435,Water,Water,Built-up,Water,Non_Wetland,Wetland
1436,Water,Water,Built-up,Water,Non_Wetland,Bareland
1437,Water,Water,Built-up,Water,Non_Wetland,Water
1438,Water,Water,Built-up,Water,Non_Wetland,Forest
1439,Water,Water,Water,NULL,Water,Grassland
1440,Water,Water,Water,NULL,Water,Wetland
1441,Water,Water,Water,NULL,Water,Bareland
1442,Water,Water,Water,NULL,Water,Water
1443,Water,Water,Water,NULL,Water,Forest
1444,Water,Water,Water,Non_Water,Water,Wetland
1445,Water,Water,Water,Non_Water,Water,Water
1446,Water,Water,Water,Non_Water,Water,Forest
1447,Water,Water,Water,Water,Water,Grassland
1448,Water,Water,Water,Water,Water,Cropland
1449,Water,Water,Water,Water,Water,Wetland
1450,Water,Water,Water,Water,Water,Bareland
1451,Water,Water,Water,Water,Water,Built-up
1452,Water,Water,Water,Water,Water,Water
1453,Water,Water,Water,Water,Water,Forest
1454,Water,Water,Forest,NULL,Non_Wetland,NULL
1455,Water,Water,Forest,NULL,Non_Wetland,Grassland
1456,Water,Water,Forest,NULL,Non_Wetland,Cropland
1457,Water,Water,Forest,NULL,Non_Wetland,Wetland
1458,Water,Water,Forest,NULL,Non_Wetland,Bareland
1459,Water,Water,Forest,NULL,Non_Wetland,Water
1460,Water,Water,Forest,NULL,Non_Wetland,Forest
1461,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1462,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1463,Water,Water,Forest,Non_Water,Non_Wetland,Water
1464,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1465,Water,Water,Forest,Water,Non_Wetland,Grassland
1466,Water,Water,Forest,Water,Non_Wetland,Wetland
1467,Water,Water,Forest,Water,Non_Wetland,Bareland
1468,Water,Water,Forest,Water,Non_Wetland,Water
1469,Water,Water,Forest,Water,Non_Wetland,Forest
1470,Water,Forest,NULL,NULL,Non_Wetland,NULL
1471,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1472,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1473,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1474,Water,Forest,NULL,NULL,Non_Wetland,Forest
1475,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland
1476,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1477,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1478,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1479,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1480,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1481,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1482,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1483,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
1484,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1485,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1486,Water,Forest,Grassland,Water,Non_Wetland,Grassland
1487,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1488,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1489,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1490,Water,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1491,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1492,Water,Forest,Wetland,NULL,Wetland,Wetland
1493,Water,Forest,Wetland,NULL,Wetland,Forest
1494,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1495,Water,Forest,Wetland,Water,Wetland,Wetland
1496,Water,Forest,Wetland,Water,Wetland,Forest
1497,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1498,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1499,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1500,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1501,Water,Forest,Water,Non_Water,Water,Wetland
1502,Water,Forest,Water,Water,Water,Wetland
1503,Water,Forest,Forest,NULL,Non_Wetland,NULL
1504,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1505,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1506,Water,Forest,Forest,NULL,Non_Wetland,Forest
1507,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1508,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1509,Water,Forest,Forest,Water,Non_Wetland,Wetland
1510,Water,Forest,Forest,Water,Non_Wetland,Forest
1511,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1512,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1513,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1514,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1515,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1516,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1517,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1518,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1519,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1520,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1521,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1522,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1523,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1524,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1525,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1526,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1527,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1528,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1529,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1530,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1531,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1532,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1533,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1534,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1535,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1536,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1537,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1538,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1539,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1540,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1541,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1542,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1543,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1544,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1545,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1546,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1547,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1548,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1549,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1550,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1551,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1552,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1553,Forest,NULL,Wetland,NULL,Wetland,Grassland
1554,Forest,NULL,Wetland,NULL,Wetland,Wetland
1555,Forest,NULL,Wetland,NULL,Wetland,Forest
1556,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1557,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1558,Forest,NULL,Wetland,Water,Wetland,Wetland
1559,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1560,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1561,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1562,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1563,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1564,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1565,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1566,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1567,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1568,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1569,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1570,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1571,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1572,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1573,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1574,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1575,Forest,NULL,Water,NULL,Water,Wetland
1576,Forest,NULL,Water,Non_Water,Water,Wetland
1577,Forest,NULL,Water,Water,Water,Wetland
1578,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1579,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1580,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1581,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1582,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1583,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1584,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1585,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1586,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1587,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1588,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1589,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1590,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1591,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1592,Forest,NULL,Forest,Water,Non_Wetland,Forest
1593,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1594,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1595,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1596,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1597,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1598,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1599,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1600,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1601,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1602,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1603,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1604,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1605,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1606,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1607,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
1608,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1609,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1610,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1611,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1612,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1613,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1614,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1615,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1616,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1617,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1618,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
1619,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland
1620,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland
1621,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1622,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1623,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1624,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1625,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1626,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1627,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1628,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
1629,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1630,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1631,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1632,Forest,Cropland,Wetland,NULL,Wetland,Forest
1633,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1634,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1635,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1636,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
1637,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland
1638,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland
1639,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1640,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1641,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1642,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1643,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1644,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1645,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1646,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1647,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1648,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1649,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1650,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1651,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1652,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1653,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1654,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1655,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1656,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1657,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1658,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1659,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1660,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1661,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1662,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1663,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1664,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1665,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1666,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1667,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1668,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1669,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1670,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1671,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1672,Forest,Wetland,Wetland,NULL,Wetland,Forest
1673,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1674,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1675,Forest,Wetland,Wetland,Water,Wetland,Wetland
1676,Forest,Wetland,Wetland,Water,Wetland,Forest
1677,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1678,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1679,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1680,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1681,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1682,Forest,Wetland,Water,NULL,Water,Wetland
1683,Forest,Wetland,Water,Non_Water,Water,Wetland
1684,Forest,Wetland,Water,Water,Water,Wetland
1685,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1686,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1687,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1688,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
1689,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1690,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1691,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1692,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1693,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1694,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1695,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1696,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1697,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1698,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1699,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1700,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1701,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1702,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1703,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1704,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1705,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1706,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
1707,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1708,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland
