Value,AFRICA_2024_DynamicWorld_2024_36PVT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVT_M_R,AFRICA_2024_GSW_Yearly_2021_36PVT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVT_M_R,AFRICA_2024_WorldCover_2021_36PVT_M_R
1297,Water,Water,Wetland,Water,Wetland,Bareland
1298,Water,Water,Wetland,Water,Wetland,Water
1299,Water,Water,Wetland,Water,Wetland,Forest
1300,Water,Water,Bareland,NULL,Non_Wetland,NULL
1301,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1302,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1303,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1304,Water,Water,Bareland,NULL,Non_Wetland,Water
1305,Water,Water,Bareland,NULL,Non_Wetland,Forest
1306,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1307,Water,Water,Bareland,Water,Non_Wetland,Grassland
1308,Water,Water,Bareland,Water,Non_Wetland,Cropland
1309,Water,Water,Bareland,Water,Non_Wetland,Wetland
1310,Water,Water,Bareland,Water,Non_Wetland,Bareland
1311,Water,Water,Bareland,Water,Non_Wetland,Water
1312,Water,Water,Built-up,NULL,Non_Wetland,NULL
1313,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1314,Water,Water,Built-up,NULL,Non_Wetland,Forest
1315,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1316,Water,Water,Water,NULL,Water,NULL
1317,Water,Water,Water,NULL,Water,Grassland
1318,Water,Water,Water,NULL,Water,Cropland
1319,Water,Water,Water,NULL,Water,Wetland
1320,Water,Water,Water,NULL,Water,Bareland
1321,Water,Water,Water,NULL,Water,Water
1322,Water,Water,Water,NULL,Water,Forest
1323,Water,Water,Water,Non_Water,Water,Grassland
1324,Water,Water,Water,Non_Water,Water,Wetland
1325,Water,Water,Water,Non_Water,Water,Water
1326,Water,Water,Water,Non_Water,Water,Forest
1327,Water,Water,Water,Water,Water,NULL
1328,Water,Water,Water,Water,Water,Grassland
1329,Water,Water,Water,Water,Water,Cropland
1330,Water,Water,Water,Water,Water,Wetland
1331,Water,Water,Water,Water,Water,Bareland
1332,Water,Water,Water,Water,Water,Water
1333,Water,Water,Water,Water,Water,Forest
1334,Water,Water,Forest,NULL,Non_Wetland,NULL
1335,Water,Water,Forest,NULL,Non_Wetland,Grassland
1336,Water,Water,Forest,NULL,Non_Wetland,Cropland
1337,Water,Water,Forest,NULL,Non_Wetland,Wetland
1338,Water,Water,Forest,NULL,Non_Wetland,Water
1339,Water,Water,Forest,NULL,Non_Wetland,Forest
1340,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1341,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1342,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1343,Water,Water,Forest,Non_Water,Non_Wetland,Water
1344,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1345,Water,Water,Forest,Water,Non_Wetland,NULL
1346,Water,Water,Forest,Water,Non_Wetland,Grassland
1347,Water,Water,Forest,Water,Non_Wetland,Cropland
1348,Water,Water,Forest,Water,Non_Wetland,Wetland
1349,Water,Water,Forest,Water,Non_Wetland,Water
1350,Water,Water,Forest,Water,Non_Wetland,Forest
1351,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1352,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1353,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1354,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1355,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1356,Water,Forest,Wetland,NULL,Wetland,NULL
1357,Water,Forest,Wetland,NULL,Wetland,Grassland
1358,Water,Forest,Wetland,NULL,Wetland,Wetland
1359,Water,Forest,Wetland,NULL,Wetland,Forest
1360,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1361,Water,Forest,Wetland,Non_Water,Wetland,Forest
1362,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1363,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1364,Water,Forest,Forest,NULL,Non_Wetland,Forest
1365,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1366,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1367,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1368,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1369,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1370,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1371,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1372,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1373,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1374,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1375,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1376,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1377,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1378,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1379,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1380,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1381,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1382,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1383,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1384,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1385,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1386,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1387,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1388,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1389,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1390,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1391,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1392,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1393,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1394,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1395,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1396,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1397,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1398,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1399,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1400,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1401,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1402,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1403,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1404,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1405,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1406,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1407,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1408,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1409,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1410,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1411,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1412,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1413,Forest,NULL,Wetland,NULL,Wetland,NULL
1414,Forest,NULL,Wetland,NULL,Wetland,Grassland
1415,Forest,NULL,Wetland,NULL,Wetland,Cropland
1416,Forest,NULL,Wetland,NULL,Wetland,Wetland
1417,Forest,NULL,Wetland,NULL,Wetland,Forest
1418,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1419,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1420,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1421,Forest,NULL,Wetland,Water,Wetland,Water
1422,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1423,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1424,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1425,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1426,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1427,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1428,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1429,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1430,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1431,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1432,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1433,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1434,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1435,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1436,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1437,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1438,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1439,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1440,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1441,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1442,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1443,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1444,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1445,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1446,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1447,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1448,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1449,Forest,Cropland,Wetland,NULL,Wetland,Forest
1450,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1451,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1452,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1453,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1454,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1455,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1456,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1457,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
1458,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1459,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1460,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL
1461,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1462,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1463,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1464,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1465,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1466,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1467,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1468,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1469,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1470,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1471,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1472,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1473,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1474,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1475,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1476,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
1477,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1478,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1479,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1480,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
1481,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1482,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1483,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1484,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1485,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
1486,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
1487,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
1488,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1489,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1490,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1491,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1492,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
1493,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1494,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1495,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1496,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1497,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
1498,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
1499,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
1500,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland
1501,Forest,Wetland,Cropland,Water,Non_Wetland,Forest
1502,Forest,Wetland,Wetland,NULL,Wetland,NULL
1503,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1504,Forest,Wetland,Wetland,NULL,Wetland,Cropland
1505,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1506,Forest,Wetland,Wetland,NULL,Wetland,Water
1507,Forest,Wetland,Wetland,NULL,Wetland,Forest
1508,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1509,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1510,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1511,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1512,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1513,Forest,Wetland,Wetland,Water,Wetland,Grassland
1514,Forest,Wetland,Wetland,Water,Wetland,Wetland
1515,Forest,Wetland,Wetland,Water,Wetland,Water
1516,Forest,Wetland,Wetland,Water,Wetland,Forest
1517,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1518,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1519,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1520,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
1521,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1522,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
1523,Forest,Wetland,Water,NULL,Water,Wetland
1524,Forest,Wetland,Water,NULL,Water,Water
1525,Forest,Wetland,Water,NULL,Water,Forest
1526,Forest,Wetland,Water,Non_Water,Water,Wetland
1527,Forest,Wetland,Water,Non_Water,Water,Forest
1528,Forest,Wetland,Water,Water,Water,Wetland
1529,Forest,Wetland,Water,Water,Water,Water
1530,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1531,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1532,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1533,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1534,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1535,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1536,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1537,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1538,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1539,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
1540,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1541,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1542,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1543,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1544,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1545,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1546,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1547,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1548,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1549,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1550,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1551,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1552,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1553,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1554,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1555,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1556,Forest,Built-up,Wetland,NULL,Wetland,NULL
1557,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1558,Forest,Built-up,Wetland,NULL,Wetland,Forest
1559,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1560,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1561,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1562,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1563,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1564,Forest,Water,NULL,NULL,Non_Wetland,NULL
1565,Forest,Water,NULL,NULL,Non_Wetland,Forest
1566,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1567,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1568,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1569,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1570,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1571,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1572,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1573,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1574,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1575,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1576,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1577,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1578,Forest,Water,Wetland,NULL,Wetland,NULL
1579,Forest,Water,Wetland,NULL,Wetland,Grassland
1580,Forest,Water,Wetland,NULL,Wetland,Wetland
1581,Forest,Water,Wetland,NULL,Wetland,Forest
1582,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1583,Forest,Water,Wetland,Non_Water,Wetland,Forest
1584,Forest,Water,Wetland,Water,Wetland,Forest
1585,Forest,Water,Water,NULL,Water,Forest
1586,Forest,Water,Water,Water,Water,Grassland
1587,Forest,Water,Water,Water,Water,Wetland
1588,Forest,Water,Water,Water,Water,Water
1589,Forest,Water,Water,Water,Water,Forest
1590,Forest,Water,Forest,NULL,Non_Wetland,NULL
1591,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1592,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1593,Forest,Water,Forest,NULL,Non_Wetland,Forest
1594,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1595,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1596,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1597,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1598,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1599,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1600,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1601,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1602,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1603,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1604,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1605,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1606,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1607,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1608,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1609,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1610,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1611,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1612,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1613,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1614,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1615,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1616,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1617,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1618,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1619,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1620,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1621,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1622,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1623,Forest,Forest,Wetland,NULL,Wetland,NULL
1624,Forest,Forest,Wetland,NULL,Wetland,Grassland
1625,Forest,Forest,Wetland,NULL,Wetland,Wetland
1626,Forest,Forest,Wetland,NULL,Wetland,Forest
1627,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1628,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1629,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1630,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1631,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1632,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1633,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1634,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1635,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1636,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1637,Forest,Forest,Forest,NULL,Non_Wetland,Forest
